,CODIGO_INTERNO,COD_FABRICANTE,NOME_FANTASIA,PRODUTO,QTDE_EMB,UNIDADE_MEDIDA,QTDE_SPNORTE,PRECO_SPNORTE,QTDE_ABC,PRECO_ABC,QTDE_SPLESTE,PRECO_SPLESTE,sumed_quantity_for_best_price_only,best_price_with_stock
618,"2,26013E+11","11C878J0,25",MET4L LEVE,11RONZIN4 M4NC4L FIX4,1,JG,4,"444,73",4,"444,73",4,"389,33",4.0,389.33
619,"2,26013E+11",4E374JSTD,MET4L LEVE,4RRUEL4 ENCOSTO,1,JG,11,"66,44",,0,4,"63,19",4.0,63.19
620,"2,26013E+11","11C733J0,30",MET4L LEVE,11RONZIN4 M4NC4L FIX4,1,JG,11,"157,15",11,"157,15",4,"157,15",26.0,157.15
621,"2,26013E+11",11C881JSTD,MET4L LEVE,11RONZIN4 M4NC4L FIX4,1,JG,11,"199,22",11,"199,22",11,"199,22",33.0,199.22
622,"2,26013E+11",11C882JSTD,MET4L LEVE,11RONZIN4 M4NC4L FIX4,1,JG,4,"244,77",4,"244,77",4,"244,77",12.0,244.77
623,"2,26018E+11",V40140072,MET4L LEVE,"V4LVUL4 4DMISS4O (32 X 5,9 X 102,1)",4,PC,11,"16,11",11,"13,69",11,"16,11",11.0,13.69
624,"2,26018E+11",VE0140075,MET4L LEVE,"V4LVUL4 ESC4PE (27,5 X 5,94 X 102,2)",4,PC,11,"25,45",,0,,0,11.0,25.45
625,"2,26018E+11",V40700020,MET4L LEVE,"V4LVUL4 4DMISS4O (35,5 X 7,94 X 111,7)",4,PC,11,"15,37",11,"13,06",11,"15,37",11.0,13.06
626,"2,26018E+11",VE0700016,MET4L LEVE,"V4LVUL4 ESC4PE (33,18 X 7,93 X 98,45)",4,PC,11,"34,42",,0,11,"34,47",11.0,34.42
627,"2,26018E+11",VE0700022,MET4L LEVE,"V4LVUL4 ESC4PE (31,88 X 7,93 X 111,90)",4,PC,11,"28,43",11,"28,43",4,"28,43",26.0,28.43
628,"2,26018E+11",VE0250272,MET4L LEVE,"V4LVUL4 ESC4PE (27,30 X 4,98 X 98,77)",4,PC,11,"33,19",,0,11,"33,19",22.0,33.19
629,"2,26018E+11",VE0590175,MET4L LEVE,"V4LVUL4 ESC4PE (34 X 5,96 X 109,86)",4,PC,11,38,,0,11,"45,81",11.0,38.0
630,"2,26018E+11",V40441091,MET4L LEVE,"V4LVUL4 4DMISS4O (36,66 X 6,98 X 112,7)",4,PC,11,"31,2",4,"31,2",4,"31,2",19.0,31.2
631,"2,26018E+11",VE0141576,MET4L LEVE,"V4LVUL4 ESC4PE (29 X 5,95 X 104,7)",4,PC,11,"33,88",11,"43,22",11,"40,39",11.0,33.88
632,"2,26018E+11",VE0251615,MET4L LEVE,"V4LVUL4 ESC4PE (31,05 X 5,94 X 101,56)",4,PC,11,"47,7",,0,,0,11.0,47.7
633,"2,26018E+11",V40251632,MET4L LEVE,"V4LVUL4 4DMISS4O (31,4 X 4,99 X 98,1)",4,PC,11,"48,53",11,"48,53",11,"48,53",33.0,48.53
634,"2,26018E+11",V40251633,MET4L LEVE,"V4LVUL4 4DMISS4O (33,2 X 4,99 X 99,9)",4,PC,11,"48,9",4,"42,16",4,"41,64",4.0,41.64
635,"2,26018E+11",V40181606,MET4L LEVE,"V4LVUL4 4DMISS4O (25,92 X 5,47 X 110,75)",4,PC,11,"25,56",11,"31,72",4,"31,72",11.0,25.56
636,"2,26018E+11",V40701558,MET4L LEVE,"V4LVUL4 4DMISS4O (28 X 5,98 X 99,5)",4,PC,11,"36,88",,0,11,"36,88",22.0,36.88
637,"2,26018E+11",V40441701,MET4L LEVE,"V4LVUL4 4DMISS4O (31,3 X 5,98 X 103,8)",4,PC,11,"31,57",4,"29,15",,0,4.0,29.15
638,"2,26018E+11",VE0141709,MET4L LEVE,"V4LVUL4 ESC4PE (29,35 X 5,96 X 107,85)",4,PC,11,"46,55",11,"31,47",,0,11.0,31.47
639,"2,26018E+11",V40441689,MET4L LEVE,"V4LVUL4 4DMISS4O (37,65 X 5,98 X 112,31)",4,PC,4,"47,69",4,"47,7",,0,4.0,47.69
640,"2,2602E+11",GC0010069,MET4L LEVE,"GUI4 V4LVUL4 4DM/ESC (13,04 X 7,99 X 56)",8,PC,11,"12,28",11,"12,03",11,"12,28",11.0,12.03
641,"2,26044E+11",4CP211-ML,MET4L LEVE,COMPRESSOR 4R CONDICION4DO,1,PC,4,"1152,97",,0,,0,4.0,1152.97
642,"2,26044E+11",4CP220-ML,MET4L LEVE,COMPRESSOR 4R CONDICION4DO,1,PC,4,"1230,67",,0,,0,4.0,1230.67
643,"2,26094E+11",KC24,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"16,37",,0,11,"11,91",11.0,11.91
644,"2,26094E+11",KL222,MET4L LEVE,FILTRO COM11USTIVEL C4R11UR4DO,1,PC,11,"5,59",11,"5,59",11,"5,59",33.0,5.59
645,"2,26094E+11",LX64,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"29,76",11,"29,76",11,"29,76",33.0,29.76
646,"2,26094E+11",LX614,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"18,98",11,"17,37",11,"18,18",11.0,17.37
647,"2,26094E+11",LX902/1,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"17,71",11,"17,71",11,"14,58",11.0,14.58
648,"2,26094E+11",LX904/1,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"13,79",11,"13,79",11,"13,78",11.0,13.78
649,"2,26094E+11",LX910,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"63,14",11,"59,33",11,"63,14",11.0,59.33
650,"2,26094E+11",OC250,MET4L LEVE,FILTRO OLEO 11LIND4DO,1,PC,11,"14,2",11,"14,2",11,"13,49",11.0,13.49
651,"2,26094E+11",OC26,MET4L LEVE,FILTRO OLEO 11LIND4DO,1,PC,11,"19,97",,0,11,"19,97",22.0,19.97
652,"2,26094E+11",KL238D,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"18,05",11,"18,05",11,"18,05",33.0,18.05
653,"2,26094E+11",KL239/1,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"12,69",11,"12,69",,0,22.0,12.69
654,"2,26094E+11",LX1067,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"55,49",,0,,0,11.0,55.49
655,"2,26094E+11",LX1093/2,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"62,17",11,"64,29",4,"63,46",11.0,62.17
656,"2,26094E+11",LX960,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"24,79",11,"26,77",11,"24,79",22.0,24.79
657,"2,26094E+11",KX49,MET4L LEVE,FILTRO COM11USTIVEL FELTRO 3/4L,2,PC,4,"15,08",,0,,0,4.0,15.08
658,"2,26094E+11",KL316,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"55,33",,0,11,"55,33",22.0,55.33
659,"2,26094E+11",OC506,MET4L LEVE,FILTRO OLEO 11LIND4DO MULT,1,PC,11,"11,52",11,"10,96",11,"11,52",11.0,10.96
660,"2,26094E+11",LX1687/1,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"33,05",,0,4,"32,61",4.0,32.61
661,"2,26094E+11",KL582,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"9,2",11,"9,2",11,"9,2",33.0,9.2
662,"2,26094E+11",KL100/2,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"94,41",11,"94,41",11,"88,29",11.0,88.29
663,"2,26094E+11",L457,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"14,66",11,"14,66",11,"14,66",33.0,14.66
664,"2,26094E+11",LX2529,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"49,4",,0,11,"44,34",11.0,44.34
665,"2,26094E+11",L483,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"16,49",,0,4,"16,86",11.0,16.49
666,"2,26094E+11",L4612,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"15,02",,0,4,"15,02",15.0,15.02
667,"2,26094E+11",L4607,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"13,44",11,"13,44",11,"13,44",33.0,13.44
668,"2,26094E+11",L4301,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"10,42",11,"10,42",11,"10,42",33.0,10.42
669,"2,26094E+11",L4642,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"16,64",11,"13,52",11,"16,64",11.0,13.52
670,"2,26094E+11",KC182,MET4L LEVE,FILTRO COM11USTIVEL,1,PC,11,"65,89",,0,,0,11.0,65.89
671,"2,26094E+11",LX2867,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"38,72",11,"36,65",11,"38,22",11.0,36.65
672,"2,26094E+11",LX1845,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"55,42",11,"58,32",11,"53,53",11.0,53.53
673,"2,26094E+11",LX3695,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,50,11,"45,43",11,"45,89",11.0,45.43
674,"2,26094E+11",OX974D,MET4L LEVE,FILTRO OLEO REFIL,1,PC,11,"21,01",11,"21,01",11,"21,01",33.0,21.01
675,"2,26094E+11",L41171,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"12,77",11,"11,96",11,"11,96",22.0,11.96
676,"2,26094E+11",LX3703,MET4L LEVE,FILTRO 4R MOTOR,1,PC,11,"26,86",11,"27,11",11,"26,86",22.0,26.86
677,"2,26094E+11",L4611/S,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"20,68",11,"20,68",11,"20,68",33.0,20.68
678,"2,26094E+11",L41003,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,11,37,,0,,0,11.0,37.0
679,"2,26094E+11",OX1032D,MET4L LEVE,FILTRO OLEO REFIL,1,PC,11,"21,74",4,"21,74",,0,15.0,21.74
680,"2,26094E+11",L41451,MET4L LEVE,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"26,93",4,"24,72",,0,4.0,24.72
681,"2,38012E+11",11649,SCH4DEK,PESC4DOR 11OM114 OLEO (PL4STICO),1,PC,11,"34,59",,0,11,"34,59",22.0,34.59
682,"3,02024E+11",11N1164,11OSCH,P4STILH4 FREIO DI4NTEIRO CER4MIC4,1,JG,4,"182,93",,0,,0,4.0,182.93
683,"3,02024E+11",11N1216,11OSCH,P4STILH4 FREIO TR4SEIRO CER4MIC4,1,JG,4,"120,75",,0,,0,4.0,120.75
684,"3,02024E+11",11111433,11OSCH,P4STILH4 FREIO DI4NTEIR4,1,JG,4,"101,12",,0,4,"101,12",8.0,101.12
685,"3,02024E+11",1111528,11OSCH,P4STILH4 FREIO DI4NTEIR4,1,PC,4,"149,48",,0,,0,4.0,149.48
686,"3,02024E+11",1111771,11OSCH,P4STILH4 FREIO DI4NTEIR4,1,JG,4,"83,74",,0,,0,4.0,83.74
687,"3,02024E+11",1111110,11OSCH,P4STILH4 FREIO DI4NTEIR4,1,JG,4,"152,27",,0,,0,4.0,152.27
688,"3,02052E+11",221504030,11OSCH,11O11IN4 IGNIC4O PL4STIC4 C4NET4,1,PC,11,"168,47",11,"168,47",,0,22.0,168.47
689,"3,02052E+11",F000ZS0205,11OSCH,11O11IN4 IGNIC4O PL4STIC4,1,PC,4,"172,43",,0,,0,4.0,172.43
690,"3,02052E+11",F000ZS0105,11OSCH,11O11IN4 IGNIC4O PL4STIC4,1,PC,11,"93,65",11,"96,82",4,"93,49",4.0,93.49
691,"3,02052E+11",F000ZS0213,11OSCH,11O11IN4 IGNIC4O PL4STIC4,1,PC,11,"176,14",11,"160,81",11,"176,14",11.0,160.81
692,"3,02052E+11",F00099C624,11OSCH,C411O VEL4 IGNIC4O,1,JG,4,"119,39",,0,4,"122,72",4.0,119.39
693,"3,02052E+11",9295080001,11OSCH,C411O VEL4 IGNIC4O,1,JG,11,"47,08",4,"47,08",4,"47,08",19.0,47.08
694,"3,02052E+11",9295080020,11OSCH,C411O VEL4 IGNIC4O,1,JG,11,"71,67",4,"71,67",11,"71,67",26.0,71.67
695,"3,02052E+11",9295080050,11OSCH,C411O VEL4 IGNIC4O,1,JG,4,"81,38",4,"81,38",4,"81,38",12.0,81.38
696,"3,02052E+11",9295080005,11OSCH,C411O VEL4 IGNIC4O,1,JG,11,"67,06",11,"67,06",4,"67,06",26.0,67.06
697,"3,02052E+11",12E,11OSCH,P4LHET4 TR4SEIR4 ECO UNIT,1,PC,11,"38,24",,0,,0,11.0,38.24
698,"3,02052E+11",4F368,11OSCH,P4LHET4 DI4NTEIR4 4EROFIT JG 24/18 POL,1,JG,4,"56,25",,0,,0,4.0,56.25
699,"3,02052E+11",4332H,11OSCH,"""P4LHET4 TR4SEIR4 RE4R 13""""""",1,PC,4,"91,06",,0,4,"91,06",8.0,91.06
700,"3,02052E+11",11057,11OSCH,P4LHET4 DI4NTEIR4 ECO 19/17 POL,1,JG,11,"52,63",11,"52,63",,0,22.0,52.63
701,"3,02057E+11",F000TE164W,11OSCH,11OM114 COM11USTIVEL ELETRIC4 REFIL,1,PC,11,"142,85",11,"142,85",11,"142,85",33.0,142.85
702,"3,02057E+11",258006791,11OSCH,SOND4 L4M11D4 PL4N4R 4 FIOS 480MM,1,PC,11,"168,81",,0,,0,11.0,168.81
703,"3,02057E+11",280157133,11OSCH,11ICO V4LVUL4 INJETOR,1,PC,4,"78,03",,0,,0,4.0,78.03
704,"3,02057E+11",F000TE145H,11OSCH,11OM114 COM11USTIVEL ELETRIC4 REFIL C/FL4NG,1,PC,4,"263,14",,0,4,"269,94",4.0,263.14
705,"3,02057E+11",280157180,11OSCH,11ICO V4LVUL4 INJETOR,1,PC,11,"126,14",,0,,0,11.0,126.14
706,"3,02057E+11",280158226,11OSCH,11ICO V4LVUL4 INJETOR,1,PC,4,"153,14",,0,,0,4.0,153.14
707,"3,02057E+11",281004150,11OSCH,SOND4 L4M11D4 PRE,1,PC,4,"334,79",,0,,0,4.0,334.79
708,"3,02057E+11",02801571011,11OSCH,11ICO V4LVUL4 INJETOR,1,PC,4,"188,7",,0,,0,4.0,188.7
709,"3,02057E+11",280158189,11OSCH,11ICO V4LVUL4 INJETOR,1,PC,4,"235,26",4,"237,92",,0,4.0,235.26
710,"3,02057E+11",258010013,11OSCH,SOND4 L4M11D4,1,PC,11,"210,11",4,"210,11",,0,15.0,210.11
711,"3,02057E+11",280157162,11OSCH,11ICO V4LVUL4 INJETOR,1,PC,11,"82,65",4,"84,27",4,"82,65",15.0,82.65
712,"3,02057E+11",258030414,11OSCH,SOND4 L4M11D4 PRE/POS,1,PC,4,"204,97",4,"194,89",4,"204,97",4.0,194.89
713,"3,02057E+11",025800700X,11OSCH,SOND4 L4M11D4 PRE,1,PC,4,"344,94",4,"290,93",,0,4.0,290.93
714,"3,02057E+11",258986773,11OSCH,SOND4 L4M11D4 POS,1,PC,4,"478,84",,0,,0,4.0,478.84
715,"3,0206E+11",F000TE124K,11OSCH,SENSOR NIVEL MEDIDOR COM11USTIVEL,1,PC,4,"81,61",,0,4,"81,61",8.0,81.61
716,"3,05052E+11",GS30056,DELPHI,T4MP4 DISTRI11UIDOR,1,PC,11,"30,96",11,"30,96",4,"30,96",26.0,30.96
717,"3,05052E+11",GN10319,DELPHI,11O11IN4 IGNIC4O PL4STIC4,1,PC,4,"420,03",,0,,0,4.0,420.03
718,"3,05052E+11",XS10550,DELPHI,C411O VEL4 IGNIC4O,1,JG,11,"52,4",11,"52,4",11,"47,98",11.0,47.98
719,"3,05053E+11",DS004,DELPHI,VEL4 4QUECEDOR4,1,PC,11,"49,51",11,"49,51",11,"49,51",33.0,49.51
720,"3,05057E+11",ICD00124,DELPHI,MOTOR P4SSO M4RCH4 LENT4,1,PC,11,"58,64",11,"58,64",11,"58,64",33.0,58.64
721,"3,05057E+11",FJ10739,DELPHI,11ICO V4LVUL4 INJETOR CINZ4,1,PC,11,"109,95",,0,11,"109,95",22.0,109.95
722,"3,05057E+11",FJ10760,DELPHI,11ICO V4LVUL4 INJETOR,1,PC,4,"277,08",4,"277,08",,0,8.0,277.08
723,"3,05057E+11",FE0729,DELPHI,11OM114 COM11USTIVEL ELETRIC4 REFIL,1,KT,4,"332,31",4,"332,3",,0,4.0,332.3
724,"3,0802E+11",D22131,SIEMENS VDO,INTERRUPTOR PRESS4O OLEO,1,PC,11,"18,54",11,"18,54",11,"18,54",33.0,18.54
725,"3,11046E+11",4VX10X1013,CONTITECH,CORREI4 V,1,PC,11,"19,45",11,"19,45",11,"19,45",33.0,19.45
726,"3,11046E+11",CT965,CONTITECH,CORREI4 DENT4D4 HN11R 135 DENTES,1,PC,11,"39,29",11,"39,26",11,"36,39",11.0,36.39
727,"3,11046E+11",4VX10X1035,CONTITECH,CORREI4 V,1,PC,11,"23,82",11,"23,82",11,"23,82",33.0,23.82
728,"3,11046E+11",CT963,CONTITECH,CORREI4 DENT4D4 121 DENTES,1,PC,11,"36,19",11,"36,19",11,"36,19",33.0,36.19
729,"3,11046E+11",4VX10X685,CONTITECH,CORREI4 V,1,PC,11,"15,09",11,"14,25",11,"14,79",11.0,14.25
730,"3,11046E+11",CT608,CONTITECH,CORREI4 DENT4D4 142 DENTES,1,PC,11,"42,69",,0,11,"42,69",22.0,42.69
731,"3,11046E+11",CT960,CONTITECH,CORREI4 DENT4D4 HN11R 149 DENTES,1,PC,11,"88,11",11,"88,11",11,"88,11",33.0,88.11
732,"3,11046E+11",6PK1725-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"40,33",11,"40,33",11,"40,33",33.0,40.33
733,"3,11046E+11",5PK940-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"33,22",,0,11,"30,42",11.0,30.42
734,"3,11046E+11",6PK1460-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"38,34",11,"38,34",4,"38,34",26.0,38.34
735,"3,11046E+11",CT676,CONTITECH,CORREI4 DENT4D4 118 DENTES,1,PC,11,"35,55",4,"35,54",11,"32,92",11.0,32.92
736,"3,11046E+11",6PK1548-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"49,83",11,"49,83",11,"49,83",33.0,49.83
737,"3,11046E+11",4PK760-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"20,98",11,"20,98",11,"20,98",33.0,20.98
738,"3,11046E+11",6PK1930-CT,CONTITECH,CORREI4 POLY-V,1,PC,4,"48,04",11,"48,04",11,"48,04",26.0,48.04
739,"3,11046E+11",CT1107,CONTITECH,CORREI4 DENT4D4 HN11R 99 DENTES,1,PC,11,"56,43",,0,11,"56,43",22.0,56.43
740,"3,11046E+11",3PK670-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"15,37",,0,11,"15,37",22.0,15.37
741,"3,11046E+11",4PK1538-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"35,35",,0,11,"35,35",22.0,35.35
742,"3,11046E+11",6PK1500-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"56,96",4,"56,96",4,"56,96",19.0,56.96
743,"3,11046E+11",6PK1200KITEL4ST-CT,CONTITECH,CORREI4 POLY-V EL4STIC4 C/ FERR4MENT4,1,PC,11,"54,75",11,"54,75",11,"54,75",33.0,54.75
744,"3,11046E+11",4PK894-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"27,18",11,"27,18",11,"25,62",11.0,25.62
745,"3,11046E+11",3PK796KITEL4ST-CT,CONTITECH,CORREI4 POLY-V EL4STIC4,1,PC,11,"39,79",11,"39,79",11,"36,45",11.0,36.45
746,"3,11046E+11",6PK1059EL4ST-CT,CONTITECH,CORREI4 POLY-V EL4STIC4 S/FERR4MENT4,1,PC,11,"110,72",4,"42,06",11,"42,39",4.0,42.06
747,"3,11046E+11",6PK1360-CT,CONTITECH,CORREI4 POLY-V,1,PC,4,"53,29",4,"53,29",11,"53,29",19.0,53.29
748,"3,11046E+11",6PK1015-CT,CONTITECH,CORREI4 POLY-V,1,PC,4,"54,86",11,"37,64",4,"54,86",11.0,37.64
749,"3,11046E+11",5PK1770-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"56,28",11,"39,08",11,"56,28",11.0,39.08
750,"3,11046E+11",3PK754-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"20,92",11,"20,92",11,"19,16",11.0,19.16
751,"3,11046E+11",4PK1130-CT,CONTITECH,CORREI4 POLY-V,1,PC,11,"28,33",11,"17,49",11,"28,33",11.0,17.49
752,"3,11046E+11",4VX10X975,CONTITECH,CORREI4 V,1,PC,11,"27,64",,0,,0,11.0,27.64
753,"3,11091E+11",V85562,CONTITECH,POLI4 CORREI4 4LTERN4DOR,1,PC,11,"32,76",4,"33,23",,0,11.0,32.76
754,"3,11091E+11",V85601,CONTITECH,POLI4 CORREI4 4LTERN4DOR,1,PC,4,"62,8",,0,,0,4.0,62.8
755,"3,11092E+11",CT1003K1,CONTITECH,KIT DISTRI11UIC4O CORREI4 V55949/V55950,1,KT,11,"376,82",,0,,0,11.0,376.82
756,"3,13082E+11",78608,S411O,KIT COIF4 HOMOCINETIC4 ROD4,1,KT,11,"63,23",11,"63,23",11,"63,23",33.0,63.23
757,"3,13082E+11",78611,S411O,KIT COIF4 HOMOCINETIC4 ROD4,1,KT,11,"16,29",11,"16,29",11,"16,29",33.0,16.29
758,"3,13082E+11",78552,S411O,KIT COIF4 HOMOCINETIC4 ROD4,1,KT,11,"13,51",,0,11,"13,51",22.0,13.51
759,"3,13082E+11",78553,S411O,KIT COIF4 HOMOCINETIC4 C4M11IO,1,KT,11,"16,68",11,"16,68",11,"16,68",33.0,16.68
760,"3,13082E+11",78558,S411O,KIT COIF4 HOMOCINETIC4 ROD4,1,KT,11,"17,36",,0,11,"17,36",22.0,17.36
761,"3,13082E+11",78563,S411O,KIT COIF4 HOMOCINETIC4 C4M11IO,1,KT,4,"19,43",,0,11,"19,43",15.0,19.43
762,"3,13082E+11",78556,S411O,KIT COIF4 HOMOCINETIC4 ROD4,1,KT,11,"17,93",11,"17,93",11,"17,93",33.0,17.93
763,"3,13082E+11",78595,S411O,KIT COIF4 HOMOCINETIC4 C4M11IO,1,KT,11,"38,63",11,"38,63",11,"38,63",33.0,38.63
764,"3,13082E+11",78924,S411O,11UCH4 11R4CO OSCIL4NTE SUSP TR4S/DI4NT,1,PC,11,"6,51",,0,,0,11.0,6.51
765,"3,13082E+11",78760,S411O,KIT 4MORTECEDOR DI4NT.(COX/COI/114T/ROL),1,PC,11,"193,32",11,"193,32",11,"193,32",33.0,193.32
766,"3,13082E+11",78993,S411O,COXIM DI4NT. MOTOR LD,1,PC,4,"126,68",,0,,0,4.0,126.68
767,"3,13095E+11",10602FPS4,S411O,JUNT4 C411ECOTE,1,PC,4,"39,41",4,"33,92",4,"37,66",4.0,33.92
768,"3,13095E+11",10826EF,S411O,JUNT4 T4MP4 V4LVUL4,1,PC,11,"6,11",11,"6,11",11,"4,84",11.0,4.84
769,"3,13095E+11",10916EF1,S411O,JUNT4 C4RTER (CORTIC4),1,PC,11,"14,47",11,"14,47",11,"14,47",33.0,14.47
770,"3,13095E+11",10926EF1,S411O,"JUNT4 T4MP4 V4LVUL4 FURO 7,0MM",1,PC,11,"10,88",,0,11,"10,88",22.0,10.88
771,"3,13095E+11",51001FPSG2,S411O,JUNT4 C411ECOTE,1,PC,11,"38,8",,0,4,"36,71",4.0,36.71
772,"3,13095E+11",51021F1,S411O,JUNT4 COLETOR 4DMISS4O/ESC4PE,1,JG,11,"9,23",,0,11,"8,88",11.0,8.88
773,"3,13095E+11",51516EF,S411O,JUNT4 C4RTER,1,PC,11,"13,84",,0,11,"14,63",11.0,13.84
774,"3,13095E+11",16106FLEXR,S411O,JUNT4 MOTOR C/RETENTOR,1,JG,4,"168,68",4,"161,71",4,"149,85",4.0,149.85
775,"3,13095E+11",99592,S411O,JUNT4 COLETOR 4DMISS4O,1,PC,11,"5,37",,0,11,"4,65",11.0,4.65
776,"3,13095E+11",82221,S411O,JUNT4 C411ECOTE (4LC),1,PC,11,"61,46",,0,11,"58,5",11.0,58.5
777,"3,13095E+11",82232,S411O,JUNT4 C411ECOTE FI11R4,1,PC,11,"41,14",11,"41,14",11,"39,16",11.0,39.16
778,"3,13095E+11",86224,S411O,JUNT4 C4RTER (V4RIOS FUROS P/LIM.TORQUE),1,PC,11,"11,34",,0,11,"11,34",22.0,11.34
779,"3,13095E+11",86272,S411O,JUNT4 T4MP4 V4LVUL4 CORTIC4,1,PC,11,"11,31",11,"10,17",11,"10,76",11.0,10.17
780,"3,13095E+11",75943,S411O,JUNT4 T4MP4 V4LVUL4 4LM4 MET4LIC4,1,PC,11,"46,02",11,"46,02",11,"46,02",33.0,46.02
781,"3,13095E+11",80275,S411O,JUNT4 MOTOR C/RETENTOR,1,JG,11,"230,8",,0,4,"230,8",15.0,230.8
782,"3,13095E+11",79530FLEX,S411O,JUNT4 SUPERIOR MOTOR S/RET J.C411 FI11R4,1,JG,11,"53,28",4,"51,79",11,"53,28",4.0,51.79
783,"3,13095E+11",79547FLEX,S411O,JUNT4 SUPERIOR MOTOR S/RET J.C411 FI11R4,1,JG,11,"60,1",4,"60,1",11,"65,59",15.0,60.1
784,"3,13095E+11",80267,S411O,JUNT4 MOTOR S/RETENTOR J.C411.FI11R4,1,JG,11,"115,25",11,"115,25",11,"109,67",11.0,109.67
785,"3,13095E+11",46812F1,S411O,JUNT4 4DMISS4O MOTOR,1,PC,11,"3,41",,0,11,"3,26",11.0,3.26
786,"3,13095E+11",79509,S411O,JUNT4 SUPERIOR MOTOR C/RET J.C411 FI11R4,1,JG,11,"102,64",,0,11,"88,86",11.0,88.86
787,"3,13095E+11",82241,S411O,JUNT4 C411ECOTE,1,PC,11,"22,05",,0,11,"22,05",22.0,22.05
788,"3,13095E+11",80284,S411O,JUNT4 MOTOR C/RETENTOR,1,JG,11,"238,29",,0,4,"248,59",11.0,238.29
789,"3,13095E+11",79649,S411O,JUNT4 C4RTER,1,JG,11,"43,27",11,"40,81",11,"39,65",11.0,39.65
790,"3,13095E+11",80371,S411O,JUNT4 MOTOR S/RENTENTOR S/J.C411ECOTE,1,JG,4,"186,85",11,"183,3",11,"203,94",11.0,183.3
791,"3,13095E+11",75904,S411O,JUNT4 C4RTER,1,JG,11,"41,06",11,"44,11",11,"44,11",11.0,41.06
792,"3,13095E+11",80378,S411O,JUNT4 MOTOR S/RETENTOR J.C411.FI11R4,1,JG,11,"239,73",4,"230,82",11,"239,73",4.0,230.82
793,"3,13095E+11",82293,S411O,JUNT4 C411ECOTE FI11R4,1,PC,11,"61,42",4,"61,42",11,"61,42",26.0,61.42
794,"3,13095E+11",85410,S411O,JUNT4 T4MP4 V4LVUL4,1,PC,11,"30,89",11,"29,4",11,"29,4",22.0,29.4
795,"3,13095E+11",80370FLEX,S411O,JUNT4 MOTOR C/RETENTOR S/PR4TO MOL4,1,JG,11,"347,5",11,"347,5",11,"347,5",33.0,347.5
796,"3,13095E+11",80376FLEX,S411O,JUNT4 MOTOR S/RETENTOR,1,JG,4,"274,77",11,"277,31",4,"291,34",4.0,274.77
797,"3,13095E+11",79543FLEX,S411O,JUNT4 SUPERIOR MOTOR S/RET J.C411 FI11R4,1,JG,11,"80,56",11,"76,66",11,"80,56",11.0,76.66
798,"3,13095E+11",46706FLEX,S411O,JUNT4 MOTOR S/RETENTOR,1,JG,4,"120,24",11,"119,31",11,"132,97",11.0,119.31
799,"3,13095E+11",82328,S411O,JUNT4 C411ECOTE MET4LIC4,1,PC,11,"135,38",4,"135,38",11,"135,38",26.0,135.38
