,CODIGO_INTERNO,COD_FABRICANTE,NOME_FANTASIA,PRODUTO,QTDE_EMB,UNIDADE_MEDIDA,QTDE_SPNORTE,PRECO_SPNORTE,QTDE_ABC,PRECO_ABC,QTDE_SPLESTE,PRECO_SPLESTE,sumed_quantity_for_best_price_only,best_price_with_stock
6944,"7,20033E+11",K11T2116,PERFECT,11IELET4 TR4SEIR4,1,PC,4,"59,24",,0,4,"59,24",8.0,59.24
6945,"7,20033E+11",11RD0234,PERFECT,4XI4L DIREC4O M4CHO,1,PC,4,"44,5",4,"48,79",4,"48,79",4.0,44.5
6946,"7,20033E+11",K11T2112,PERFECT,11IELET4 DI4NTEIR4 LD,1,PC,11,"40,81",11,"59,86",,0,11.0,40.81
6947,"7,20033E+11",K11T0327,PERFECT,11IELET4 DI4NTEIR4 LE,1,PC,4,"63,85",4,"48,9",4,"63,85",4.0,48.9
6948,"7,20033E+11",K11T0328,PERFECT,11IELET4 DI4NTEIR4 LD,1,PC,4,"63,85",11,"40,08",4,"63,85",11.0,40.08
6949,"7,20033E+11",11RD0100,PERFECT,4XI4L DIREC4O M4CHO 300MM,1,PC,11,"71,2",11,"71,2",11,"71,2",33.0,71.2
6950,"7,20033E+11",11RD3300,PERFECT,4XI4L DIREC4O M4CHO 237MM,1,PC,11,"63,3",11,"63,3",11,"63,3",33.0,63.3
6951,"7,20033E+11",K11T0706,PERFECT,11IELET4 DI4NTEIR4,1,PC,11,"56,91",4,"56,91",4,"56,91",19.0,56.91
6952,"7,20034E+11",PVI1001,PERFECT,PIVO INFERIOR,1,PC,11,"50,95",4,"50,95",,0,15.0,50.95
6953,"7,20034E+11",PVI2183,PERFECT,PIVO INFERIOR ESQ/DIR FURO  12 MM,1,PC,11,"45,74",11,"45,74",11,"45,74",33.0,45.74
6954,"7,20034E+11",PVI1045,PERFECT,PIVO INFERIOR,1,PC,11,"81,71",,0,11,"81,71",22.0,81.71
6955,"7,20034E+11",PVI2002,PERFECT,"PIVO INFERIOR LD PINO 17,5MM",1,PC,11,"84,61",,0,11,"84,61",22.0,84.61
6956,"7,20034E+11",PVI1059,PERFECT,PIVO INFERIOR,1,PC,11,"64,39",11,"64,39",4,"64,39",26.0,64.39
6957,"7,20034E+11",PVI1065,PERFECT,PIVO SUSPENS4O DIREITO,1,PC,11,"55,26",11,"55,26",11,"55,26",33.0,55.26
6958,"7,20034E+11",11R43113S11,PERFECT,11R4CO OSCIL4NTE SUSP.DI4NT.S/11UCH4 LE,1,PC,4,"115,15",,0,4,"115,15",8.0,115.15
6959,"7,20034E+11",KPV0300,PERFECT,PIVO SUPERIOR E INFERIOR,1,JG,11,"241,33",,0,4,"255,02",11.0,241.33
6960,"7,20034E+11",PVS2111,PERFECT,PIVO SUPERIOR,1,PC,11,"53,22",11,"53,22",11,"53,22",33.0,53.22
6961,"7,20034E+11",PVI0400,PERFECT,PIVO INFERIOR LD/LE,1,PC,11,"54,4",,0,4,"54,4",15.0,54.4
6962,"7,20034E+11",PVI4102,PERFECT,PIVO INFERIOR LD/LE,1,PC,11,"71,26",,0,11,"71,26",22.0,71.26
6963,"7,20034E+11",PVS0301,PERFECT,PIVO SUPERIOR LD/LE,1,PC,11,"104,39",11,"104,39",11,"104,39",33.0,104.39
6964,"7,20036E+11",11RP0461,PERFECT,11R4CO PITM4N,1,PC,11,"103,23",11,"103,23",11,"103,23",33.0,103.23
6965,"7,20036E+11",11RP7060,PERFECT,11R4CO PITM4N,1,PC,4,"114,8",,0,4,"114,8",8.0,114.8
6966,"7,20036E+11",11RD4540,PERFECT,4XI4L DIREC4O,1,PC,11,"30,37",11,"30,37",11,"30,37",33.0,30.37
6967,"7,20077E+11",KJH0250,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"148,01",4,"148,01",4,"148,01",12.0,148.01
6968,"7,20077E+11",KJH1618,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"126,25",4,"126,25",4,"126,25",12.0,126.25
6969,"7,20077E+11",KJH0253,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"99,3",,0,11,"99,3",22.0,99.3
6970,"7,20077E+11",KJH0106,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"170,32",,0,4,"170,32",15.0,170.32
6971,"7,20077E+11",KJH0123,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"174,17",,0,,0,11.0,174.17
6972,"7,20077E+11",KJH0335,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"185,32",4,"176,33",4,"185,32",4.0,176.33
6973,"7,20077E+11",TZP0107,PERFECT,"TRIZET4 26 ESTRI4S 4NEL 43,2MM",1,PC,11,"93,4",11,"93,4",11,"93,4",33.0,93.4
6974,"7,20077E+11",KJH0617,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"175,03",4,"175,03",4,"231,92",8.0,175.03
6975,"7,20077E+11",KJH0345,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"144,72",11,"144,72",11,"144,72",33.0,144.72
6976,"7,20077E+11",KJH0709,PERFECT,SEMI EIXO HOMOCINETICO LD,1,PC,4,"669,88",4,"669,88",4,"669,88",12.0,669.88
6977,"7,20077E+11",KJH0206,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"206,7",4,"206,7",4,"206,7",12.0,206.7
6978,"7,20077E+11",KJH0602,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4 LD,1,KT,11,"170,03",11,"170,03",11,"170,03",33.0,170.03
6979,"7,20077E+11",KJH0714,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"179,85",4,"179,85",4,"179,85",12.0,179.85
6980,"7,20077E+11",KJH3311,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"173,36",11,"173,36",4,"173,36",19.0,173.36
6981,"7,20077E+11",TZP0221,PERFECT,TRIZET4 LE,1,PC,4,"57,96",4,"57,96",4,"57,96",12.0,57.96
6982,"7,20077E+11",TZP0365,PERFECT,"TRIZET4 21 ESTRI4S 4NEL 30,3MM",1,PC,4,"52,73",4,"52,73",4,"52,73",12.0,52.73
6983,"7,20077E+11",TZP0601,PERFECT,"TRIZET4 29 ESTRI4S 4NEL 29,9MM",1,PC,11,"43,72",11,"43,72",4,"43,72",26.0,43.72
6984,"7,20082E+11",K11R0250,PERFECT,114RR4 DIREC4O KIT,1,KT,4,"616,16",,0,4,"619,44",4.0,616.16
6985,"7,20082E+11",K11R4000,PERFECT,114RR4 DIREC4O KIT,1,KT,11,"914,88",,0,11,"914,88",22.0,914.88
6986,"7,2203E+11",TD010,VOLD4,TERMIN4L DE DIREC4O DIREITO,1,PC,4,"38,41",4,"40,24",11,"40,24",4.0,38.41
6987,"7,2203E+11",TD032,VOLD4,TERMIN4L DIREC4O,1,PC,11,"42,41",4,"39,94",11,"39,42",11.0,39.42
6988,"7,2203E+11",TD041,VOLD4,TERMIN4L DIREC4O LD/LE,1,PC,4,"48,53",4,"67,87",,0,4.0,48.53
6989,"7,2203E+11",TD049,VOLD4,TERMIN4L DIREC4O LE,1,PC,4,"53,79",4,"53,79",4,"53,79",12.0,53.79
6990,"7,2203E+11",TD114,VOLD4,TERMIN4L DIREC4O LE,1,PC,11,"57,2",4,"57,85",4,"77,95",11.0,57.2
6991,"7,2203E+11",TD167,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"59,88",11,"59,88",4,"59,88",19.0,59.88
6992,"7,2203E+11",TD179,VOLD4,TERMIN4L DIREC4O LE,1,PC,4,"51,17",4,"36,83",4,"50,4",4.0,36.83
6993,"7,2203E+11",TD180,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"40,14",4,"36,83",4,"60,32",4.0,36.83
6994,"7,2203E+11",TD088,VOLD4,TERMIN4L DE DIREC4O DIREITO/ESQUERDO,1,PC,4,"37,18",4,"42,23",,0,4.0,37.18
6995,"7,2203E+11",TD121,VOLD4,TERMIN4L DE DIREC4O L4DO ESQUERDO,1,PC,4,"69,8",4,"69,8",,0,8.0,69.8
6996,"7,2203E+11",TD305,VOLD4,TERMIN4L DE DIREC4O L4DO ESQUERDO LONGO,1,PC,4,"49,24",4,"54,35",,0,4.0,49.24
6997,"7,2203E+11",TD294,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"44,98",4,"63,16",,0,4.0,44.98
6998,"7,2203E+11",TD207,VOLD4,TERMIN4L DIREC4O LE,1,PC,4,"63,07",,0,,0,4.0,63.07
6999,"7,2203E+11",TD284,VOLD4,TERMIN4L DIREC4O LE,1,PC,11,"40,05",4,"72,91",,0,11.0,40.05
7000,"7,22033E+11",4X003,VOLD4,4XI4L DIREC4O M4CHO,1,PC,11,"19,82",11,"19,82",11,"29,65",22.0,19.82
7001,"7,22033E+11",4X016,VOLD4,4XI4L DIREC4O M4CHO,1,PC,11,"25,56",11,"24,85",11,"25,85",11.0,24.85
7002,"7,22033E+11",4X023,VOLD4,4XI4L DIREC4O M4CHO,1,PC,11,"30,59",11,"30,59",11,"30,59",33.0,30.59
7003,"7,22033E+11",4X026,VOLD4,"4XI4L DIREC4O M4CHO (SMI,KOYO)",1,PC,11,"28,63",4,"28,63",11,"28,63",26.0,28.63
7004,"7,22033E+11",4X223,VOLD4,4XI4L DIREC4O M4CHO,1,PC,4,"56,09",4,"39,71",,0,4.0,39.71
7005,"7,22033E+11",11I001,VOLD4,11IELET4 DI4NTEIR4 LD/LE,1,PC,11,"23,74",11,"24,35",11,"31,27",11.0,23.74
7006,"7,22033E+11",11I017,VOLD4,11IELET4 DI4NTEIR4 LD,1,PC,11,"23,81",4,"19,3",,0,4.0,19.3
7007,"7,22033E+11",11I028,VOLD4,11IELET4 DI4NTEIR4 LD,1,PC,4,"51,55",4,"51,55",,0,8.0,51.55
7008,"7,22033E+11",11I040,VOLD4,11IELET4 DI4NTEIR4 LD,1,PC,11,"28,43",4,"23,99",,0,4.0,23.99
7009,"7,22033E+11",4X020,VOLD4,4XI4L DE DIREC4O,1,PC,11,"37,6",11,"37,17",4,"41,09",11.0,37.17
7010,"7,22033E+11",4X032,VOLD4,4XI4L DE DIREC4O,1,PC,4,"54,85",,0,,0,4.0,54.85
7011,"7,22033E+11",4X041,VOLD4,4XI4L DE DIREC4O M4CHO,1,PC,4,"52,31",4,"40,45",,0,4.0,40.45
7012,"7,22033E+11",4X266,VOLD4,4XI4L DIREC4O M4CHO,1,PC,4,"41,05",4,"38,41",4,"38,84",4.0,38.41
7013,"7,22033E+11",4X050,VOLD4,4XI4L DIREC4O LD/LE,1,PC,11,"37,14",11,"33,34",,0,11.0,33.34
7014,"7,22033E+11",4X106,VOLD4,4XI4L DIREC4O LD/LE,1,PC,4,"38,63",,0,,0,4.0,38.63
7015,"7,22033E+11",4X270,VOLD4,4XI4L DIREC4O LD/LE,1,PC,11,"35,28",11,"35,68",,0,11.0,35.28
7016,"7,22033E+11",4X098,VOLD4,4XI4L DIREC4O M4CHO LE,1,PC,11,"41,19",11,"40,73",,0,11.0,40.73
7017,"7,22033E+11",11I035,VOLD4,11IELET4 DI4NTEIR4 LD,1,PC,4,"26,9",4,"24,32",,0,4.0,24.32
7018,"7,22034E+11",PI006,VOLD4,PIVO INFERIOR,1,PC,4,"48,89",4,"49,66",,0,4.0,48.89
7019,"7,22034E+11",PI010,VOLD4,PIVO INFERIOR LE,1,PC,11,"38,7",11,"29,85",11,"38,7",11.0,29.85
7020,"7,22034E+11",PI018,VOLD4,PIVO INFERIOR,1,PC,11,"52,9",11,"52,9",,0,22.0,52.9
7021,"7,22034E+11",PI027,VOLD4,PIVO INFERIOR LD / LE,1,PC,11,"49,36",11,"46,78",11,"39,32",11.0,39.32
7022,"7,22034E+11",PI049,VOLD4,PIVO INFERIOR,1,PC,11,"44,45",11,"42,45",11,"37,68",11.0,37.68
7023,"7,22034E+11",PI056,VOLD4,PIVO INFERIOR,1,PC,4,"64,05",4,"87,54",,0,4.0,64.05
7024,"7,22034E+11",PI077,VOLD4,PIVO INFERIOR LD,1,PC,4,"50,9",,0,,0,4.0,50.9
7025,"7,22034E+11",PI107,VOLD4,PIVO INFERIOR,1,PC,4,"47,58",,0,,0,4.0,47.58
7026,"7,22034E+11",PI115,VOLD4,PIVO INFERIOR,1,PC,4,"34,21",11,"37,56",11,"46,79",4.0,34.21
7027,"7,22034E+11",PI162,VOLD4,PIVO INFERIOR LD/LE,1,PC,11,"40,96",4,"38,76",4,"40,96",4.0,38.76
7028,"7,22034E+11",PI168,VOLD4,PIVO INFERIOR,1,PC,11,"59,31",11,"45,27",4,"59,31",11.0,45.27
7029,"7,22034E+11",PI153,VOLD4,PIVO SUPERIOR DIREITO/ESQUERDO,1,PC,4,"58,28",4,"46,42",,0,4.0,46.42
7030,"7,22077E+11",HC057,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"156,23",,0,,0,11.0,156.23
7031,"7,22077E+11",JD004,VOLD4,JUNT4 HOMOCINETIC4 DESLIZ4NTE C4M11IO,1,KT,4,"156,56",,0,,0,4.0,156.56
7032,"7,22077E+11",HC115,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"113,63",4,"113,63",11,"113,63",26.0,113.63
7033,"7,22077E+11",HC032,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"88,83",,0,,0,4.0,88.83
7034,"7,22077E+11",HC123,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"101,36",11,"102,5",,0,11.0,101.36
7035,"7,22077E+11",HC128,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"107,52",4,"107,52",,0,8.0,107.52
7036,"7,22077E+11",HC112,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"149,89",4,"119,39",,0,4.0,119.39
7037,"7,22077E+11",JD018,VOLD4,JUNT4 HOMOCINETIC4 DESLIZ4NTE L.C4M11IO,1,KT,4,"148,84",4,"125,89",4,"148,84",4.0,125.89
7038,"7,22077E+11",SE005,VOLD4,SEMI EIXO HOMOCINETICO LD,1,PC,4,"490,16",4,"390,48",,0,4.0,390.48
7039,"7,40094E+11",C1858/4,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"31,52",11,"31,52",4,"31,52",26.0,31.52
7040,"7,40094E+11",C21002,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"36,61",4,"35,8",11,"36,61",4.0,35.8
7041,"7,40094E+11",C22035/1,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"28,61",11,"28,61",,0,22.0,28.61
7042,"7,40094E+11",C23021,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,4,"21,28",11,"21,86",11,"21,06",11.0,21.06
7043,"7,40094E+11",C23110,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"34,73",11,"34,73",,0,22.0,34.73
7044,"7,40094E+11",C2680,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"40,84",4,"42,93",11,"42,71",11.0,40.84
7045,"7,40094E+11",HU611X,M4NN FILTROS,FILTRO OLEO REFIL,1,PC,11,"22,81",,0,11,"23,25",11.0,22.81
7046,"7,40094E+11",HU8006Z,M4NN FILTROS,FILTRO OLEO REFIL,1,PC,11,"73,81",11,"73,81",11,"73,81",33.0,73.81
7047,"7,40094E+11",W7MULTI3/4-D,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"14,17",,0,11,"14,17",22.0,14.17
7048,"7,40094E+11",WK58,M4NN FILTROS,FILTRO COM11USTIVEL,1,PC,11,"11,26",11,"11,26",11,"11,26",33.0,11.26
7049,"7,40094E+11",WK79,M4NN FILTROS,FILTRO COM11USTIVEL,1,PC,4,28,11,28,,0,15.0,28.0
7050,"7,40094E+11",C13114/4,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,4,"40,56",4,"40,56",4,"39,24",4.0,39.24
7051,"7,40094E+11",C30130/3,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,4,"26,27",11,"26,27",4,"26,27",19.0,26.27
7052,"7,40094E+11",CU2358,M4NN FILTROS,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"15,77",,0,,0,4.0,15.77
7053,"7,40094E+11",HU6013Z,M4NN FILTROS,FILTRO OLEO REFIL C/JUNT4,1,PC,4,"29,39",11,"29,39",4,"28,58",4.0,28.58
7054,"7,40094E+11",HU816X,M4NN FILTROS,FILTRO OLEO REFIL,1,PC,11,"44,9",,0,,0,11.0,44.9
7055,"7,40094E+11",PU7004Z,M4NN FILTROS,FILTRO COM11USTIVEL REFIL,1,PC,11,"117,68",11,"117,68",11,"117,68",33.0,117.68
7056,"7,40094E+11",W914/28,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,4,"41,24",11,"41,24",,0,15.0,41.24
7057,"7,40094E+11",WP1144,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"62,97",,0,,0,11.0,62.97
7058,"7,40094E+11",SP11074-4,M4NN FILTROS,KIT FILTRO (4R/C411INE/COM11USTIVEL/OLEO),1,KT,4,"104,65",,0,,0,4.0,104.65
7059,"7,40094E+11",W6100,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"11,21",11,"11,21",11,"11,21",33.0,11.21
7060,"7,40094E+11",W7192,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"21,11",11,"21,11",11,"21,11",33.0,21.11
7061,"8,40094E+11",WO130,WEG4,FILTRO OLEO,1,PC,11,"9,92",11,"9,92",11,"9,92",33.0,9.92
7062,"8,40094E+11",F4P9121,WEG4,FILTRO 4R MOTOR,1,PC,11,"22,22",11,"22,22",11,"22,22",33.0,22.22
7063,"8,40094E+11",F4P3269,WEG4,FILTRO 4R MOTOR,1,PC,11,"21,96",11,"21,9",11,"21,9",22.0,21.9
7064,"8,40094E+11",4KX35323,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"10,88",11,"10,88",11,"10,88",33.0,10.88
7065,"8,40094E+11",JFO0209,WEG4,FILTRO OLEO,1,PC,11,"13,3",11,"13,3",11,"13,3",33.0,13.3
7066,"8,40094E+11",JF40500,WEG4,FILTRO 4R MOTOR,1,PC,11,"40,08",11,"42,87",11,"40,08",22.0,40.08
7067,"8,40094E+11",JFO0410,WEG4,FILTRO OLEO,1,PC,11,"16,22",11,"16,22",11,"16,22",33.0,16.22
7068,"8,40094E+11",JF40K16,WEG4,FILTRO 4R MOTOR,1,PC,11,"28,17",11,"28,17",11,"28,17",33.0,28.17
7069,"8,40094E+11",F4P3280,WEG4,FILTRO 4R MOTOR,1,PC,11,"16,72",11,"16,72",11,"16,4",11.0,16.4
7070,"8,40094E+11",F4P4043,WEG4,FILTRO 4R MOTOR,1,PC,11,"19,11",11,"19,11",4,"19,11",26.0,19.11
7071,"8,40094E+11",WOE131,WEG4,FILTRO OLEO REFIL,1,PC,11,"20,54",11,"19,36",11,"19,39",11.0,19.36
7072,"8,40094E+11",JF40135,WEG4,FILTRO 4R MOTOR,1,PC,11,20,11,"20,64",11,20,22.0,20.0
7073,"8,40094E+11",F4P4811,WEG4,FILTRO 4R MOTOR,1,PC,11,"23,76",11,"23,76",4,"25,19",22.0,23.76
7074,"8,40094E+11",FCC2160,WEG4,FILTRO COM11USTIVEL UNIVERS4L,1,PC,11,"3,98",11,"4,32",11,"3,98",22.0,3.98
7075,"8,40094E+11",WOE312,WEG4,FILTRO OLEO REFIL,1,PC,11,"20,69",4,"19,72",11,"20,69",4.0,19.72
7076,"8,40094E+11",F4P3287,WEG4,FILTRO 4R MOTOR,1,PC,11,"18,34",11,"17,98",11,"17,98",22.0,17.98
7077,"8,40094E+11",WO330,WEG4,FILTRO OLEO,1,PC,11,"51,89",11,"51,89",11,"49,44",11.0,49.44
7078,"8,40094E+11",JFO0315,WEG4,FILTRO OLEO,1,PC,11,"19,37",11,"17,92",4,"17,92",15.0,17.92
7079,"8,40094E+11",FCI1600,WEG4,FILTRO COM11USTIVEL,1,PC,11,"19,06",,0,11,"19,06",22.0,19.06
7080,"8,40094E+11",FCD0771/1,WEG4,FILTRO COM11USTIVEL REFIL P4PEL REFORC4DO,1,PC,11,"56,49",4,"52,33",4,"52,33",8.0,52.33
7081,"8,40094E+11",F4P4054/2,WEG4,FILTRO 4R MOTOR C/ESPUM4,1,PC,11,"35,82",4,"35,82",4,"35,82",19.0,35.82
7082,"8,40094E+11",WO541,WEG4,FILTRO OLEO,1,PC,11,"22,26",4,"22,91",4,"21,62",4.0,21.62
7083,"8,40094E+11",4KX35293,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"12,5",11,"12,5",11,"12,5",33.0,12.5
7084,"8,40094E+11",4KX35132,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"11,26",11,"10,8",11,"11,26",11.0,10.8
7085,"8,40094E+11",4KX1967,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"11,13",11,"10,91",11,"11,74",11.0,10.91
7086,"8,40094E+11",4KX35321/C,WEG4,FILTRO C411INE 4R CONDICION4DO C/C4RV4O,1,PC,11,"15,76",,0,,0,11.0,15.76
7087,"8,40094E+11",F4P9004,WEG4,FILTRO 4R MOTOR,1,PC,11,"37,2",11,"36,26",4,"37,2",11.0,36.26
7088,"8,40094E+11",WR150,WEG4,FILTRO 4R MOTOR,1,PC,11,"42,71",11,"42,71",11,"42,71",33.0,42.71
7089,"8,40094E+11",FCD0775,WEG4,FILTRO COM11USTIVEL REFIL,1,PC,4,"39,66",4,"39,37",4,"41,95",4.0,39.37
7090,"8,40094E+11",JF40428,WEG4,FILTRO 4R MOTOR,1,PC,4,"30,28",4,"31,79",4,"31,79",4.0,30.28
7091,"8,40094E+11",JF40433,WEG4,FILTRO 4R MOTOR,1,PC,11,"55,05",11,"55,05",11,"55,05",33.0,55.05
7092,"8,40094E+11",JF40H24,WEG4,FILTRO 4R MOTOR,1,PC,11,"33,03",11,"32,12",4,"33,03",11.0,32.12
7093,"8,40094E+11",WO151,WEG4,FILTRO OLEO,1,PC,11,"19,39",,0,4,"18,44",4.0,18.44
7094,"8,40094E+11",WO181,WEG4,FILTRO OLEO,1,PC,11,"19,29",11,"19,29",11,"19,29",33.0,19.29
7095,"8,40094E+11",WOE221,WEG4,FILTRO OLEO REFIL,1,PC,11,"28,95",4,"28,95",4,"28,95",19.0,28.95
7096,"8,40094E+11",WO139,WEG4,FILTRO OLEO,1,PC,11,"20,13",11,"21,06",11,"20,08",11.0,20.08
7097,"8,40094E+11",4KX2001,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"13,79",4,"13,79",,0,8.0,13.79
7098,"8,40094E+11",4KX35725,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"15,69",11,"16,3",11,"15,69",22.0,15.69
7099,"8,40094E+11",F4P3599,WEG4,FILTRO 4R MOTOR,1,PC,11,"24,3",11,"24,3",11,"24,3",33.0,24.3
7100,"8,40094E+11",F4P4049,WEG4,FILTRO 4R MOTOR,1,PC,11,"13,14",11,"13,14",11,"13,14",33.0,13.14
7101,"8,40094E+11",F4P7019,WEG4,FILTRO 4R MOTOR,1,PC,11,"28,66",11,"28,66",11,"30,12",22.0,28.66
7102,"8,40094E+11",F4P8001,WEG4,FILTRO 4R MOTOR,1,PC,11,"56,34",4,"53,15",11,"53,15",15.0,53.15
7103,"8,40094E+11",F4P9006,WEG4,FILTRO 4R MOTOR,1,PC,11,"21,21",4,"21,21",11,"21,21",26.0,21.21
7104,"8,40094E+11",F4P9287,WEG4,FILTRO 4R MOTOR,1,PC,11,"54,82",4,"54,82",4,"52,22",4.0,52.22
7105,"8,40094E+11",FCD0797,WEG4,FILTRO COM11USTIVEL,1,PC,11,"134,67",4,"134,93",4,"142,77",11.0,134.67
7106,"8,40094E+11",FCD0923,WEG4,FILTRO COM11USTIVEL,1,PC,4,"278,39",4,"250,73",,0,4.0,250.73
7107,"8,40094E+11",FCI1101C,WEG4,FILTRO COM11USTIVEL,1,PC,4,"17,55",4,"17,55",,0,8.0,17.55
7108,"8,40094E+11",JFO0505,WEG4,FILTRO OLEO,1,PC,11,"36,3",11,"39,21",,0,11.0,36.3
7109,"8,40094E+11",WFC930,WEG4,FILTRO OLEO C4M11IO 4UTOM4TICO,1,PC,4,"77,25",4,"77,44",4,"77,25",8.0,77.25
7110,"8,40094E+11",WOE640,WEG4,FILTRO OLEO REFIL,1,PC,11,"23,34",11,"23,34",11,"23,34",33.0,23.34
7111,"8,40094E+11",4KX1925,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"13,34",11,"12,15",11,"12,15",22.0,12.15
7112,"8,40094E+11",4KX35285,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"17,47",4,"19,17",,0,4.0,17.47
7113,"8,40094E+11",4KX3535/1,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"15,65",4,"15,65",4,"16,13",8.0,15.65
7114,"8,40094E+11",4KX35603,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"68,59",11,"68,59",,0,15.0,68.59
7115,"8,40094E+11",F4P7002,WEG4,FILTRO 4R MOTOR,1,PC,11,"138,81",4,"138,81",4,"138,81",19.0,138.81
7116,"8,40094E+11",FCD0940,WEG4,FILTRO COM11USTIVEL 11LIND4DO PL4STICO,1,PC,4,"165,1",11,"157,65",4,"165,1",11.0,157.65
7117,"8,40094E+11",JF40J01,WEG4,FILTRO 4R MOTOR ESTRUTUR4 PL4STIC4,1,PC,11,"38,69",4,"38,69",11,"38,69",26.0,38.69
7118,"8,40094E+11",JFO0218,WEG4,FILTRO OLEO 11LIND4DO,1,PC,11,"18,34",4,"18,34",4,"18,34",19.0,18.34
7119,"8,40094E+11",WO161,WEG4,FILTRO OLEO 11LIND4DO,1,PC,4,"53,11",4,"53,11",,0,8.0,53.11
7120,"8,40094E+11",WO540,WEG4,FILTRO OLEO 11LIND4DO PORC4 SEXT4V4D4,1,PC,11,"54,51",4,"54,51",11,"56,15",15.0,54.51
7121,"8,40094E+11",F4P9276,WEG4,FILTRO 4R MOTOR,1,PC,4,"52,28",,0,,0,4.0,52.28
7122,"8,40094E+11",WO510,WEG4,FILTRO OLEO,1,PC,11,"24,22",4,"24,22",4,"22,44",4.0,22.44
7123,"8,40094E+11",4KX1140/C,WEG4,FILTRO C411INE 4R CONDICION4DO C/C4RV4O,1,PC,4,"35,09",4,"33,44",4,"35,09",4.0,33.44
7124,"8,40094E+11",4KX1399/C,WEG4,FILTRO C411INE 4R CONDICION4DO C/C4RV4O,1,PC,4,"30,68",4,"32,15",,0,4.0,30.68
7125,"8,40094E+11",4KX35345/C2,WEG4,FILTRO C411INE 4R CONDICION4DO C/C4RV4O,1,PC,4,"35,62",11,"35,62",,0,15.0,35.62
7126,"8,40094E+11",WOE237,WEG4,FILTRO OLEO REFIL,1,PC,4,"50,96",,0,,0,4.0,50.96
7127,"8,40094E+11",WOE623,WEG4,FILTRO OLEO REFIL,1,PC,4,"36,37",,0,,0,4.0,36.37
7128,"8,40094E+11",WFC953,WEG4,FILTRO OLEO C4M11IO 4UTOM4TICO,1,PC,4,"85,91",4,"85,91",4,"85,91",12.0,85.91
7129,"8,40094E+11",WFC971,WEG4,FILTRO OLEO C4M11IO 4UTOM4TICO,1,PC,4,"97,67",,0,,0,4.0,97.67
7130,"8,40094E+11",WFC972,WEG4,FILTRO OLEO C4M11IO 4UTOM4TICO,1,PC,4,"195,91",4,"195,91",4,"195,91",12.0,195.91
