,Price,Price,Price,Price,Price,Price,Price,Price,Price,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,sum_min_quantity
supplier,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,
key,,,,,,,,,,,,,,,,,,,
gaussge3038,0.0,,,100.45,,,,,,1.0,,,2.0,,,,,,1.0
gaussge5199,,,,294.64,,,,,0.0,,,,2.0,,,,,2.0,2.0
gaussge5418,,,,305.79,,,,,0.0,,,,2.0,,,,,1.0,1.0
gaussgi3070,,,,241.74,,,,,0.0,,,,4.0,,,,,1.0,1.0
gaussgi3101,,,,160.77,,,,,0.0,,,,6.0,,,,,10.0,10.0
gaussgi3103,,,,77.53,,,,,0.0,,,,373.0,,,,,27.0,27.0
gaussgi3121,,,,109.98,,,,,0.0,,,,109.0,,,,,25.0,25.0
gaussgi3157,0.0,,,141.52,,,,,,1.0,,,5.0,,,,,,1.0
gaussgi3210,,,,136.22,,,,,0.0,,,,2.0,,,,,2.0,2.0
gaussgi3477,,,,141.46,,,,,0.0,,,,1.0,,,,,4.0,4.0
gaussgl02h1,,,,9.82,,,,,0.0,,,,56.0,,,,,4.0,4.0
gaussgl06h3,,,,9.82,,,,,0.0,,,,23.0,,,,,6.0,6.0
gaussgl12h4,,,,18.25,,,,,0.0,,,,47.0,,,,,6.0,6.0
gaussgl20h7,,,,14.37,,,,,0.0,,,,57.0,,,,,10.0,10.0
gaussgl24h11,,,,26.59,,,,,0.0,,,,5.0,,,,,10.0,10.0
gaussgl55h1,,,,23.32,,,,,0.0,,,,5.0,,,,,7.0,7.0
gaussgl57h3,,,,23.34,,,,,0.0,,,,7.0,,,,,9.0,9.0
getoflex122401,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
gonelg1001,0.0,,,29.12,,,29.66,,,2.0,,,188.0,,,33.0,,,2.0
gonelg1004,0.0,,,48.17,,,47.6,,,2.0,,,17.0,,,12.0,,,2.0
gonelg1006,0.0,,,40.25,,,40.73,,,2.0,,,115.0,,,33.0,,,2.0
gonelg1007,,,,45.64,,,45.82,,,,,,19.0,,,4.0,,,19.0
gonelg1011,,,,67.3,,,68.12,,,,,,16.0,,,19.0,,,16.0
gonelg1022,0.0,,,73.88,,,89.31,,,3.0,,,107.0,,,33.0,,,3.0
gonelg1023,0.0,,,66.32,,,108.12,,,1.0,,,121.0,,,33.0,,,1.0
gonelg1024,,,,57.57,,,79.87,,,,,,307.0,,,33.0,,,307.0
gonelg1028,0.0,,,55.93,,,56.61,,,3.0,,,145.0,,,33.0,,,3.0
gonelg1029,,,,138.3,,,129.61,,,,,,11.0,,,4.0,,,4.0
gonelg1030,,,,100.44,,,89.55,,,,,,4.0,,,8.0,,,8.0
gonelg1033,,,,204.6,,,213.25,,,,,,6.0,,,26.0,,,6.0
gonelg1103,0.0,,,49.91,,,43.86,,,1.0,,,12.0,,,11.0,,,1.0
gonelg1105,0.0,,,64.41,,,63.66,,,2.0,,,23.0,,,15.0,,,2.0
gonelg1106,,,,67.09,,,66.31,,,,,,4.0,,,8.0,,,8.0
gonelg1107,,,,40.33,,,40.79,,,,,,106.0,,,33.0,,,106.0
gonelg1108,0.0,,,71.89,,,72.16,,,2.0,,,31.0,,,19.0,,,2.0
gonelg1109,,,,69.09,,,69.35,,,,,,9.0,,,8.0,,,9.0
gonelg1110,,,,83.2,,,82.23,,,,,,18.0,,,12.0,,,12.0
gonelg1114,0.0,,,45.26,,,45.8,,,5.0,,,379.0,,,33.0,,,5.0
gonelg1115,,,,45.62,,,45.8,,,,,,13.0,,,26.0,,,13.0
gonelg1116,,,,67.0,,,66.21,,,,,,25.0,,,33.0,,,33.0
gonelg1117,0.0,,,80.97,,,81.29,,,1.0,,,11.0,,,26.0,,,1.0
gonelg1125,,,,107.15,,,107.57,,,,,,28.0,,,33.0,,,28.0
gonelg1126,,,,213.11,,,163.27,,,,,,8.0,,,4.0,,,4.0
gonelg1127,0.0,,,201.28,,,185.64,,,1.0,,,11.0,,,4.0,,,1.0
gonelg1201,,,,49.0,,,43.05,,,,,,7.0,,,11.0,,,11.0
gonelg1203,0.0,,,69.32,,,,,,1.0,,,2.0,,,,,,1.0
gonelg1205,,,,32.41,,,32.8,,,,,,59.0,,,33.0,,,59.0
gonelg1206,,,,31.84,,,32.21,,,,,,5.0,,,26.0,,,5.0
gonelg1208,,,,61.02,,,60.24,,,,,,3.0,,,15.0,,,15.0
gonelg1214,0.0,,,56.61,,,55.95,,,2.0,,,112.0,,,33.0,,,2.0
gonelg1215,0.0,,,90.35,,,89.28,,,1.0,,,9.0,,,26.0,,,1.0
gonelg1216,,,,60.77,,,60.06,,,,,,5.0,,,11.0,,,11.0
gonelg1217,,,,81.19,,,80.23,,,,,,7.0,,,11.0,,,11.0
gonelg1218,0.0,,,61.98,,,61.27,,,1.0,,,3.0,,,26.0,,,1.0
gonelg1219,0.0,,,87.97,,,86.92,,,2.0,,,3.0,,,12.0,,,2.0
gonelg1220,,,,41.96,,,41.47,,,,,,24.0,,,33.0,,,33.0
gonelg1228,0.0,,,61.54,,,,,,2.0,,,10.0,,,,,,2.0
gonelg1234,,,,80.58,,,70.78,,,,,,1.0,,,11.0,,,11.0
gonelg1235,0.0,,,52.42,,,53.04,,,2.0,,,17.0,,,26.0,,,2.0
gonelg1243,,,,68.47,,,68.71,,,,,,5.0,,,19.0,,,5.0
gonelg1244,0.0,,,49.12,,,49.7,,,3.0,,,55.0,,,33.0,,,3.0
gonelg1249,0.0,,,67.95,,,68.19,,,1.0,,,34.0,,,33.0,,,1.0
gonelg1250,,,,48.47,,,49.02,,,,,,1.0,,,26.0,,,1.0
gonelg1251,0.0,,,48.47,,,49.02,,,3.0,,,59.0,,,33.0,,,3.0
gonelg1252,0.0,,,60.01,,,60.75,,,3.0,,,61.0,,,33.0,,,3.0
gonelg1253,,,,60.01,,,60.75,,,,,,133.0,,,33.0,,,133.0
gonelg1254,,,,51.69,,,52.3,,,,,,222.0,,,33.0,,,222.0
gonelg1257,0.0,,,,,,121.36,,,1.0,,,,,,33.0,,,1.0
gonelg1301,,,,33.75,,,34.15,,,,,,29.0,,,33.0,,,29.0
gonelg1302,0.0,,,40.94,,,41.43,,,3.0,,,45.0,,,33.0,,,3.0
gonelg1306,,,,40.13,,,40.61,,,,,,223.0,,,33.0,,,223.0
gonelg1307,,,,40.13,,,40.61,,,,,,182.0,,,33.0,,,182.0
gonelg1310,,,,65.0,,,59.6,,,,,,2.0,,,8.0,,,8.0
gonelg1319,,,,122.3,,,120.86,,,,,,26.0,,,26.0,,,26.0
gonelg1320,0.0,,,92.35,,,94.02,,,1.0,,,18.0,,,26.0,,,1.0
gonelg1322,,,,55.97,,,56.62,,,,,,96.0,,,33.0,,,96.0
gonelg1324,,,,66.71,,,67.49,,,,,,5.0,,,26.0,,,5.0
gonelg1325,,,,104.9,,,96.49,,,,,,3.0,,,4.0,,,4.0
gonelg1326,,,,87.88,,,81.17,,,,,,5.0,,,4.0,,,4.0
gonelg1403,0.0,,,38.67,,,,,,2.0,,,16.0,,,,,,2.0
gonelg1504,0.0,,,62.99,,,63.24,,,2.0,,,51.0,,,33.0,,,2.0
gonelg1506,,,,104.05,,,108.46,,,,,,9.0,,,33.0,,,9.0
gonelg1601,,,,80.51,,,81.95,,,,,,42.0,,,33.0,,,42.0
gonelg1703,,,,35.52,,,36.14,,,,,,3.0,,,4.0,,,3.0
gonelg1705,0.0,,,248.07,,,,,,1.0,,,3.0,,,,,,1.0
gonelg1802,,,,139.69,,,126.4,,,,,,2.0,,,4.0,,,4.0
gonelg1803,,,,99.46,,,101.25,,,,,,2.0,,,4.0,,,2.0
gonelg1804,,,,123.14,,,125.33,,,,,,2.0,,,8.0,,,2.0
grazzimetalct6223,,,,515.78,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfi124c,,,,173.34,,0.0,,,,,,,3.0,,1.0,,,,1.0
grazzimetalfi127c,0.0,,,240.05,,0.0,,,,1.0,,,5.0,,1.0,,,,1.0
grazzimetalfi133,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
grazzimetalfi138,,,,160.81,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfi149,,,,65.15,,0.0,,,,,,,6.0,,1.0,,,,1.0
grazzimetalfi150,0.0,,,70.22,,0.0,,,,3.0,,,9.0,,1.0,,,,1.0
grazzimetalfi194agg,,,,212.75,,0.0,,,,,,,19.0,,1.0,,,,1.0
grazzimetalfi194amgg,,,,196.38,,0.0,,,,,,,41.0,,1.0,,,,1.0
grazzimetalfi195agg,,,,212.75,,0.0,,,,,,,10.0,,1.0,,,,1.0
grazzimetalfi195amgg,,,,196.38,,0.0,,,,,,,44.0,,1.0,,,,1.0
grazzimetalfi195mgg,,,,307.75,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfi197agg,,,,223.8,,0.0,,,,,,,12.0,,1.0,,,,1.0
grazzimetalfi197amgg,0.0,,,197.95,,0.0,,,,1.0,,,26.0,,1.0,,,,1.0
grazzimetalfi198agg,,,,223.8,,0.0,,,,,,,5.0,,1.0,,,,1.0
grazzimetalfi198amgg,,,,197.95,,0.0,,,,,,,23.0,,1.0,,,,1.0
grazzimetalfi213,,,,274.26,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfi239gg,,,,356.38,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfi292,,,,141.12,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalfi323b,,,,489.14,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfi331c,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
grazzimetalfi332c,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
grazzimetalfo3000,,,,78.38,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalfo3004hgg,,,,204.26,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalfo3005hgg,,,,204.26,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfo3093,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
grazzimetalfo3144,,,,281.26,,0.0,,,,,,,3.0,,1.0,,,,1.0
grazzimetalfo3196c,,,,245.57,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalfo3206bc,,,,375.25,,0.0,,,,,,,3.0,,1.0,,,,1.0
grazzimetalfo3207bc,,,,375.25,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalfo3214bc,,,,337.07,,0.0,,,,,,,3.0,,1.0,,,,1.0
grazzimetalfo3215bc,,,,337.07,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalgm2000,,,,84.02,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalgm2021,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
grazzimetalgm2027,,,,189.41,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalgm2031,,,,117.81,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalgm2032,,,,117.81,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalgm2119c,,,,255.88,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalgm2150m,,,,82.54,,0.0,,,,,,,3.0,,1.0,,,,1.0
grazzimetalgm2151a,,,,93.29,,0.0,,,,,,,5.0,,1.0,,,,1.0
grazzimetalgm2151m,,,,82.54,,0.0,,,,,,,5.0,,1.0,,,,1.0
grazzimetalgm2152amgg,,,,75.81,,0.0,,,,,,,92.0,,1.0,,,,1.0
grazzimetalgm2153amgg,,,,75.81,,0.0,,,,,,,92.0,,1.0,,,,1.0
grazzimetalgm2163,,,,227.36,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalgm2164,,,,227.36,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalgm2181,,,,261.22,,0.0,,,,,,,1.0,,1.0,,,,1.0
grazzimetalgm2182,,,,261.22,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalvw1005a,,,,108.83,,0.0,,,,,,,20.0,,1.0,,,,1.0
grazzimetalvw1005b,,,,111.17,,0.0,,,,,,,34.0,,1.0,,,,1.0
grazzimetalvw1005c,,,,291.81,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalvw1009,,,,55.23,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalvw10834b,,,,149.44,,0.0,,,,,,,20.0,,1.0,,,,1.0
grazzimetalvw1090,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
grazzimetalvw1099,,,,104.48,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalvw1131,,,,78.83,,0.0,,,,,,,4.0,,1.0,,,,1.0
grazzimetalvw1158,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
grazzimetalvw1204b,,,,155.07,,0.0,,,,,,,27.0,,1.0,,,,1.0
grazzimetalvw1205b,,,,155.07,,0.0,,,,,,,15.0,,1.0,,,,1.0
grazzimetalvw1206abc,,,,421.07,,0.0,,,,,,,3.0,,1.0,,,,1.0
grazzimetalvw1206bc,,,,422.51,,0.0,,,,,,,2.0,,1.0,,,,1.0
grazzimetalvw1207bc,,,,422.51,,0.0,,,,,,,2.0,,1.0,,,,1.0
hipperfreioshf01,,,,52.37,,,54.98,,,,,,52.0,,,22.0,,,52.0
hipperfreioshf03,,,,139.29,,,145.49,,,,,,6.0,,,26.0,,,6.0
hipperfreioshf04,,,,138.57,,,150.43,,,,,,5.0,,,22.0,,,5.0
hipperfreioshf06,,,,141.46,,,146.08,,,,,,2.0,,,26.0,,,2.0
hipperfreioshf07,,,,121.51,,,124.1,,,,,,8.0,,,11.0,,,8.0
hipperfreioshf08,,,,131.31,,,139.71,,,,,,10.0,,,22.0,,,10.0
hipperfreioshf113,,,,151.44,,,161.11,,,,,,10.0,,,26.0,,,10.0
hipperfreioshf12,,,,80.51,,,85.11,,,,,,2.0,,,4.0,,,2.0
hipperfreioshf14,,,,69.11,,,74.76,,,,,,86.0,,,33.0,,,86.0
hipperfreioshf16f,,,,,0.0,,331.48,,,,,,,4.0,,4.0,,,4.0
hipperfreioshf18h,,,,119.16,,,126.92,,,,,,6.0,,,33.0,,,6.0
hipperfreioshf19,,,,122.69,,,130.53,,,,,,6.0,,,33.0,,,6.0
hipperfreioshf23,,,,64.07,,,67.29,,,,,,152.0,,,33.0,,,152.0
hipperfreioshf24,,,,128.15,,,132.32,,,,,,44.0,,,33.0,,,44.0
hipperfreioshf251f,,,,,0.0,,389.07,,,,,,,2.0,,4.0,,,2.0
hipperfreioshf30,,,,89.27,,,93.73,,,,,,52.0,,,33.0,,,52.0
hipperfreioshf31c,,,,93.27,,,97.02,,,,,,24.0,,,15.0,,,24.0
hipperfreioshf32,,,,101.06,,,102.62,,,,,,2.0,,,22.0,,,2.0
hipperfreioshf325l,,,,105.82,,,112.3,,,,,,6.0,,,4.0,,,6.0
hipperfreioshf36,,,,68.64,,,78.93,,,,,,80.0,,,33.0,,,80.0
hipperfreioshf37,,,,125.69,,,136.46,,,,,,34.0,,,33.0,,,34.0
hipperfreioshf38,,,,74.81,,,78.55,,,,,,94.0,,,33.0,,,94.0
hipperfreioshf41,,,,158.37,,,164.78,,,,,,10.0,,,11.0,,,10.0
hipperfreioshf42,,,,130.17,,,141.06,,,,,,18.0,,,11.0,,,18.0
hipperfreioshf471c,,,,,0.0,,142.5,,,,,,,5.0,,4.0,,,5.0
hipperfreioshf504,,,,160.61,,,181.66,,,,,,4.0,,,26.0,,,4.0
hipperfreioshf507,,,,127.44,,,145.87,,,,,,12.0,,,8.0,,,12.0
hipperfreioshf51c,,,,79.21,,,83.18,,,,,,108.0,,,33.0,,,108.0
hipperfreioshf51g,,,,89.98,,,89.19,,,,,,26.0,,,33.0,,,33.0
hipperfreioshf549,,,,108.97,,,119.8,,,,,,16.0,,,26.0,,,16.0
hipperfreioshf570,,,,90.61,,,98.17,,,,,,10.0,,,33.0,,,10.0
hipperfreioshf571,,,,150.65,,,164.82,,,,,,2.0,,,26.0,,,2.0
hipperfreioshf60,,,,149.97,,,143.89,,,,,,6.0,,,4.0,,,4.0
hipperfreioshf61,,,,137.43,,,112.41,,,,,,10.0,,,4.0,,,4.0
hipperfreioshf64,,,,158.05,,,105.96,,,,,,6.0,,,11.0,,,11.0
hipperfreioshf65,,,,102.07,,,108.59,,,,,,4.0,,,33.0,,,4.0
hipperfreioshf65c,,,,117.33,,,119.83,,,,,,6.0,,,33.0,,,6.0
hipperfreioshf680c,,,,183.85,,,204.43,,,,,,2.0,,,15.0,,,2.0
hipperfreioshf692,,,,100.57,,,101.31,,,,,,12.0,,,26.0,,,12.0
hipperfreioshf700,,,,133.1,,,147.09,,,,,,8.0,,,26.0,,,8.0
hipperfreioshf700f,,,,152.4,,,158.53,,,,,,6.0,,,33.0,,,6.0
hipperfreioshf703,,,,97.35,,,103.32,,,,,,2.0,,,8.0,,,2.0
hipperfreioshf705,,,,74.18,,,74.74,,,,,,12.0,,,8.0,,,12.0
hipperfreioshf720e,,,,174.86,,,198.09,,,,,,16.0,,,33.0,,,16.0
hipperfreioshf733,,,,140.78,,,141.54,,,,,,8.0,,,8.0,,,8.0
hipperfreioshf750,,,,99.77,,,106.14,,,,,,16.0,,,11.0,,,16.0
hipperfreioshf81,,,,91.09,,,96.92,,,,,,14.0,,,33.0,,,14.0
hipperfreioshf81c,,,,136.11,,,141.27,,,,,,14.0,,,11.0,,,14.0
hipperfreioshf83,,,,109.94,,,113.29,,,,,,8.0,,,4.0,,,8.0
hipperfreioshf843c,,,,190.38,,,211.69,,,,,,8.0,,,22.0,,,8.0
hipperfreioshf843d,,,,172.58,,,173.86,,,,,,16.0,,,33.0,,,16.0
hipperfreioshf87,,,,83.05,,,88.36,,,,,,14.0,,,33.0,,,14.0
hipperfreioshf87c,,,,86.52,,,95.45,,,,,,16.0,,,33.0,,,16.0
hipperfreioshfcd14,,,,68.82,,,72.9,,,,,,2.0,,,4.0,,,2.0
hipperfreioshfcd31,,,,50.55,,,52.67,,,,,,8.0,,,33.0,,,8.0
hipperfreioshfcd33,,,,61.97,,,64.6,,,,,,5.0,,,33.0,,,5.0
hipperfreioshfcd42,,,,69.12,,,73.2,,,,,,7.0,,,26.0,,,7.0
hipperfreioshfcd51,,,,87.7,,,92.89,,,,,,7.0,,,33.0,,,7.0
hipperfreioshfcd81,,,,65.06,,,68.9,,,,,,6.0,,,26.0,,,6.0
hipperfreioshfct25,,,,417.55,,,398.08,,,,,,8.0,,,4.0,,,4.0
hipperfreioshfct31,,,,81.11,,,89.55,,,,,,32.0,,,33.0,,,32.0
hipperfreioshfct33,,,,110.07,,,114.71,,,,,,14.0,,,33.0,,,14.0
hipperfreioshfct37,,,,113.15,,,114.37,,,,,,6.0,,,11.0,,,6.0
hipperfreioshfct38,,,,103.91,,,114.71,,,,,,79.0,,,33.0,,,79.0
hipperfreioshfct44,,,,134.72,,,142.69,,,,,,4.0,,,8.0,,,4.0
hipperfreioshfct87,,,,173.12,,,183.37,,,,,,8.0,,,33.0,,,8.0
ikroik3574,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
ikroik3808,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
ikroik3813,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
ikroik3850,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
ikroik5122,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
ikroik5123,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
ikroik522,0.0,,,,,,,,0.0,1.0,,,,,,,,5.0,1.0
ikroik5350,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
ikroik5356,0.0,,,,,,,,0.0,1.0,,,,,,,,6.0,1.0
ikroik5504,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
ikroik5505,0.0,,,,,,,,0.0,1.0,,,,,,,,7.0,1.0
ikroik551,0.0,,,,,,,,0.0,1.0,,,,,,,,2.0,1.0
ikroik552,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
ikroik556,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
ikroik5564,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
ikroik5911,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
ikroik5925,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
ikroik593,0.0,,,,,,,,0.0,1.0,,,,,,,,2.0,1.0
iks1102,,,,4.94,,0.0,,,,,,,7.0,,1.0,,,,1.0
iks1104,,,,5.05,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1105,,,,5.05,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1107,,,,5.26,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1108,,,,6.19,,0.0,,,,,,,13.0,,1.0,,,,1.0
iks1109,,,,10.72,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1110,,,,17.72,,0.0,,,,,,,16.0,,1.0,,,,1.0
iks1112,,,,11.27,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1113,,,,19.72,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1116,,,,20.4,,0.0,,,,,,,12.0,,1.0,,,,1.0
iks1117,,,,4.88,,0.0,,,,,,,9.0,,1.0,,,,1.0
iks1118,,,,6.29,,0.0,,,,,,,24.0,,1.0,,,,1.0
iks1119,,,,26.31,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1121,,,,5.96,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1122,,,,5.66,,0.0,,,,,,,95.0,,1.0,,,,1.0
iks1123,,,,21.7,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1124,,,,22.38,,0.0,,,,,,,5.0,,1.0,,,,1.0
iks1131,,,,20.7,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1132,,,,19.12,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1133,,,,22.15,,0.0,,,,,,,9.0,,1.0,,,,1.0
iks1134,,,,19.8,,0.0,,,,,,,11.0,,1.0,,,,1.0
iks1135,,,,24.58,,0.0,,,,,,,6.0,,1.0,,,,1.0
iks1136,,,,24.27,,0.0,,,,,,,21.0,,1.0,,,,1.0
iks1141,,,,20.8,,0.0,,,,,,,5.0,,1.0,,,,1.0
iks1143,,,,25.49,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1147,,,,27.67,,0.0,,,,,,,6.0,,1.0,,,,1.0
iks1201,,,,25.68,,0.0,,,,,,,15.0,,1.0,,,,1.0
iks1202,,,,24.79,,0.0,,,,,,,20.0,,1.0,,,,1.0
iks1203,,,,25.21,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1205,,,,31.47,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1208,,,,29.76,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1209,,,,32.45,,0.0,,,,,,,9.0,,1.0,,,,1.0
iks1213,,,,54.5,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1215,,,,48.22,,0.0,,,,,,,5.0,,1.0,,,,1.0
iks1216,,,,66.99,,0.0,,,,,,,12.0,,1.0,,,,1.0
iks1222,,,,98.7,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1223,,,,73.45,,0.0,,,,,,,21.0,,1.0,,,,1.0
iks1225,,,,34.34,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1228,,,,82.07,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1230,,,,34.33,,0.0,,,,,,,22.0,,1.0,,,,1.0
iks1231,,,,34.75,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1233,,,,36.42,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1235,,,,35.61,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1237,,,,37.77,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1247,,,,53.18,,0.0,,,,,,,10.0,,1.0,,,,1.0
iks1248,,,,51.8,,0.0,,,,,,,9.0,,1.0,,,,1.0
iks1250,,,,38.13,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1251,,,,32.94,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1301,,,,12.12,,0.0,,,,,,,26.0,,1.0,,,,1.0
iks1301a,,,,14.73,,0.0,,,,,,,18.0,,1.0,,,,1.0
iks1301c,,,,16.64,,0.0,,,,,,,9.0,,1.0,,,,1.0
iks1302,,,,30.53,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1303,,,,30.53,,0.0,,,,,,,6.0,,1.0,,,,1.0
iks1305,,,,42.27,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1306,,,,32.49,,0.0,,,,,,,10.0,,1.0,,,,1.0
iks1307,,,,37.71,,0.0,,,,,,,10.0,,1.0,,,,1.0
iks1308,,,,32.58,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1309,,,,31.22,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1311,,,,13.13,,0.0,,,,,,,37.0,,1.0,,,,1.0
iks1312,,,,13.85,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1313,,,,16.47,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1314,,,,15.83,,0.0,,,,,,,19.0,,1.0,,,,1.0
iks1317,,,,39.64,,0.0,,,,,,,8.0,,1.0,,,,1.0
iks1318,,,,32.96,,0.0,,,,,,,5.0,,1.0,,,,1.0
iks1320,,,,17.23,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1321,,,,17.24,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1322,,,,40.5,,0.0,,,,,,,12.0,,1.0,,,,1.0
iks1323,,,,44.79,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1324,,,,46.92,,0.0,,,,,,,16.0,,1.0,,,,1.0
iks1327,,,,20.55,,0.0,,,,,,,15.0,,1.0,,,,1.0
iks1401,,,,17.62,,0.0,,,,,,,38.0,,1.0,,,,1.0
iks1404,,,,19.3,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1405,,,,23.89,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1406,,,,15.92,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1408,,,,16.73,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1409,,,,20.3,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1410,,,,21.18,,0.0,,,,,,,4.0,,1.0,,,,1.0
iks1415,,,,21.85,,0.0,,,,,,,14.0,,1.0,,,,1.0
iks1416,,,,23.89,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1417,,,,24.7,,0.0,,,,,,,6.0,,1.0,,,,1.0
iks1419,,,,26.2,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1422,,,,24.71,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1423,,,,23.42,,0.0,,,,,,,8.0,,1.0,,,,1.0
iks1424,,,,38.2,,0.0,,,,,,,3.0,,1.0,,,,1.0
iks1501,,,,10.72,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1502,,,,8.15,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1506,,,,11.14,,0.0,,,,,,,11.0,,1.0,,,,1.0
iks1506a,,,,17.49,,0.0,,,,,,,18.0,,1.0,,,,1.0
iks1507,,,,11.55,,0.0,,,,,,,1.0,,1.0,,,,1.0
iks1509,,,,7.56,,0.0,,,,,,,2.0,,1.0,,,,1.0
iks1511,,,,19.22,,0.0,,,,,,,13.0,,1.0,,,,1.0
