,Price,Price,Price,Price,Price,Price,Price,Price,Price,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,sum_min_quantity
supplier,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,
key,,,,,,,,,,,,,,,,,,,
mdst28d,0.0,,,,,0.0,,,,6.0,,,,,1.0,,,,1.0
mdst28e,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst303,,,,,0.0,0.0,,,,,,,,2.0,1.0,,,,1.0
mdst31,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst31a,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
mdst31b,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst31e,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
mdst31f,0.0,,,,,0.0,,,,6.0,,,,,1.0,,,,1.0
mdst32,0.0,,,,,0.0,,,,8.0,,,,,1.0,,,,1.0
mdst33,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
mdst36b,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst42a,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst680,,,,,0.0,0.0,,,,,,,,2.0,1.0,,,,1.0
mdst680a,,,,,0.0,0.0,,,,,,,,2.0,1.0,,,,1.0
mdst694a,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst705,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
mdst705a,0.0,,,,,0.0,,,,6.0,,,,,1.0,,,,1.0
mdst705c,0.0,,,,,0.0,,,,10.0,,,,,1.0,,,,1.0
mdst842,0.0,,,,,0.0,,,,6.0,,,,,1.0,,,,1.0
mobensanimb1018,,,,34.02,0.0,,,,,,,,3.0,2.0,,,,,2.0
mobensanimb1035,0.0,,,,,0.0,,,,5.0,,,,,1.0,,,,1.0
mobensanimb1121,0.0,,,62.71,,,,,,2.0,,,7.0,,,,,,2.0
mobensanimb1228,0.0,,,121.21,,,,,,1.0,,,2.0,,,,,,1.0
mobensanimb1274,,,,51.65,,0.0,,,,,,,66.0,,1.0,,,,1.0
mobensanimb1286,,,,65.86,,0.0,,,,,,,10.0,,1.0,,,,1.0
mobensanimb2207,0.0,,,4.43,,,,,,4.0,,,1.0,,,,,,4.0
mobensanimb2221a,0.0,,,97.09,,,,,,1.0,,,2.0,,,,,,1.0
mobensanimb2223,0.0,,,27.61,,,,,,2.0,,,2.0,,,,,,2.0
mobensanimb2242,0.0,,,105.91,,,,,,2.0,,,7.0,,,,,,2.0
mobensanimb2246,0.0,,,83.69,,,,,,2.0,,,1.0,,,,,,2.0
mobensanimb2259,0.0,,,40.06,,,,,,4.0,,,5.0,,,,,,4.0
mobensanimb2332,,,,80.73,,0.0,,,,,,,1.0,,1.0,,,,1.0
mobensanimb3004,0.0,,,83.75,,,,,,1.0,,,3.0,,,,,,1.0
mobensanimb3076,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
mobensanimb3080,,,,123.74,,0.0,,,,,,,4.0,,1.0,,,,1.0
mobensanimb354,0.0,,,14.85,,,,,,1.0,,,20.0,,,,,,1.0
mobensanimb355,0.0,,,13.77,,,,,,1.0,,,8.0,,,,,,1.0
mobensanimb358a,0.0,,,24.05,,,,,,2.0,,,5.0,,,,,,2.0
mobensanimb434,0.0,,,36.66,,,,,,2.0,,,10.0,,,,,,2.0
mobensanimb441,,,,42.73,,0.0,,,,,,,2.0,,1.0,,,,1.0
mobensanimb4426,0.0,,,130.04,,,,,,2.0,,,12.0,,,,,,2.0
mobensanimb443,0.0,,,9.87,,,,,,1.0,,,50.0,,,,,,1.0
mobensanimb445,,,,9.47,,0.0,,,,,,,22.0,,1.0,,,,1.0
mobensanimb446,,,,8.96,,0.0,,,,,,,20.0,,1.0,,,,1.0
mobensanimb4486,,,,129.51,,0.0,,,,,,,2.0,,1.0,,,,1.0
mobensanimb4490,,,,27.25,,0.0,,,,,,,9.0,,1.0,,,,1.0
mobensanimb4491,,,,70.4,,0.0,,,,,,,28.0,,1.0,,,,1.0
mobensanimb454,0.0,,,9.92,,,,,,1.0,,,21.0,,,,,,1.0
mobensanimb460a,0.0,,,19.84,,,,,,3.0,,,21.0,,,,,,3.0
mobensanimb461,0.0,,,86.65,,,,,,1.0,,,15.0,,,,,,1.0
mobensanimb465,0.0,,,35.53,,,,,,3.0,,,5.0,,,,,,3.0
mobensanimb482,0.0,,,46.14,,,,,,2.0,,,32.0,,,,,,2.0
mobensanimb486,0.0,,,75.04,,,,,,2.0,,,72.0,,,,,,2.0
mobensanimb496,0.0,,,90.78,,0.0,,,,4.0,,,1.0,,1.0,,,,1.0
mobensanimb5000,,,,44.83,,0.0,,,,,,,5.0,,1.0,,,,1.0
mobensanimb5001,,,,44.83,,0.0,,,,,,,7.0,,1.0,,,,1.0
mobensanimb676,,,,35.68,,0.0,,,,,,,10.0,,1.0,,,,1.0
mobensanimb7042,,,,73.39,,0.0,,,,,,,2.0,,1.0,,,,1.0
mobensanimb742,0.0,,,18.32,,,,,,8.0,,,13.0,,,,,,8.0
mobensanimb798,,,,75.55,,0.0,,,,,,,2.0,,1.0,,,,1.0
mobensanimb9132,0.0,,,22.76,,,,,,1.0,,,1.0,,,,,,1.0
mobensanimb9292,0.0,,,31.42,,0.0,,,,1.0,,,4.0,,1.0,,,,1.0
mobensanimb9347,0.0,,,42.38,,,,,,1.0,,,21.0,,,,,,1.0
mobensanimb9355,0.0,,,16.79,,,,,,2.0,,,6.0,,,,,,2.0
mobensanimb9371,0.0,,,14.89,,,,,,2.0,,,52.0,,,,,,2.0
modefer1932317,,,,,0.0,0.0,,,,,,,,3.0,1.0,,,,1.0
monroe334035mm,0.0,,112.71,,,,,,,4.0,,10.0,,,,,,,4.0
monroe334507mm,,,185.68,,0.0,,,,,,,2.0,,4.0,,,,,4.0
monroe37081,0.0,,234.55,,,,,,,2.0,,4.0,,,,,,,2.0
monroe749019sp,0.0,,399.49,,,,,,,1.0,,2.0,,,,,,,1.0
monroe83750,0.0,,251.49,,,,,,,2.0,,10.0,,,,,,,2.0
monroe84756,0.0,,339.23,,,,,,,2.0,,4.0,,,,,,,2.0
monroeg7327,0.0,,526.9,,,,,,,1.0,,7.0,,,,,,,1.0
monroem334410mm,,,151.33,,0.0,,,,,,,6.0,,11.0,,,,,11.0
monroem334485mm,,,185.11,,0.0,,,,,,,4.0,,4.0,,,,,4.0
monroem334495mm,,,233.18,,0.0,,,,,,,2.0,,6.0,,,,,6.0
monroesp001,0.0,,144.86,,,,,,,4.0,,10.0,,,,,,,4.0
monroesp005,0.0,,167.74,,,,,,,1.0,,10.0,,,,,,,1.0
monroesp039,0.0,,289.29,,,,,,,1.0,,10.0,,,,,,,1.0
monroesp040,0.0,,299.16,,,,,,,3.0,,8.0,,,,,,,3.0
monroesp047,0.0,,177.19,,,,,,,2.0,,1.0,,,,,,,2.0
monroesp111,0.0,,333.58,,,,,,,1.0,,8.0,,,,,,,1.0
monroesp112,0.0,,502.76,,,,,,,1.0,,3.0,,,,,,,1.0
monroesp113,0.0,,502.76,,,,,,,1.0,,8.0,,,,,,,1.0
monroesp120,0.0,,156.85,,,,,,,4.0,,10.0,,,,,,,4.0
monroesp130,0.0,,155.04,,,,,,,1.0,,2.0,,,,,,,1.0
monroesp202,0.0,,200.2,,,,,,,2.0,,10.0,,,,,,,2.0
monroesp224,0.0,,140.27,,,,,,,2.0,,10.0,,,,,,,2.0
monroesp249,0.0,,202.09,,,,,,,2.0,,4.0,,,,,,,2.0
monroesp271,0.0,,160.38,,,,,,,2.0,,10.0,,,,,,,2.0
monroesp357,0.0,,270.17,,,,,,,1.0,,10.0,,,,,,,1.0
monroesp358,0.0,,280.84,,,,,,,1.0,,10.0,,,,,,,1.0
monroesp363,0.0,,175.41,,,,,,,2.0,,10.0,,,,,,,2.0
monroesp979,0.0,,346.51,,,,,,,1.0,,10.0,,,,,,,1.0
mtethomson3018mte,0.0,,,,,,32.54,,,2.0,,,,,,4.0,,,2.0
mtethomson3025mte,0.0,,,,,,38.79,,,2.0,,,,,,15.0,,,2.0
mtethomson3029mte,0.0,,,,,,29.08,,,3.0,,,,,,4.0,,,3.0
mtethomson4008mte,0.0,,,,,,49.33,,,11.0,,,,,,11.0,,,11.0
mtethomson4014mte,0.0,,,,,,53.73,,,9.0,,,,,,4.0,,,9.0
mtethomson4034mte,0.0,,,,,,35.08,,,8.0,,,,,,4.0,,,8.0
mtethomson4046mte,0.0,,,,,,59.89,,,1.0,,,,,,4.0,,,1.0
mtethomson4050mte,0.0,,,,,,33.48,,,3.0,,,,,,26.0,,,3.0
mtethomson4051mte,0.0,,,,,,33.26,,,8.0,,,,,,22.0,,,8.0
mtethomson4053mte,0.0,,,,,,33.48,,,1.0,,,,,,26.0,,,1.0
mtethomson4056mte,0.0,,,,,,59.58,,,1.0,,,,,,4.0,,,1.0
mtethomson4058mte,0.0,,,,,,68.47,,,5.0,,,,,,4.0,,,5.0
mtethomson4067mte,0.0,,,,,,59.09,,,7.0,,,,,,33.0,,,7.0
mtethomson4092mte,0.0,,,,,,64.36,,,2.0,,,,,,11.0,,,2.0
mtethomson4099mte,0.0,,,,,,75.64,,,11.0,,,,,,33.0,,,11.0
mtethomson4107mte,0.0,,,,,,130.42,,,2.0,,,,,,4.0,,,2.0
mtethomson4110mte,0.0,,,,,,66.94,,,2.0,,,,,,8.0,,,2.0
mtethomson4189mte,0.0,,,,,,81.36,,,4.0,,,,,,8.0,,,4.0
mtethomson4221mte,0.0,,,,,,73.96,,,5.0,,,,,,22.0,,,5.0
mtethomson4259mte,0.0,,,,,,49.87,,,2.0,,,,,,4.0,,,2.0
mtethomson7000mte,0.0,,,,,,110.3,,,5.0,,,,,,4.0,,,5.0
mtethomson70020mte,0.0,,,,,,113.63,,,1.0,,,,,,4.0,,,1.0
mtethomson7004mte,0.0,,,,,,108.88,,,6.0,,,,,,4.0,,,6.0
mtethomson7029mte,0.0,,,,,,115.49,,,1.0,,,,,,4.0,,,1.0
mtethomson70306mte,0.0,,,,,,71.98,,,2.0,,,,,,4.0,,,2.0
mtethomson70316mte,0.0,,,,,,70.93,,,5.0,,,,,,4.0,,,5.0
mtethomson70319mte,0.0,,,,,,144.2,,,1.0,,,,,,4.0,,,1.0
mtethomson7032mte,0.0,,,,,,68.21,,,1.0,,,,,,15.0,,,1.0
mtethomson70338mte,0.0,,,,,,62.78,,,6.0,,,,,,4.0,,,6.0
mtethomson7033mte,0.0,,,,,,68.21,,,5.0,,,,,,11.0,,,5.0
mtethomson70407mte,0.0,,,,,,91.05,,,1.0,,,,,,4.0,,,1.0
mtethomson7040mte,0.0,,,,,,84.6,,,5.0,,,,,,22.0,,,5.0
mtethomson70511mte,0.0,,,,,,70.17,,,2.0,,,,,,4.0,,,2.0
mtethomson7053mte,0.0,,,,,,75.01,,,3.0,,,,,,11.0,,,3.0
mtethomson70565mte,0.0,,,,,,120.03,,,2.0,,,,,,4.0,,,2.0
mtethomson7057570,0.0,,,27.88,,,,,,1.0,,,29.0,,,,,,1.0
mtethomson70577mte,0.0,,,,,,120.68,,,3.0,,,,,,15.0,,,3.0
mtethomson7057mte,0.0,,,,,,101.75,,,1.0,,,,,,19.0,,,1.0
mtethomson7058676,0.0,,,27.88,,,,,,6.0,,,90.0,,,,,,6.0
mtethomson7059287,0.0,,,27.88,,,,,,3.0,,,44.0,,,,,,3.0
mtethomson71076mte,0.0,,,,,,85.81,,,3.0,,,,,,4.0,,,3.0
mtethomson7120mte,0.0,,,,,,125.39,,,3.0,,,,,,4.0,,,3.0
mtethomson7121mte,0.0,,,,,,125.39,,,1.0,,,,,,4.0,,,1.0
mtethomson7136mte,0.0,,,,,,104.3,,,5.0,,,,,,8.0,,,5.0
mtethomson7143mte,0.0,,,,,,82.7,,,1.0,,,,,,15.0,,,1.0
mtethomson7144mte,0.0,,,,,,88.06,,,3.0,,,,,,4.0,,,3.0
mtethomson71795102,0.0,,,61.64,,,,,,2.0,,,2.0,,,,,,2.0
mtethomson7182mte,0.0,,,,,,125.39,,,1.0,,,,,,4.0,,,1.0
mtethomson7191mte,0.0,,,,,,88.06,,,3.0,,,,,,4.0,,,3.0
mtethomson7197mte,0.0,,,,,,97.76,,,2.0,,,,,,4.0,,,2.0
mtethomson7232mte,0.0,,,,,,66.67,,,1.0,,,,,,11.0,,,1.0
mtethomson7278892,0.0,,,84.57,,,,,,1.0,,,7.0,,,,,,1.0
mtethomson73019mte,0.0,,,,,,72.54,,,2.0,,,,,,4.0,,,2.0
mtethomson73020mte,0.0,,,,,,77.44,,,2.0,,,,,,11.0,,,2.0
mtethomson7308mte,0.0,,,,,,44.97,,,4.0,,,,,,19.0,,,4.0
mtethomson7313mte,0.0,,,,,,99.06,,,2.0,,,,,,15.0,,,2.0
mtethomson7321mte,0.0,,,,,,94.59,,,3.0,,,,,,4.0,,,3.0
mtethomson7322mte,0.0,,,,,,50.87,,,1.0,,,,,,15.0,,,1.0
mtethomson7325mte,0.0,,,,,,72.31,,,1.0,,,,,,4.0,,,1.0
mtethomson7432mte,0.0,,,,,,227.36,,,2.0,,,,,,4.0,,,2.0
mtethomson781340030,0.0,,,180.27,,,,,,1.0,,,5.0,,,,,,1.0
mtethomson783440054,0.0,,,186.88,,,,,,1.0,,,2.0,,,,,,1.0
mtethomson881347056,0.0,,,206.7,,,,,,2.0,,,1.0,,,,,,2.0
mtethomson882640057,0.0,,,192.18,,,,,,1.0,,,1.0,,,,,,1.0
mtethomson887740045,0.0,,,183.73,,,,,,1.0,,,6.0,,,,,,1.0
mtethomsonvt20775,0.0,,,43.18,,,,,,2.0,,,3.0,,,,,,2.0
mtethomsonvt20790,0.0,,,41.9,,,,,,1.0,,,3.0,,,,,,1.0
mtethomsonvt20882,0.0,,,45.13,,,,,,1.0,,,7.0,,,,,,1.0
mtethomsonvt20885,0.0,,,45.13,,,,,,1.0,,,4.0,,,,,,1.0
mtethomsonvt21082,0.0,,,58.02,,,,,,1.0,,,3.0,,,,,,1.0
mtethomsonvt21187,0.0,,,59.19,,,,,,2.0,,,3.0,,,,,,2.0
mtethomsonvt21192,0.0,,,58.02,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt21792,0.0,,,36.55,,,,,,1.0,,,2.0,,,,,,1.0
mtethomsonvt21892,0.0,,,50.96,,,,,,1.0,,,2.0,,,,,,1.0
mtethomsonvt22192,0.0,,,72.75,,,,,,1.0,,,4.0,,,,,,1.0
mtethomsonvt23192,0.0,,,79.54,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt24487,0.0,,,58.02,,,,,,2.0,,,2.0,,,,,,2.0
mtethomsonvt24587,0.0,,,61.19,,,,,,2.0,,,9.0,,,,,,2.0
mtethomsonvt24682,0.0,,,48.85,,,,,,1.0,,,4.0,,,,,,1.0
mtethomsonvt24777,0.0,,,47.3,,,,,,1.0,,,2.0,,,,,,1.0
mtethomsonvt24787,0.0,,,47.3,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt24877,0.0,,,30.1,,,,,,2.0,,,7.0,,,,,,2.0
mtethomsonvt24887,0.0,,,30.1,,,,,,1.0,,,7.0,,,,,,1.0
mtethomsonvt25187,0.0,,,149.64,,,,,,1.0,,,7.0,,,,,,1.0
mtethomsonvt25377,0.0,,,90.81,,,,,,3.0,,,8.0,,,,,,3.0
mtethomsonvt25382,0.0,,,89.04,,,,,,2.0,,,8.0,,,,,,2.0
mtethomsonvt25482,0.0,,,46.5,,,,,,1.0,,,15.0,,,,,,1.0
mtethomsonvt25682,0.0,,,69.78,,,,,,1.0,,,7.0,,,,,,1.0
mtethomsonvt26582,0.0,,,59.45,,,,,,1.0,,,9.0,,,,,,1.0
mtethomsonvt26987,0.0,,,156.94,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt27189,0.0,,,53.75,,,,,,1.0,,,24.0,,,,,,1.0
mtethomsonvt28282,0.0,,,105.33,,,,,,3.0,,,1.0,,,,,,3.0
mtethomsonvt28880,0.0,,,31.35,,,,,,3.0,,,5.0,,,,,,3.0
mtethomsonvt28887,0.0,,,31.03,,,,,,4.0,,,19.0,,,,,,4.0
mtethomsonvt29487,0.0,,,41.14,,,,,,1.0,,,26.0,,,,,,1.0
mtethomsonvt29792,0.0,,,41.26,,,,,,2.0,,,2.0,,,,,,2.0
mtethomsonvt29975,0.0,,,43.43,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt29990,0.0,,,42.99,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt30992,0.0,,,86.35,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt31392,0.0,,,49.36,,,,,,4.0,,,33.0,,,,,,4.0
mtethomsonvt31795,0.0,,,128.08,,,,,,2.0,,,10.0,,,,,,2.0
mtethomsonvt32782,0.0,,,66.44,,,,,,1.0,,,3.0,,,,,,1.0
mtethomsonvt32992,0.0,,,79.83,,,,,,2.0,,,1.0,,,,,,2.0
mtethomsonvt34987,0.0,,,54.18,,,,,,1.0,,,21.0,,,,,,1.0
mtethomsonvt36087,0.0,,,121.59,,,,,,2.0,,,1.0,,,,,,2.0
mtethomsonvt37089,0.0,,,46.52,,,,,,1.0,,,14.0,,,,,,1.0
mtethomsonvt37292,0.0,,,90.28,,,,,,1.0,,,5.0,,,,,,1.0
mtethomsonvt37382,0.0,,,115.18,,,,,,1.0,,,4.0,,,,,,1.0
mtethomsonvt38782,0.0,,,64.26,,,,,,2.0,,,38.0,,,,,,2.0
mtethomsonvt39192,0.0,,,99.69,,,,,,1.0,,,3.0,,,,,,1.0
mtethomsonvt40182,0.0,,,215.0,,,,,,2.0,,,2.0,,,,,,2.0
mtethomsonvt421100,0.0,,,298.72,,,,,,1.0,,,3.0,,,,,,1.0
mtethomsonvt42682,,,,55.4,0.0,,,,,,,,4.0,4.0,,,,,4.0
mtethomsonvt43182,0.0,,,176.11,,,,,,2.0,,,2.0,,,,,,2.0
mtethomsonvt43382,0.0,,,43.35,,,,,,1.0,,,27.0,,,,,,1.0
mtethomsonvt44382,0.0,,,80.38,,,,,,2.0,,,18.0,,,,,,2.0
mtethomsonvt46090,0.0,,,138.64,,,,,,3.0,,,19.0,,,,,,3.0
mtethomsonvt46382,0.0,,,69.26,,,,,,1.0,,,3.0,,,,,,1.0
mtethomsonvt46792,0.0,,,76.35,,,,,,1.0,,,11.0,,,,,,1.0
mtethomsonvt48689,0.0,,,86.35,,,,,,1.0,,,17.0,,,,,,1.0
mtethomsonvt50489,0.0,,,46.5,,,,,,1.0,,,9.0,,,,,,1.0
mtethomsonvt50687,0.0,,,156.94,,,,,,1.0,,,1.0,,,,,,1.0
mtethomsonvt632103,0.0,,,171.79,,,,,,2.0,,,16.0,,,,,,2.0
nakatan244,0.0,,,,0.0,,,,,1.0,,,,1.0,,,,,1.0
ngkdcpr8en,0.0,,,,,,21.14,,,18.0,,,,,,22.0,,,18.0
ngkdifr6d11d,0.0,,,,,,76.7,,,16.0,,,,,,11.0,,,16.0
ngkdilfr6d11d,0.0,,,,,,75.28,,,5.0,,,,,,11.0,,,5.0
ngkdilfr6d8d,0.0,,,,,,79.05,,,8.0,,,,,,19.0,,,8.0
ngkfr6ed,0.0,,,,,,19.94,,,12.0,,,,,,11.0,,,12.0
ngkfr6eid,0.0,,,,,,57.24,,,20.0,,,,,,33.0,,,20.0
ngkfr6f11dk,0.0,,,,,,31.6,,,8.0,,,,,,22.0,,,8.0
ngkfr7ddeg,0.0,,,,,,17.9,,,18.0,,,,,,11.0,,,18.0
ngkfr7dpdeg,0.0,,,,,,31.02,,,1.0,,,,,,11.0,,,1.0
ngkifr6t11,0.0,,,,,,57.99,,,4.0,,,,,,4.0,,,4.0
ngkiltr5k13,0.0,,,,,,82.85,,,4.0,,,,,,11.0,,,4.0
ngkizfr6k11ds,0.0,,,,,,70.4,,,6.0,,,,,,11.0,,,6.0
ngkizfr6k13dn,0.0,,,,,,75.28,,,15.0,,,,,,11.0,,,15.0
ngkizkr8c10d,0.0,,,,,,79.74,,,9.0,,,,,,33.0,,,9.0
ngklkr7dde,0.0,,,,,,22.96,,,5.0,,,,,,22.0,,,5.0
ngkpfr7s8eg,0.0,,,,,,76.14,,,8.0,,,,,,26.0,,,8.0
ngkptr6f13,0.0,,,,,,62.96,,,8.0,,,,,,33.0,,,8.0
ngkscf01,0.0,,,,,,91.98,,,3.0,,,,,,11.0,,,3.0
ngkscf02,0.0,,,,,,81.97,,,5.0,,,,,,33.0,,,5.0
ngkscf30,0.0,,,,,,87.8,,,12.0,,,,,,33.0,,,12.0
ngkscf35,0.0,,,,,,97.23,,,3.0,,,,,,33.0,,,3.0
ngkscg101,0.0,,,,,,100.45,,,6.0,,,,,,33.0,,,6.0
ngkscg102,0.0,,,,,,117.05,,,1.0,,,,,,11.0,,,1.0
ngkscg61,0.0,,,,,,65.41,,,4.0,,,,,,12.0,,,4.0
ngkscg62,0.0,,,,,,44.64,,,1.0,,,,,,4.0,,,1.0
ngkscg63,0.0,,,,,,45.19,,,1.0,,,,,,4.0,,,1.0
ngkscg64,0.0,,,,,,64.1,,,1.0,,,,,,11.0,,,1.0
ngkscg65,0.0,,,,,,90.46,,,3.0,,,,,,22.0,,,3.0
ngkscg66,0.0,,,,,,95.7,,,2.0,,,,,,26.0,,,2.0
ngkscg73,0.0,,,,,,92.2,,,41.0,,,,,,33.0,,,41.0
ngkscg76,0.0,,,,,,104.35,,,5.0,,,,,,11.0,,,5.0
ngkscg77,0.0,,,,,,112.33,,,1.0,,,,,,4.0,,,1.0
ngkscg79,0.0,,,,,,144.03,,,2.0,,,,,,11.0,,,2.0
ngkscg81,0.0,,,,,,124.84,,,1.0,,,,,,8.0,,,1.0
ngkscn08,0.0,,,,,,173.7,,,3.0,,,,,,33.0,,,3.0
ngkscr11,0.0,,,,,,89.83,,,2.0,,,,,,15.0,,,2.0
ngkscr13,0.0,,,,,,105.22,,,3.0,,,,,,11.0,,,3.0
ngkscr16,0.0,,,,,,86.48,,,3.0,,,,,,11.0,,,3.0
ngksct02,0.0,,,,,,126.24,,,1.0,,,,,,4.0,,,1.0
ngksct06,0.0,,,,,,73.05,,,5.0,,,,,,33.0,,,5.0
ngksct07,0.0,,,,,,57.19,,,2.0,,,,,,11.0,,,2.0
ngksct09,0.0,,,,,,72.34,,,21.0,,,,,,33.0,,,21.0
ngksct46,0.0,,,,,,61.33,,,2.0,,,,,,11.0,,,2.0
ngksct54,0.0,,,,,,50.51,,,4.0,,,,,,33.0,,,4.0
ngksct63,0.0,,,,,,112.49,,,1.0,,,,,,4.0,,,1.0
ngksct64,0.0,,,,,,71.03,,,8.0,,,,,,22.0,,,8.0
ngksct65,0.0,,,,,,71.03,,,11.0,,,,,,22.0,,,11.0
ngksct66,0.0,,,,,,90.68,,,2.0,,,,,,33.0,,,2.0
ngksct67,0.0,,,,,,92.43,,,5.0,,,,,,33.0,,,5.0
ngkscy01,0.0,,,,,,139.08,,,4.0,,,,,,22.0,,,4.0
ngksilkr7c8de,0.0,,,,,,111.19,,,2.0,,,,,,15.0,,,2.0
ngksilzkr7c11ds,0.0,,,,,,111.19,,,14.0,,,,,,22.0,,,14.0
ngkstf22,0.0,,,,,,80.85,,,2.0,,,,,,11.0,,,2.0
ngkstf27,0.0,,,,,,76.03,,,3.0,,,,,,4.0,,,3.0
ngkstv01,0.0,,,,,,77.77,,,2.0,,,,,,22.0,,,2.0
ngkstv02,0.0,,,,,,74.6,,,5.0,,,,,,33.0,,,5.0
ngkstv03,0.0,,,,,,84.29,,,1.0,,,,,,33.0,,,1.0
ngkstv09,0.0,,,,,,85.44,,,2.0,,,,,,4.0,,,2.0
ngkstv12,0.0,,,,,,55.14,,,6.0,,,,,,33.0,,,6.0
ngkstv13,0.0,,,,,,93.45,,,5.0,,,,,,33.0,,,5.0
ngkstv17,0.0,,,,,,121.07,,,2.0,,,,,,33.0,,,2.0
ngkstv18,0.0,,,,,,101.56,,,2.0,,,,,,11.0,,,2.0
ngkstv19,0.0,,,,,,117.89,,,2.0,,,,,,15.0,,,2.0
ngkstv24,0.0,,,,,,137.82,,,3.0,,,,,,33.0,,,3.0
ngkstv25,0.0,,,,,,138.37,,,21.0,,,,,,33.0,,,21.0
ngkstv30,0.0,,,,,,142.0,,,2.0,,,,,,26.0,,,2.0
ngkstv32,0.0,,,,,,109.89,,,1.0,,,,,,11.0,,,1.0
ngkstv38,0.0,,,,,,114.1,,,6.0,,,,,,11.0,,,6.0
ngkstv42,0.0,,,,,,121.06,,,3.0,,,,,,26.0,,,3.0
ngkstv43,0.0,,,,,,148.72,,,1.0,,,,,,22.0,,,1.0
ngktr5,0.0,,,,,,13.49,,,16.0,,,,,,33.0,,,16.0
ngktr55,0.0,,,,,,13.49,,,14.0,,,,,,11.0,,,14.0
ngku1092,0.0,,,,,,78.37,,,4.0,,,,,,15.0,,,4.0
ngku1093,0.0,,,,,,139.31,,,1.0,,,,,,26.0,,,1.0
ngku2001,0.0,,,,,,116.79,,,4.0,,,,,,22.0,,,4.0
ngku2003,0.0,,,,,,189.08,,,13.0,,,,,,11.0,,,13.0
ngku2005,0.0,,,,,,158.57,,,12.0,,,,,,4.0,,,12.0
ngku2007,0.0,,,,,,191.89,,,2.0,,,,,,26.0,,,2.0
ngku2008,0.0,,,,,,198.56,,,5.0,,,,,,26.0,,,5.0
ngku2018,0.0,,,,,,289.42,,,4.0,,,,,,8.0,,,4.0
ngku2031,0.0,,,,,,179.04,,,7.0,,,,,,22.0,,,7.0
ngku2078,0.0,,,,,,148.77,,,4.0,,,,,,15.0,,,4.0
ngku2079,0.0,,,,,,142.98,,,8.0,,,,,,33.0,,,8.0
ngku2105,0.0,,,,,,299.27,,,2.0,,,,,,11.0,,,2.0
ngku5001,0.0,,,,,,72.61,,,16.0,,,,,,22.0,,,16.0
ngku5029,0.0,,,,,,165.06,,,11.0,,,,,,26.0,,,11.0
ngku5067,0.0,,,,,,153.7,,,15.0,,,,,,33.0,,,15.0
ngku5134,0.0,,,,,,181.9,,,9.0,,,,,,4.0,,,9.0
ngku5136,0.0,,,,,,98.46,,,2.0,,,,,,4.0,,,2.0
ngku5145,0.0,,,,,,196.27,,,8.0,,,,,,22.0,,,8.0
ngku5316,0.0,,,,,,125.92,,,22.0,,,,,,33.0,,,22.0
ngku5329,0.0,,,,,,184.13,,,12.0,,,,,,33.0,,,12.0
ngku6004,0.0,,,,,,375.7,,,3.0,,,,,,8.0,,,3.0
ngku6036,0.0,,,,,,276.06,,,5.0,,,,,,15.0,,,5.0
ngku6043,0.0,,,,,,434.52,,,2.0,,,,,,4.0,,,2.0
ngkzfr5fgp,0.0,,,,,,25.82,,,8.0,,,,,,4.0,,,8.0
ngkzfr6j11d,0.0,,,,,,23.76,,,11.0,,,,,,11.0,,,11.0
ngkzfr6pg,0.0,,,,,,23.34,,,15.0,,,,,,11.0,,,15.0
ngkzfr7rg,0.0,,,,,,23.34,,,5.0,,,,,,11.0,,,5.0
nytron7786ny,0.0,,,,,,45.98,,,3.0,,,,,,4.0,,,3.0
olimpic14112,,,,26.17,,,17.03,,,,,,7.0,,,4.0,,,4.0
olimpic20259,0.0,,,64.65,,,,,,2.0,,,7.0,,,,,,2.0
olimpic21558,0.0,,,12.5,,,,,,1.0,,,4.0,,,,,,1.0
olimpic21561,0.0,,,32.19,,,,,,2.0,,,7.0,,,,,,2.0
olimpic21628,0.0,,,11.88,,,,,,1.0,,,16.0,,,,,,1.0
originalkitok02021,,,,90.27,,0.0,,,,,,,6.0,,1.0,,,,1.0
