Manufacturer,Price
RENAULT,1088.5
REPLABOR,79.35
RESERPLASTIC,21418.971129
RESIL COMERCIAL INDUSTRIAL LTDA,228.18
RESISTENCIA,260.37
RETROPARTES,825.2
RETROVEX,46272.84
REX,38.142
RF,3026589.53
RF IND. E COM. DE TELAS,768.59
RFO,17663.17
RGR CONEXOES IND. E COM. LTDA,677.593333
RIC,19.8
RIKKOPARTS,23683.34
RIOSULENSE,4146.908081
ROBERT BOSCH FREIOS. (FRICCAO),67.0
ROBERT BOSCH LTDA,133358.7
ROC,1355.1100000000001
RODABRILL,785.36
RODAFUSO,141.739303
RODDIAS COMERCIAL LTDA ME,33.25
RODOCAR,18.11
ROLAMENTOS,326.39
ROLAMENTOS FAG LTDA.,23.65
ROLAMENTOS FLAM,2007.07
ROLTBRAS,622.018
ROMEU CALAMITA & CIA LTDA.,241.56
RONA,226.12
RONIL,71.44
RPD BORRACHAS,3668.61
RUBBER DUTRA COMÉRCIO DE MANGUEIRAS EIRELI - EPP,113.76
RUBBER GATTI ARTEFATOS DE BORRACHAS LTDA,1702.57
RUFATO DISTRIBUIDORA,193.06
RUK/WRK,54.730000000000004
RUVILLE,3152.8100000000004
S411O,86605.8
S4CHS,29785.22
S4MPEL,63259.21
SABO,42646.64
SABÓ,2781.21
SACHS,5259.62
SAES,448.38946
SAFE,6784.63
SAFISA,1422.5616
SAMPEL,92288.56
SAMPEL INDUSTRIA E COM. DE PECAS AUTOMOTIVAS LTDA,71260.87
SAMYPARTS COMPONENTES AUTOMOTIVOS EIREILI - ME,1884.12
SANFIL,81.49
SANFRIS,13.02
SANOFRIS,6086.36
SAX AUTOMOTIVE,1960.61
SCARLATE,727.28832
SCH4DEK,6175.33
SCHADEK,11624.030951
SCHULZ,28397.546352
SCHUNK,383.64
SDUBO,7155.689209
SECO,669.9
SEG AUTOMOTIVE,43342.971600000004
SEINECA,226.12
SEMA PARAFUSOS,29.12
SERAUTO,413.71
SERDOMOLD,0.1408
SERPA,175.0
SHANA,8146.23
SHEIKFLEX BORRACHAS LTDA,1177.28
SHEKPARTS,99.78
SHOCKBRAS,130.0
SIDMEC,273.26
SIEMENS VDO,5778.39
SILC PÇS,421.568
SILO,1178.8999999999999
SILVATRIM,496.7
SIM DISTRIBUIDORA DE VEICULOS E PEÇAS LTDA (FIAT VLS)),772.31
SINAL SUL,33.17482
SISSINI,23.7
SKF,77858.4
SKF DO BRASIL LTDA,75728.71
SKF ROLAMENTOS,7704.113157
SKYFROLL,172.6993
SKYWAY,11.84
SLS PECAS,3171.837472
SN4P-ON,186.82
SO PARAUTO,1419.77
SO-LOPES METALURGICA AUTOMOTIVA,4874.46
SOFAPE FABRICANTE DE FILTROS LTDA,0.0
SPAAL DIV,1261.623997
SPAAL JUNTAS,17170.19012852
SPICER,4306.93
STABILUS LTDA,2802.92
STAMPFER,109.46
STAMPJET,2707.33
STEEL BLANK,297.65
STEEL PARTS,5717.01563
STETSOM,2374.4700000000003
STOCK AIG,830.49
STOUT RUBBER,26.42
SUK PARTS,8490.562325
SUN,180.4
SUN SPECIAL COM E REPRESENTAÇAO,200.35
SUPERFLEX,398.61
SUPEÇAS IND. DE BORRACHAS,13220.11
SUPRENS,1095.380464
SUSIN,45776.0570412
SUSPENSYS,2360.021449
SUSPENTECH,11934.01153
SUSPEX,1809.24
SWL TUBOS E MANGUEIRAS LTDA,1119.28
SYL,141764.3096
SYL INDUSTRIAL DISCOS,59.74
T4NCLICK,1598.19
T4R4MPS,1184.46
TAKAMAYA,77.5
TAKAO,21711.51
TALIFAMA,13352.49
TANCLICK,6781.91
TANCLICK TAMPAS,408.38
TANTARO,11326.57
TARANTO,142021.2
TAS IMPORTACAO E EXPORTACAO DE AUTO PECAS,19480.52
TC CHICOTES,11901.2248
TCB,289.64
TEC - FIL,7297.492051
TECFIL,13203.62
TECH ONE,665.39
TECHCAR,822.12
TECHNOPAR,880.67
TECHNOPAR III,3352.47
TECNOAR FILTROS,7705.207704
TECNOPLAST,236.545022
TECNOYAN DISTRIBUIDORA SERVIÇOS EIRELLI,6432.38
TECPADS,10110.95
TEKBOND,1389.94
TENACITY,10861.1
TENNECO AUTOMOTIVE BRASIL LTDA.,62887.81
TENNECO AUTOMOTIVE DO BRAZIL LTDA.,165027.53
TERMICAR,421.273932
TERMICOM,1129.45
TERMOSINTER,4291.7264000000005
TEXACO,46.07
THERM4L (W4HLER),6574.96
THERMOVAL,628.5
THOR,1264.32198
THREE BOND,36.548069999999996
TIGER PENA,143.3
TIGRE,183.4
TIMKEN,506.22
TIPH,26239.547829
TIRRENO,527.11
TMD FRICTION DO BRASIL SA,120051.05
TMR BUCHAS,38.72112
TONON,2250.230582
TOP FORGED COM. ELETRONICO DE PEÇAS AUTOMOTIVAS (PARTNERS),6630.11
TOP LINEA,493.8975
TOP MIX,128.34
TOWER PARTS (IGASA),1953.38
TOYOTA,154.32999999999998
TPA DISTRIBUIDORA DE AUTO PEÇAS EIRELLE - ME,14057.06
TRALI,2324.94
TRALI III,2431.25
TREMAG,98.93
TRIADE,75571.424147
TRIGOPLAST,1.3900000000000001
TRIKAUTOS,247.15
TRINK,1703.685
TRIUNFO AUTO PARTS S LTDA EPP,99.51
TRUCK,589.5
TRW,80599.51
TRW AUTOMOTIVE LTDA,0.0
TRW CILINDROS,5307.817097
TRW DISCOS FREIOS,1150.7046
TRW LONAS,281.06833
TRW SUSPENSAO,370.872
TRW VALVULAS,148.434321
TRW- PASTILHA DE FREIO,250.1652
TSA,79314.2708
TUBA,7630.88
TUBOPECAS,3319.380651
TUPA REBITES,139.77257400000002
TYC,1045423.29
UETA,282.937574
ULTIMATE RUBBER INDUSTRIA E COMERCIO DE AUTOPEÇAS LTDA.,546.8299999999999
UNI DISTRIBUIDORA AUTOMOTIVE LTDA,792.04
UNIFAP,31149.2252
UNIFIX,160.98
UNIPAC,1596.72164
UNIUN,796.99
UNIVERSAL,65760.54
UNIVERSAL AUTOMOTIVE,12224.867422
UNIVERSAL/UNICK/AUTOMORTEX,2.61
UR114,5087.09
URBA,325.59000000000003
URBA BROSOL,119647.02
USIPACK IND COMERCIO LTDA.,479.08
V P,1719.29
V-PLAST,120.91
V4LCLEI,27983.99
V4LEO,69267.81
V4RG4,43986.15
VALCLEI,164131.855545
VALE VERDE,8.409099999999999
VALEO,87840.702243
VALLIFLEX PRODUTOS TECNICOS DE BORRACHA LTDA,87.47
VALPEC,4212.441583
VALVOLINE,97.80000000000001
VARGA,5845.9
VBL,3792.14
VBL CAPAS,1549.55
VDO,1765.53
VEC DISTR AUTOMOTIVA,6.34
VENON DISTRIBUIDORA DE PEÇAS LTDA,1956.85
VERLI,730.465252
VERPAUTO IND. E COM. DE PEÇAS PARA AUTOS LTDA.,139.31
VETOR AUTOMOTIVO,3764.3
VETOR AUTOMOTIVOS,148467.27
VETORE,7909.552705
VGER,39872.1
VGER CIE,22363.9
VGERCIE,808.6999999999999
VHIP,65.58
VIBRASIL,16361.19
VIBRASIL INDUSTRIA DE ARTEFATOS DE BORRACHA LTDA,659.06
VIC,15999.2
VIEMAR,92177.96
VIEMAR INDUSTRIA E COMERCIO LTDA,47169.48
VIEWMAX,206721.7
VILA FRANCA,296.53999999999996
VILLA FRANCA,1138.63
VILLAFRANCA COM IMPORT EXPORT LTDA,32868.25
VISCONDE,1624.19
VISORAMA,126.1
VM INDUSTRIA DE AUTO PECAS LTDA,20.4
VOBER INDUSTRIA E COMERCIO LTDA,3800.89
VOGEL,88.62
VOGEL II,4839.97
VOLD4,25686.27
VOX,163.09
VP,710.41
VRM,64.47
VW,7020.3
W SOUZA,202.78
W ZANONI,588.433837
W. ZANONI,2763.62
WAHLER,5175.6
WALBOOR,50.97222
WALTEC,2488.387
WAYSER,1230.806014
WBOUR PEÇAS AUTOMOTIVAS,1074.1
WCR BILBAO I,764.78
WD40,39.35
WEG4,39170.25
WEGA,91881.66
WEGA FILTROS,4559.633004
WELLINGTON,160.59
WESTAFLEX,1181.92
WILLTEC,243.11
WILMAR DIESEL,4.1924
WISA COMERCIO E INDUSTRIA DE AUTOPEÇAS LTDA - ME,128.78
WORLDFLEX IND. E COM. DE PECAS AUTOMOTIVAS,740.44
YIMING,119.29
YIMING PARTS,5485.39
Z F DO BRASIL S/A,654.622964
ZAADA METAIS LTDA. EPP,101.39999999999999
ZAVA,178.96384999999998
ZEMATEC,1078.660805
ZEN,160835.4916
ZETTA,635.1
ZF BRASIL,1125.766
ZF DO BRASIL (SACHS),39283.556648
ZF DO BRASIL LTDA,124040.66
ZINNI & GUELL,61727.28
ZINNI E GUELL,2316.238475
ZL BRASIL,13379.849692
ZLG,45.17
ZM,135035.34040000002
ZP INDUSTRIA E COMERCIO DE PEÇAS LTDA.,4813.35
ZTL DO BRASIL COMERCIO EXTERIOR LTDA. (ROLAMENTOS),348.84
ZZADESIVA BRASIL,661.1099999999999
ZZFERTGEO,542.78
ZZFITAM,633.5
ZZKELTEK,1052.99
ZZLIXEIRA,252828.25
ZZLM,106.80000000000001
bosch,196279.14
ima,285150.1310081403
mte,143034.15
