,Price,Price,Price,Price,Price,Price,Price,Price,Price,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,sum_min_quantity
supplier,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,
key,,,,,,,,,,,,,,,,,,,
mtethomsonvt25482,41.91,,,46.5,,,,,,0.0,,,15.0,,,,,,0.0
mtethomsonvt25682,78.77,,,69.78,,,,,,0.0,,,7.0,,,,,,7.0
mtethomsonvt26582,72.34,,,59.45,,,,,,0.0,,,9.0,,,,,,9.0
mtethomsonvt26987,170.33,,,156.94,,,,,,0.0,,,1.0,,,,,,1.0
mtethomsonvt27189,73.77,,,53.75,,,,,,0.0,,,24.0,,,,,,24.0
mtethomsonvt28282,120.73,,,105.33,,,,,,0.0,,,1.0,,,,,,1.0
mtethomsonvt28880,42.7,,,31.35,,,,,,0.0,,,5.0,,,,,,5.0
mtethomsonvt28887,39.65,,,31.03,,,,,,0.0,,,19.0,,,,,,19.0
mtethomsonvt29487,119.34,,,41.14,,,,,,0.0,,,26.0,,,,,,26.0
mtethomsonvt29792,52.34,,,41.26,,,,,,0.0,,,2.0,,,,,,2.0
mtethomsonvt29975,47.68,,,43.43,,,,,,0.0,,,1.0,,,,,,1.0
mtethomsonvt29990,50.19,,,42.99,,,,,,0.0,,,1.0,,,,,,1.0
mtethomsonvt30992,87.1,,,86.35,,,,,,0.0,,,1.0,,,,,,1.0
mtethomsonvt31392,61.07,,,49.36,,,,,,0.0,,,33.0,,,,,,33.0
mtethomsonvt31795,152.54,,,128.08,,,,,,0.0,,,10.0,,,,,,10.0
mtethomsonvt32782,67.57,,,66.44,,,,,,0.0,,,3.0,,,,,,3.0
mtethomsonvt32992,73.87,,,79.83,,,,,,0.0,,,1.0,,,,,,0.0
mtethomsonvt34987,64.8,,,54.18,,,,,,0.0,,,21.0,,,,,,21.0
mtethomsonvt36087,143.71,,,121.59,,,,,,0.0,,,1.0,,,,,,1.0
mtethomsonvt37089,69.75,,,46.52,,,,,,0.0,,,14.0,,,,,,14.0
mtethomsonvt37292,78.09,,,90.28,,,,,,0.0,,,5.0,,,,,,0.0
mtethomsonvt37382,106.24,,,115.18,,,,,,0.0,,,4.0,,,,,,0.0
mtethomsonvt38782,90.04,,,64.26,,,,,,0.0,,,38.0,,,,,,38.0
mtethomsonvt39192,110.86,,,99.69,,,,,,0.0,,,3.0,,,,,,3.0
mtethomsonvt40182,232.61,,,215.0,,,,,,0.0,,,2.0,,,,,,2.0
mtethomsonvt421100,356.77,,,298.72,,,,,,0.0,,,3.0,,,,,,3.0
mtethomsonvt42682,,,,55.4,50.31,,,,,,,,4.0,0.0,,,,,0.0
mtethomsonvt43182,195.85,,,176.11,,,,,,0.0,,,2.0,,,,,,2.0
mtethomsonvt43382,52.86,,,43.35,,,,,,0.0,,,27.0,,,,,,27.0
mtethomsonvt44382,119.89,,,80.38,,,,,,0.0,,,18.0,,,,,,18.0
mtethomsonvt46090,158.96,,,138.64,,,,,,0.0,,,19.0,,,,,,19.0
mtethomsonvt46382,100.04,,,69.26,,,,,,0.0,,,3.0,,,,,,3.0
mtethomsonvt46792,107.91,,,76.35,,,,,,0.0,,,11.0,,,,,,11.0
mtethomsonvt48689,107.34,,,86.35,,,,,,0.0,,,17.0,,,,,,17.0
mtethomsonvt50489,52.1,,,46.5,,,,,,0.0,,,9.0,,,,,,9.0
mtethomsonvt50687,132.41,,,156.94,,,,,,0.0,,,1.0,,,,,,0.0
mtethomsonvt632103,208.62,,,171.79,,,,,,0.0,,,16.0,,,,,,16.0
nakatan244,87.32,,,,190.51,,,,,0.0,,,,0.0,,,,,0.0
ngkdcpr8en,31.39,,,,,,21.14,,,0.0,,,,,,22.0,,,22.0
ngkdifr6d11d,90.61,,,,,,76.7,,,0.0,,,,,,11.0,,,11.0
ngkdilfr6d11d,131.52,,,,,,75.28,,,0.0,,,,,,11.0,,,11.0
ngkdilfr6d8d,109.25,,,,,,79.05,,,0.0,,,,,,19.0,,,19.0
ngkfr6ed,31.5,,,,,,19.94,,,0.0,,,,,,11.0,,,11.0
ngkfr6eid,65.97,,,,,,57.24,,,0.0,,,,,,33.0,,,33.0
ngkfr6f11dk,54.48,,,,,,31.6,,,0.0,,,,,,22.0,,,22.0
ngkfr7ddeg,24.76,,,,,,17.9,,,0.0,,,,,,11.0,,,11.0
ngkfr7dpdeg,137.33,,,,,,31.02,,,0.0,,,,,,11.0,,,11.0
ngkifr6t11,145.31,,,,,,57.99,,,0.0,,,,,,4.0,,,4.0
ngkiltr5k13,118.11,,,,,,82.85,,,0.0,,,,,,11.0,,,11.0
ngkizfr6k11ds,89.04,,,,,,70.4,,,0.0,,,,,,11.0,,,11.0
ngkizfr6k13dn,86.57,,,,,,75.28,,,0.0,,,,,,11.0,,,11.0
ngkizkr8c10d,116.47,,,,,,79.74,,,0.0,,,,,,33.0,,,33.0
ngklkr7dde,28.62,,,,,,22.96,,,0.0,,,,,,22.0,,,22.0
ngkpfr7s8eg,115.5,,,,,,76.14,,,0.0,,,,,,26.0,,,26.0
ngkptr6f13,89.59,,,,,,62.96,,,0.0,,,,,,33.0,,,33.0
ngkscf01,98.9,,,,,,91.98,,,0.0,,,,,,11.0,,,11.0
ngkscf02,90.06,,,,,,81.97,,,0.0,,,,,,33.0,,,33.0
ngkscf30,110.83,,,,,,87.8,,,0.0,,,,,,33.0,,,33.0
ngkscf35,144.97,,,,,,97.23,,,0.0,,,,,,33.0,,,33.0
ngkscg101,127.95,,,,,,100.45,,,0.0,,,,,,33.0,,,33.0
ngkscg102,140.02,,,,,,117.05,,,0.0,,,,,,11.0,,,11.0
ngkscg61,90.27,,,,,,65.41,,,0.0,,,,,,12.0,,,12.0
ngkscg62,65.04,,,,,,44.64,,,0.0,,,,,,4.0,,,4.0
ngkscg63,60.68,,,,,,45.19,,,0.0,,,,,,4.0,,,4.0
ngkscg64,88.05,,,,,,64.1,,,0.0,,,,,,11.0,,,11.0
ngkscg65,118.61,,,,,,90.46,,,0.0,,,,,,22.0,,,22.0
ngkscg66,120.9,,,,,,95.7,,,0.0,,,,,,26.0,,,26.0
ngkscg73,106.54,,,,,,92.2,,,0.0,,,,,,33.0,,,33.0
ngkscg76,132.44,,,,,,104.35,,,0.0,,,,,,11.0,,,11.0
ngkscg77,176.93,,,,,,112.33,,,0.0,,,,,,4.0,,,4.0
ngkscg79,167.9,,,,,,144.03,,,0.0,,,,,,11.0,,,11.0
ngkscg81,200.68,,,,,,124.84,,,0.0,,,,,,8.0,,,8.0
ngkscn08,190.96,,,,,,173.7,,,0.0,,,,,,33.0,,,33.0
ngkscr11,117.35,,,,,,89.83,,,0.0,,,,,,15.0,,,15.0
ngkscr13,140.02,,,,,,105.22,,,0.0,,,,,,11.0,,,11.0
ngkscr16,119.27,,,,,,86.48,,,0.0,,,,,,11.0,,,11.0
ngksct02,166.62,,,,,,126.24,,,0.0,,,,,,4.0,,,4.0
ngksct06,89.82,,,,,,73.05,,,0.0,,,,,,33.0,,,33.0
ngksct07,76.89,,,,,,57.19,,,0.0,,,,,,11.0,,,11.0
ngksct09,83.72,,,,,,72.34,,,0.0,,,,,,33.0,,,33.0
ngksct46,76.5,,,,,,61.33,,,0.0,,,,,,11.0,,,11.0
ngksct54,68.9,,,,,,50.51,,,0.0,,,,,,33.0,,,33.0
ngksct63,147.24,,,,,,112.49,,,0.0,,,,,,4.0,,,4.0
ngksct64,99.9,,,,,,71.03,,,0.0,,,,,,22.0,,,22.0
ngksct65,93.32,,,,,,71.03,,,0.0,,,,,,22.0,,,22.0
ngksct66,106.9,,,,,,90.68,,,0.0,,,,,,33.0,,,33.0
ngksct67,107.83,,,,,,92.43,,,0.0,,,,,,33.0,,,33.0
ngkscy01,161.44,,,,,,139.08,,,0.0,,,,,,22.0,,,22.0
ngksilkr7c8de,138.45,,,,,,111.19,,,0.0,,,,,,15.0,,,15.0
ngksilzkr7c11ds,127.46,,,,,,111.19,,,0.0,,,,,,22.0,,,22.0
ngkstf22,102.35,,,,,,80.85,,,0.0,,,,,,11.0,,,11.0
ngkstf27,102.21,,,,,,76.03,,,0.0,,,,,,4.0,,,4.0
ngkstv01,97.35,,,,,,77.77,,,0.0,,,,,,22.0,,,22.0
ngkstv02,99.45,,,,,,74.6,,,0.0,,,,,,33.0,,,33.0
ngkstv03,86.6,,,,,,84.29,,,0.0,,,,,,33.0,,,33.0
ngkstv09,106.54,,,,,,85.44,,,0.0,,,,,,4.0,,,4.0
ngkstv12,67.96,,,,,,55.14,,,0.0,,,,,,33.0,,,33.0
ngkstv13,109.25,,,,,,93.45,,,0.0,,,,,,33.0,,,33.0
ngkstv17,143.95,,,,,,121.07,,,0.0,,,,,,33.0,,,33.0
ngkstv18,123.28,,,,,,101.56,,,0.0,,,,,,11.0,,,11.0
ngkstv19,153.79,,,,,,117.89,,,0.0,,,,,,15.0,,,15.0
ngkstv24,192.72,,,,,,137.82,,,0.0,,,,,,33.0,,,33.0
ngkstv25,157.56,,,,,,138.37,,,0.0,,,,,,33.0,,,33.0
ngkstv30,180.16,,,,,,142.0,,,0.0,,,,,,26.0,,,26.0
ngkstv32,132.41,,,,,,109.89,,,0.0,,,,,,11.0,,,11.0
ngkstv38,153.17,,,,,,114.1,,,0.0,,,,,,11.0,,,11.0
ngkstv42,140.9,,,,,,121.06,,,0.0,,,,,,26.0,,,26.0
ngkstv43,175.03,,,,,,148.72,,,0.0,,,,,,22.0,,,22.0
ngktr5,23.64,,,,,,13.49,,,0.0,,,,,,33.0,,,33.0
ngktr55,23.64,,,,,,13.49,,,0.0,,,,,,11.0,,,11.0
ngku1092,91.8,,,,,,78.37,,,0.0,,,,,,15.0,,,15.0
ngku1093,153.85,,,,,,139.31,,,0.0,,,,,,26.0,,,26.0
ngku2001,158.31,,,,,,116.79,,,0.0,,,,,,22.0,,,22.0
ngku2003,285.94,,,,,,189.08,,,0.0,,,,,,11.0,,,11.0
ngku2005,213.35,,,,,,158.57,,,0.0,,,,,,4.0,,,4.0
ngku2007,277.9,,,,,,191.89,,,0.0,,,,,,26.0,,,26.0
ngku2008,234.9,,,,,,198.56,,,0.0,,,,,,26.0,,,26.0
ngku2018,405.03,,,,,,289.42,,,0.0,,,,,,8.0,,,8.0
ngku2031,227.44,,,,,,179.04,,,0.0,,,,,,22.0,,,22.0
ngku2078,178.7,,,,,,148.77,,,0.0,,,,,,15.0,,,15.0
ngku2079,178.9,,,,,,142.98,,,0.0,,,,,,33.0,,,33.0
ngku2105,331.9,,,,,,299.27,,,0.0,,,,,,11.0,,,11.0
ngku5001,109.37,,,,,,72.61,,,0.0,,,,,,22.0,,,22.0
ngku5029,193.93,,,,,,165.06,,,0.0,,,,,,26.0,,,26.0
ngku5067,243.17,,,,,,153.7,,,0.0,,,,,,33.0,,,33.0
ngku5134,257.14,,,,,,181.9,,,0.0,,,,,,4.0,,,4.0
ngku5136,163.77,,,,,,98.46,,,0.0,,,,,,4.0,,,4.0
ngku5145,305.34,,,,,,196.27,,,0.0,,,,,,22.0,,,22.0
ngku5316,150.01,,,,,,125.92,,,0.0,,,,,,33.0,,,33.0
ngku5329,244.21,,,,,,184.13,,,0.0,,,,,,33.0,,,33.0
ngku6004,474.66,,,,,,375.7,,,0.0,,,,,,8.0,,,8.0
ngku6036,349.04,,,,,,276.06,,,0.0,,,,,,15.0,,,15.0
ngku6043,466.9,,,,,,434.52,,,0.0,,,,,,4.0,,,4.0
ngkzfr5fgp,34.19,,,,,,25.82,,,0.0,,,,,,4.0,,,4.0
ngkzfr6j11d,36.54,,,,,,23.76,,,0.0,,,,,,11.0,,,11.0
ngkzfr6pg,34.12,,,,,,23.34,,,0.0,,,,,,11.0,,,11.0
ngkzfr7rg,29.11,,,,,,23.34,,,0.0,,,,,,11.0,,,11.0
nytron7786ny,38.57,,,,,,45.98,,,0.0,,,,,,4.0,,,0.0
olimpic14112,,,,26.17,,,17.03,,,,,,7.0,,,4.0,,,4.0
olimpic20259,66.83,,,64.65,,,,,,0.0,,,7.0,,,,,,7.0
olimpic21558,13.82,,,12.5,,,,,,0.0,,,4.0,,,,,,4.0
olimpic21561,48.86,,,32.19,,,,,,0.0,,,7.0,,,,,,7.0
olimpic21628,18.0,,,11.88,,,,,,0.0,,,16.0,,,,,,16.0
originalkitok02021,,,,90.27,,105.48,,,,,,,6.0,,0.0,,,,6.0
originalkitok02027,,,,119.97,,136.97,,,,,,,2.0,,0.0,,,,2.0
originalkitok02028,,,,84.02,,95.92,,,,,,,7.0,,0.0,,,,7.0
originalkitok02033,,,,130.26,,152.23,,,,,,,2.0,,0.0,,,,2.0
originalkitok02034,,,,38.46,,45.67,,,,,,,13.0,,0.0,,,,13.0
originalkitok02035,,,,120.65,,148.2,,,,,,,2.0,,0.0,,,,2.0
originalkitok03030,,,,42.61,,49.8,,,,,,,34.0,,0.0,,,,34.0
originalkitok03031,,,,49.99,,59.34,,,,,,,4.0,,0.0,,,,4.0
originalkitok03032,,,,54.26,,64.42,,,,,,,4.0,,0.0,,,,4.0
originalkitok03036,,,,41.94,,49.8,,,,,,,8.0,,0.0,,,,8.0
originalkitok04040,,,,61.82,,72.25,,,,,,,5.0,,0.0,,,,5.0
originalkitok04041,,,,62.88,,71.78,,,,,,,2.0,,0.0,,,,2.0
originalkitok04042,,,,47.01,,55.81,,,,,,,9.0,,0.0,,,,9.0
originalkitok04043,,,,67.52,,78.9,,,,,,,3.0,,0.0,,,,3.0
originalkitok04044,,,,63.36,,71.78,,,,,,,5.0,,0.0,,,,5.0
originalkitok04045,,,,61.07,,71.56,,,,,,,2.0,,0.0,,,,2.0
originalkitok04046,,,,308.13,,351.79,,,,,,,2.0,,0.0,,,,2.0
originalkitok04048,,,,105.52,,120.47,,,,,,,2.0,,0.0,,,,2.0
originalkitok04049,,,,81.77,,93.37,,,,,,,1.0,,0.0,,,,1.0
originalkitok04051,,,,113.0,,156.53,,,,,,,8.0,,0.0,,,,8.0
originalkitok04054,,,,229.4,,254.84,,,,,,,2.0,,0.0,,,,2.0
originalkitok04801,,,,49.59,,56.62,,,,,,,1.0,,0.0,,,,1.0
originalkitok06061,,,,359.77,,413.91,,,,,,,1.0,,0.0,,,,1.0
originalkitok07070,,,,91.59,,105.38,,,,,,,2.0,,0.0,,,,2.0
originalkitok07073,,,,190.38,,226.05,,,,,,,2.0,,0.0,,,,2.0
originalkitok07074,,,,60.7,,70.94,,,,,,,1.0,,0.0,,,,1.0
originalkitok07075,,,,95.07,,112.29,,,,,,,5.0,,0.0,,,,5.0
originalkitok08087,,,,115.81,,136.78,,,,,,,3.0,,0.0,,,,3.0
originalkitok1006tz,,,,92.72,,112.1,,,,,,,12.0,,0.0,,,,12.0
originalkitok1007tz,,,,120.85,,146.13,,,,,,,2.0,,0.0,,,,2.0
originalkitok157h,,,,183.22,,201.99,,,,,,,1.0,,0.0,,,,1.0
originalkitok166h,,,,178.29,,196.54,,,,,,,1.0,,0.0,,,,1.0
originalkitok401tz,,,,40.9,,50.24,,,,,,,8.0,,0.0,,,,8.0
originalkitok402tz,,,,37.8,,46.42,,,,,,,5.0,,0.0,,,,5.0
originalkitok414tz,,,,119.09,,146.28,,,,,,,3.0,,0.0,,,,3.0
originalkitok505tz,,,,64.32,,77.78,,,,,,,2.0,,0.0,,,,2.0
originalkitok700tz,,,,59.23,,69.96,,,,,,,1.0,,0.0,,,,1.0
originalkitok804tz,,,,97.87,,115.6,,,,,,,1.0,,0.0,,,,1.0
oritruck1041,,,,,126.42,309.66,,,,,,,,0.0,0.0,,,,0.0
oritruck1128,,,,,112.6,114.72,,,,,,,,0.0,0.0,,,,0.0
oritruck3016,,,,,201.55,600.65,,,,,,,,0.0,0.0,,,,0.0
oritruck4143,,,,,95.46,141.53,,,,,,,,0.0,0.0,,,,0.0
oritruck5007,,,,,94.56,109.93,,,,,,,,0.0,0.0,,,,0.0
oritruck5088,,,,,100.62,157.19,,,,,,,,0.0,0.0,,,,0.0
oritruck5100,,,,,120.05,164.2,,,,,,,,0.0,0.0,,,,0.0
oritruck5101,,,,,242.73,164.2,,,,,,,,0.0,0.0,,,,0.0
oritruck8540,,,,,231.0,271.5,,,,,,,,0.0,0.0,,,,0.0
oritruck8541,,,,,127.4,179.99,,,,,,,,0.0,0.0,,,,0.0
perfectamd4788,490.94,,,,,445.53,,,,0.0,,,,,0.0,,,,0.0
perfectbd0814,121.35,,,,,217.05,,,,0.0,,,,,0.0,,,,0.0
perfectbdj2016,280.5,,,,,335.15,,,,0.0,,,,,0.0,,,,0.0
perfectbdj5227,164.38,,,,,176.67,,,,0.0,,,,,0.0,,,,0.0
perfectbdj9009,77.5,,,,,289.26,,,,0.0,,,,,0.0,,,,0.0
perfectbdj9010,91.32,,,,,289.26,,,,0.0,,,,,0.0,,,,0.0
perfectbra3520,166.71,,,,,165.17,,,,0.0,,,,,0.0,,,,0.0
perfectcir0401,,,,,,71.29,49.36,,,,,,,,0.0,11.0,,,11.0
perfectcir0810,,,,,,54.74,70.89,,,,,,,,0.0,15.0,,,0.0
perfectjhc0216,,,,,,145.97,123.61,,,,,,,,0.0,4.0,,,4.0
perfectjhc0220,,,,,,181.46,149.17,,,,,,,,0.0,26.0,,,26.0
perfectjhc0232,,,,,,145.1,118.48,,,,,,,,0.0,11.0,,,11.0
perfectjhc0240,,,,,,210.86,178.57,,,,,,,,0.0,4.0,,,4.0
perfectjhc0846,,,,,,280.65,183.02,,,,,,,,0.0,4.0,,,4.0
perfectkjh0106,,,,,,201.15,170.32,,,,,,,,0.0,15.0,,,15.0
perfectkjh0115,,,,,,243.89,210.75,,,,,,,,0.0,15.0,,,15.0
perfectkjh0123,,,,,,205.66,174.17,,,,,,,,0.0,11.0,,,11.0
perfectkjh0127,205.26,,,,,170.16,,,,0.0,,,,,0.0,,,,0.0
perfectkjh0137,,,,,,208.12,179.83,,,,,,,,0.0,19.0,,,19.0
perfectkjh0210,,,,,,155.97,125.65,,,,,,,,0.0,15.0,,,15.0
perfectkjh0211,,,,,,140.39,140.23,,,,,,,,0.0,22.0,,,22.0
perfectkjh0214,,,,,,147.53,124.94,,,,,,,,0.0,8.0,,,8.0
perfectkjh0216,,,,,,166.99,108.91,,,,,,,,0.0,4.0,,,4.0
perfectkjh0220,,,,,,114.53,106.1,,,,,,,,0.0,22.0,,,22.0
perfectkjh0223,,,,,,116.82,96.08,,,,,,,,0.0,33.0,,,33.0
perfectkjh0227,,,,,,152.1,141.14,,,,,,,,0.0,33.0,,,33.0
perfectkjh0228,,,,,,193.94,158.35,,,,,,,,0.0,26.0,,,26.0
perfectkjh0229,,,,,,191.18,161.2,,,,,,,,0.0,11.0,,,11.0
perfectkjh0235,,,,,,175.1,148.29,,,,,,,,0.0,26.0,,,26.0
perfectkjh0241,,,,,,246.61,198.71,,,,,,,,0.0,4.0,,,4.0
perfectkjh0247,,,,,,159.14,123.46,,,,,,,,0.0,11.0,,,11.0
perfectkjh0248,,,,,,152.12,154.8,,,,,,,,0.0,11.0,,,0.0
perfectkjh0249,,,,,,186.33,149.31,,,,,,,,0.0,11.0,,,11.0
perfectkjh0250,,,,,,149.18,148.01,,,,,,,,0.0,12.0,,,12.0
perfectkjh0251,203.95,,,,,194.31,,,,0.0,,,,,0.0,,,,0.0
perfectkjh0253,,,,,,113.52,99.3,,,,,,,,0.0,22.0,,,22.0
perfectkjh0264,,,,,,204.29,203.75,,,,,,,,0.0,19.0,,,19.0
perfectkjh0268,,,,,,207.34,175.58,,,,,,,,0.0,33.0,,,33.0
perfectkjh0271,,,,,,176.65,179.79,,,,,,,,0.0,4.0,,,0.0
perfectkjh0303,224.68,,,,,238.0,,,,0.0,,,,,0.0,,,,0.0
perfectkjh0304,,,,,,212.66,177.13,,,,,,,,0.0,4.0,,,4.0
perfectkjh0320,,,,,,248.42,210.35,,,,,,,,0.0,4.0,,,4.0
perfectkjh0322,,,,,,140.04,133.17,,,,,,,,0.0,22.0,,,22.0
perfectkjh0329,,,,,,187.84,191.15,,,,,,,,0.0,33.0,,,0.0
perfectkjh0331,,,,,,203.12,172.02,,,,,,,,0.0,11.0,,,11.0
perfectkjh0335,,,,,,209.11,176.33,,,,,,,,0.0,4.0,,,4.0
perfectkjh0345,,,,,,148.79,144.72,,,,,,,,0.0,33.0,,,33.0
perfectkjh0346,,,,,,159.89,153.8,,,,,,,,0.0,33.0,,,33.0
perfectkjh0602,,,,,,196.77,170.03,,,,,,,,0.0,33.0,,,33.0
perfectkjh0603,,,,,,196.77,170.03,,,,,,,,0.0,19.0,,,19.0
perfectkjh0607,,,,,,168.14,179.83,,,,,,,,0.0,19.0,,,0.0
perfectkjh0617,,,,,,268.38,175.03,,,,,,,,0.0,8.0,,,8.0
perfectkjh0704,,,,,,321.64,277.92,,,,,,,,0.0,12.0,,,12.0
perfectkjh0821,,,,,,261.65,215.11,,,,,,,,0.0,4.0,,,4.0
perfectkjh0834,,,,,,170.49,182.37,,,,,,,,0.0,8.0,,,0.0
perfectkjh0841,,,,,,207.53,170.6,,,,,,,,0.0,33.0,,,33.0
perfectkjh1042,,,,,,292.14,234.1,,,,,,,,0.0,4.0,,,4.0
perfectkjh1055,,,,,,202.97,166.87,,,,,,,,0.0,11.0,,,11.0
perfectkjh1056,179.44,,,,,189.19,202.29,,,0.0,,,,,0.0,8.0,,,0.0
perfectkjh1401,,,,,,369.01,341.7,,,,,,,,0.0,26.0,,,26.0
perfectkjh1402,,,,,,369.01,339.85,,,,,,,,0.0,11.0,,,11.0
perfectkjh1617,,,,,,133.11,116.34,,,,,,,,0.0,33.0,,,33.0
perfectkjh1618,,,,,,176.11,126.25,,,,,,,,0.0,12.0,,,12.0
perfectkjh1619,,,,,,133.54,100.18,,,,,,,,0.0,33.0,,,33.0
perfectkjh1820,,,,,,166.09,140.65,,,,,,,,0.0,4.0,,,4.0
perfectkjh2141,,,,,,220.06,180.63,,,,,,,,0.0,4.0,,,4.0
perfectkjh2151,,,,,,187.03,196.18,,,,,,,,0.0,26.0,,,0.0
perfectkjh3306,,,,,,260.46,123.85,,,,,,,,0.0,4.0,,,4.0
perfectkjh4181,305.48,,,,,305.45,,,,0.0,,,,,0.0,,,,0.0
perfectkjh5895,,,,,,214.48,173.17,,,,,,,,0.0,11.0,,,11.0
perfectkjh9604,,,,,,158.19,133.94,,,,,,,,0.0,15.0,,,15.0
perfectpvi0131,130.0,,,,,,49.68,,,0.0,,,,,,33.0,,,33.0
perfectpvi0700,,,,,,115.31,96.67,,,,,,,,0.0,12.0,,,12.0
perfectpvi1006,50.75,,,,,,49.92,,,0.0,,,,,,22.0,,,22.0
perfectpvi1007,50.75,,,,,,50.44,,,0.0,,,,,,22.0,,,22.0
perfectpvi1066,95.14,,,,,,65.22,,,0.0,,,,,,33.0,,,33.0
perfecttdi0150,69.14,,,,,,53.24,,,0.0,,,,,,11.0,,,11.0
perfecttdi1102,,,,,,54.41,53.44,,,,,,,,0.0,33.0,,,33.0
perfecttdi1114,71.88,,,,,,62.64,,,0.0,,,,,,33.0,,,33.0
perfecttdi6732,46.94,,,,,,57.13,,,0.0,,,,,,4.0,,,0.0
powerstop2311,,,,338.01,377.75,,,,,,,,2.0,0.0,,,,,2.0
rikkopartsrk1189,,,,226.04,,289.68,,,,,,,2.0,,0.0,,,,2.0
rikkopartsrk2108,,,,118.9,,155.8,,,,,,,3.0,,0.0,,,,3.0
rikkopartsrk4028,,,,122.62,,149.02,,,,,,,5.0,,0.0,,,,5.0
rikkopartsrk4029,,,,206.2,,274.81,,,,,,,2.0,,0.0,,,,2.0
rikkopartsrk4030,,,,266.13,,349.08,,,,,,,2.0,,0.0,,,,2.0
rikkopartsrk4037,,,,124.58,,149.02,,,,,,,2.0,,0.0,,,,2.0
rikkopartsrk8072,,,,152.89,,182.9,,,,,,,4.0,,0.0,,,,4.0
rikkopartsrk8076,,,,226.04,,289.68,,,,,,,2.0,,0.0,,,,2.0
sampel1005,10.98,,,,,13.13,,,,0.0,,,,,0.0,,,,0.0
sampel1015,23.35,,,,,28.82,,,,0.0,,,,,0.0,,,,0.0
sampel1034,44.97,,,,,52.29,,,,0.0,,,,,0.0,,,,0.0
sampel1047,,,,12.84,,20.05,,,,,,,2.0,,0.0,,,,2.0
sampel1072,81.72,,,,,66.5,,,,0.0,,,,,0.0,,,,0.0
sampel1073,101.94,,,,,123.02,,,,0.0,,,,,0.0,,,,0.0
sampel1075,54.59,,,,,65.75,,,,0.0,,,,,0.0,,,,0.0
sampel1076,24.95,,,,,21.07,,,,0.0,,,,,0.0,,,,0.0
sampel1077,25.74,,,,,30.44,,,,0.0,,,,,0.0,,,,0.0
sampel1078,110.44,,,,,96.7,,,,0.0,,,,,0.0,,,,0.0
sampel1084,117.67,,,,,112.35,,,,0.0,,,,,0.0,,,,0.0
sampel1089,71.82,,,,,86.12,,,,0.0,,,,,0.0,,,,0.0
sampel1090,167.31,,,,,205.26,,,,0.0,,,,,0.0,,,,0.0
sampel1093,105.8,,,,,129.06,,,,0.0,,,,,0.0,,,,0.0
sampel1095,223.14,,,,,280.46,,,,0.0,,,,,0.0,,,,0.0
sampel1098,64.15,,,,,78.11,,,,0.0,,,,,0.0,,,,0.0
sampel1154,260.46,,,,,326.44,,,,0.0,,,,,0.0,,,,0.0
sampel1305,62.8,,,,,76.58,,,,0.0,,,,,0.0,,,,0.0
sampel1307b,109.53,,,,,131.64,,,,0.0,,,,,0.0,,,,0.0
sampel1308b,109.53,,,,,131.64,,,,0.0,,,,,0.0,,,,0.0
sampel1321,38.95,,,,,46.02,,,,0.0,,,,,0.0,,,,0.0
sampel1322,48.9,,,,,46.02,,,,0.0,,,,,0.0,,,,0.0
sampel1323,53.66,,,,,58.57,,,,0.0,,,,,0.0,,,,0.0
sampel1325,52.31,,,,,61.14,,,,0.0,,,,,0.0,,,,0.0
sampel1326,74.57,,,,,61.14,,,,0.0,,,,,0.0,,,,0.0
sampel2426,16.5,,,,,22.69,,,,0.0,,,,,0.0,,,,0.0
sampel2427,20.13,,,,,23.45,,,,0.0,,,,,0.0,,,,0.0
sampel2569,19.92,,,,,16.28,,,,0.0,,,,,0.0,,,,0.0
sampel2705,31.44,,,,,39.04,,,,0.0,,,,,0.0,,,,0.0
sampel2713,,,,224.98,,362.87,,,,,,,2.0,,0.0,,,,2.0
sampel2722,69.5,,,,,65.22,,,,0.0,,,,,0.0,,,,0.0
sampel2744,137.49,,,,,163.53,,,,0.0,,,,,0.0,,,,0.0
sampel2756,35.12,,,,,40.62,,,,0.0,,,,,0.0,,,,0.0
sampel2758,94.11,,,,,85.97,,,,0.0,,,,,0.0,,,,0.0
sampel3001,16.48,,,,,17.67,,,,0.0,,,,,0.0,,,,0.0
sampel3003,24.62,,,,,23.65,,,,0.0,,,,,0.0,,,,0.0
sampel3006,103.28,,,,,117.09,,,,0.0,,,,,0.0,,,,0.0
sampel3007,116.4,,,,,116.83,,,,0.0,,,,,0.0,,,,0.0
sampel3008,27.21,,,,,32.89,,,,0.0,,,,,0.0,,,,0.0
sampel3015,,,,37.02,,55.93,,,,,,,4.0,,0.0,,,,4.0
sampel3016,24.68,,,,,22.5,,,,0.0,,,,,0.0,,,,0.0
sampel3026,81.41,,,,,102.04,,,,0.0,,,,,0.0,,,,0.0
sampel3027,80.19,,,,,97.88,,,,0.0,,,,,0.0,,,,0.0
sampel3069,97.44,,,,,105.94,,,,0.0,,,,,0.0,,,,0.0
sampel3101,30.65,,,,,30.27,,,,0.0,,,,,0.0,,,,0.0
sampel3112,122.38,,,,,147.31,,,,0.0,,,,,0.0,,,,0.0
sampel3116,,,,42.56,,71.74,,,,,,,1.0,,0.0,,,,1.0
