Filial;Produto;Descricao;NCM;Disponivel;Preco;Marca;Cód.Fabricante
2-SP;869693;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;7;274,39;MONROE                        ;SP144
2-SP;869709;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;267,71;MONROE                        ;SP145
2-SP;869716;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;> 10.00   ;347,96;MONROE                        ;SP342
2-SP;869723;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;7;356,65;MONROE                        ;SP343
2-SP;869730;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;3;199,52;MONROE                        ;SP344
2-SP;869747;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;161,71;MONROE                        ;334469MM
2-SP;869754;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;2;325,48;MONROE                        ;SP110D
2-SP;869761;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;8;333,58;MONROE                        ;SP111
2-SP;869778;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;306,88;MONROE                        ;SP831
2-SP;869785;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;0;269,07;MONROE                        ;808184MM
2-SP;869792;BOLSA DE AR SUSPENSÃO CABINE                                          ;87088000;0;372,83;MONROE                        ;16024
2-SP;869808;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;0;287,99;MONROE                        ;23983
2-SP;869815;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;154,58;MONROE                        ;334001MM
2-SP;869822;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;161,73;MONROE                        ;334002MM
2-SP;869839;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;172,51;MONROE                        ;334010MM
2-SP;869846;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;4;205,04;MONROE                        ;334011MM
2-SP;869853;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;4;211,25;MONROE                        ;334012MM
2-SP;869860;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;4;161,5;MONROE                        ;334017MM
2-SP;869877;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;179,93;MONROE                        ;379022SP
2-SP;869884;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;157,74;MONROE                        ;334213MM
2-SP;869891;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;2;341,06;MONROE                        ;808052MM
2-SP;869907;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;0;295,54;MONROE                        ;808058MM
2-SP;869914;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;292,48;MONROE                        ;808059MM
2-SP;869921;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;6;150,58;MONROE                        ;334075MM
2-SP;869938;AMORTECEDOR DA SUSPENSÃO TRAS GAS PREMIUM GOLD                        ;87088000;4;155,74;MONROE                        ;27094
2-SP;869952;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;4;174,43;MONROE                        ;334096MM
2-SP;869969;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;4;200,17;MONROE                        ;334097MM
2-SP;869976;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;168,43;MONROE                        ;27101
2-SP;869983;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;3;152;MONROE                        ;334105MM
2-SP;869990;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;5;219,18;MONROE                        ;808108MM
2-SP;870620;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;189,57;MONROE                        ;34228MM
2-SP;870637;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;200,26;MONROE                        ;334229MM
2-SP;870668;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;197,59;MONROE                        ;334230MM
2-SP;870712;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;207,99;MONROE                        ;334242MM
2-SP;870729;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;8;194,11;MONROE                        ;379008SP
2-SP;870774;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;190,5;MONROE                        ;334278MM
2-SP;870804;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;160,37;MONROE                        ;334280MM
2-SP;870811;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;190,71;MONROE                        ;334279MM
2-SP;870828;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;171,53;MONROE                        ;334281MM
2-SP;870835;AMORTECEDOR DA SUSPENSÃO TRAS GAS PREMIUM GOLD                        ;87088000;2;193,61;MONROE                        ;27262
2-SP;870842;AMORTECEDOR DA SUSPENSÃO CAMINHÃO CONVENCIONAL                        ;87088000;0;175,68;MONROE                        ;27283
2-SP;870859;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;0;187,7;MONROE                        ;54519
2-SP;870866;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;152,34;MONROE                        ;54517
2-SP;870873;AMORTECEDOR DA SUSPENSÃO TRAS GAS PREMIUM GOLD                        ;87088000;0;133,59;MONROE                        ;27299
2-SP;870880;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;176,9;MONROE                        ;334314MM
2-SP;870897;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;> 10.00   ;194,75;MONROE                        ;27327
2-SP;870903;AMORTECEDOR DA SUSPENSÃO TRAS GAS PREMIUM GOLD                        ;87088000;0;155,24;MONROE                        ;27329
2-SP;870910;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;169,65;MONROE                        ;334333MM
2-SP;870927;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;4;229,72;MONROE                        ;808336MM
2-SP;870934;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;2;232,02;MONROE                        ;808337MM
2-SP;870941;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;4;246,8;MONROE                        ;808378MM
2-SP;870958;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;4;246,8;MONROE                        ;M808378MM
2-SP;870965;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;6;191,23;MONROE                        ;334480MM
2-SP;870972;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;4;211,86;MONROE                        ;M334483MM
2-SP;870989;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;205,05;MONROE                        ;M334419MM
2-SP;870996;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;216,1;MONROE                        ;334494MM
2-SP;871153;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;2;233,18;MONROE                        ;M334495MM
2-SP;871160;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;214,15;MONROE                        ;M334396MM
2-SP;871177;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;168,22;MONROE                        ;334506MM
2-SP;871184;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;185,68;MONROE                        ;334507MM
2-SP;871191;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;228,22;MONROE                        ;M334514MM
2-SP;871207;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;8;267,85;MONROE                        ;334515MM
2-SP;871214;AMORTECEDOR DA SUSPENSÃO TRAS GAS PREMIUM GOLD                        ;87088000;8;232,81;MONROE                        ;379523SP
2-SP;871221;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;0;201,58;MONROE                        ;54521
2-SP;871238;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;145,11;MONROE                        ;M334826MM
2-SP;871245;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;6;184,57;MONROE                        ;M334930MM
2-SP;871252;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;4;327,07;MONROE                        ;M53ZSP996
2-SP;871269;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;2;327,07;MONROE                        ;M53ZSP997
2-SP;871283;AMORTECEDOR DA SUSPENSÃO DIANT. SENSA TRAC                            ;87088000;4;234,55;MONROE                        ;37081
2-SP;871290;AMORTECEDOR DA SUSPENSÃO TRAS. SENSA-TRAC                             ;87088000;2;223,91;MONROE                        ;37082
2-SP;871306;AMORTECEDOR DA SUSPENSÃO DIANT. SENSA TRAC                            ;87088000;0;227,18;MONROE                        ;37083
2-SP;871313;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;201,74;MONROE                        ;M59P37161
2-SP;871320;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;178,2;MONROE                        ;M59P37162
2-SP;871337;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;180,3;MONROE                        ;M53Z37281
2-SP;871351;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;1;231,27;MONROE                        ;M53Z37302
2-SP;871368;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;213,6;MONROE                        ;M53Z37310
2-SP;871375;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;216,07;MONROE                        ;M53Z37323
2-SP;871382;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;222,35;MONROE                        ;M53Z37327
2-SP;871399;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE DIANT                    ;87088000;0;128,42;MONROE                        ;37747
2-SP;871405;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE DIANT                    ;87088000;0;148,59;MONROE                        ;37876
2-SP;871412;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;3;201,04;MONROE                        ;M334880MM
2-SP;871429;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;0;202,01;MONROE                        ;M334881MM
2-SP;871436;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;4;141,79;MONROE                        ;M334953MM
2-SP;871443;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;0;215,97;MONROE                        ;M808008MM
2-SP;871481;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;245,57;MONROE                        ;M808034MM
2-SP;871498;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;152,29;MONROE                        ;M334041MM
2-SP;871641;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;142,78;MONROE                        ;38111
2-SP;871658;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;0;288,6;MONROE                        ;38060
2-SP;871665;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;139,77;MONROE                        ;379062SP
2-SP;871672;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;0;129,51;MONROE                        ;379063SP
2-SP;871689;AMORTECEDOR DA CABINE CONV.                                           ;87088000;0;125,87;MONROE                        ;38072
2-SP;871696;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;0;152,97;MONROE                        ;379146SP
2-SP;871702;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;2;176,18;MONROE                        ;M379150SP
2-SP;871719;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;146,21;MONROE                        ;379151SP
2-SP;871726;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;2;131,38;MONROE                        ;38152
2-SP;871733;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;0;306,52;MONROE                        ;38209
2-SP;871740;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;0;293,8;MONROE                        ;38253
2-SP;871757;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;4;167;MONROE                        ;M334258MM
2-SP;871764;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;8;164,25;MONROE                        ;M334259MM
2-SP;871771;AMORTECEDOR DE CABINE DIANT. CONVENCIONAL                             ;87088000;4;153,36;MONROE                        ;38260
2-SP;871788;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE DIANT                    ;87088000;0;154,91;MONROE                        ;38263
2-SP;871795;AMORTECEDOR DA SUSPENSÃO CABINE CONVENCIONAL                          ;87088000;0;160,59;MONROE                        ;38264
2-SP;871801;AMORTECEDOR DA SUSPENSÃO CABINE TRAS. CONVENCIONAL                    ;87088000;0;164,1;MONROE                        ;38268
2-SP;871818;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE                          ;87088000;0;160,85;MONROE                        ;38269
2-SP;871825;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE                          ;87088000;0;148,19;MONROE                        ;38272
2-SP;871832;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE                          ;87088000;0;216,86;MONROE                        ;38283
2-SP;871849;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;0;130,38;MONROE                        ;38297
2-SP;871856;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;6;107,87;MONROE                        ;379298SP
2-SP;871863;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;261,17;MONROE                        ;43804
2-SP;871870;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;0;400,95;MONROE                        ;43901
2-SP;871887;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;4;353,16;MONROE                        ;44441
2-SP;871894;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;299,14;MONROE                        ;44442
2-SP;871900;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;2;183,23;MONROE                        ;334077MM
2-SP;871917;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;149,11;MONROE                        ;334088MM
2-SP;871924;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;168,7;MONROE                        ;334089MM
2-SP;871931;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;4;154,55;MONROE                        ;334093MM
2-SP;871948;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;6;151,33;MONROE                        ;M334410MM
2-SP;871955;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;161,91;MONROE                        ;334395MM
2-SP;871962;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;133,68;MONROE                        ;M334394MM
2-SP;871979;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;251,72;MONROE                        ;54431
2-SP;871986;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;2;234,77;MONROE                        ;54442
2-SP;871993;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;145,43;MONROE                        ;M334446MM
2-SP;872044;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;151,15;MONROE                        ;M334447MM
2-SP;872051;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;193,76;MONROE                        ;54487
2-SP;872150;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;4;157,97;MONROE                        ;54488
2-SP;872181;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;0;219,53;MONROE                        ;54497
2-SP;872280;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;7;254,19;MONROE                        ;M59P05646
2-SP;872303;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;178,5;MONROE                        ;M59P05778
2-SP;872310;AMORTECEDOR DA SUSPENSÃO DIANT. MAGNUM                                ;87088000;0;312,15;MONROE                        ;65483
2-SP;872327;AMORTECEDOR DA SUSPENSÃO DIANT. RANCHO                                ;87088000;0;625,11;MONROE                        ;RS999123
2-SP;872334;AMORTECEDOR DA SUSPENSÃO DIANT. RANCHO                                ;87088000;0;217,08;MONROE                        ;BR620RS5609N
2-SP;872372;AMORTECEDOR DA SUSPENSÃO DIANT. SENSA TRAC                            ;87088000;2;472,65;MONROE                        ;M59P71377
2-SP;872389;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;331,94;MONROE                        ;71380
2-SP;872396;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;319,23;MONROE                        ;83761
2-SP;872402;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;672,02;MONROE                        ;72143
2-SP;872419;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;672,02;MONROE                        ;72144
2-SP;872426;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;445,9;MONROE                        ;M59P72199
2-SP;872433;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;445,9;MONROE                        ;M59P72200
2-SP;872440;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;2;452,14;MONROE                        ;M59P72562
2-SP;872457;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;0;236,71;MONROE                        ;83738
2-SP;872464;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM DIR.                      ;87088000;0;320,88;MONROE                        ;83760
2-SP;872471;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM ESQ.                      ;87088000;0;320,88;MONROE                        ;83761
2-SP;872488;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;0;253,22;MONROE                        ;84727
2-SP;872495;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;2;248,33;MONROE                        ;84731
2-SP;872501;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;4;193,67;MONROE                        ;M334732MM
2-SP;872518;AMORTECEDOR DA SUSPENSÃO TRAS. REFLEX                                 ;87088000;0;226,32;MONROE                        ;M5P911278
2-SP;872525;AMORTECEDOR DA SUSPENSÃO TRAS. REFLEX                                 ;87088000;0;381,85;MONROE                        ;M5P911304
2-SP;872532;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;0;356,16;MONROE                        ;808408MM
2-SP;872549;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;0;356,16;MONROE                        ;808409MM
2-SP;872556;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;1;233,84;MONROE                        ;94207
2-SP;872563;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE TRAS                     ;87088000;0;381,75;MONROE                        ;CB0004
2-SP;872570;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE DIANT                    ;87088000;0;330,48;MONROE                        ;CB0007
2-SP;872587;AMORTECEDOR DA SUSPENSÃO CONVENCIONAL CABINE DIANT                    ;87088000;0;321,53;MONROE                        ;CB0040
2-SP;872594;AMORTECEDOR DA SUSPENSÃO DIANT. ADVENTURE                             ;87088000;2;701,55;MONROE                        ;M54ND0036
2-SP;872600;AMORTECEDOR DA SUSPENSÃO DIANT. ADVENTURE                             ;87088000;2;306,15;MONROE                        ;D5470
2-SP;872617;AMORTECEDOR DA SUSPENSÃO ADVENTURE TRAS.                              ;87088000;4;317,17;MONROE                        ;D6442
2-SP;872624;AMORTECEDOR DA SUSPENSÃO ADVENTURE TRAS.                              ;87088000;4;442,8;MONROE                        ;D7006
2-SP;872631;AMORTECEDOR DA SUSPENSÃO ADVENTURE TRAS.                              ;87088000;0;351,46;MONROE                        ;D8068
2-SP;872648;AMORTECEDOR DA SUSPENSÃO DIANT. ADVENTURE                             ;87088000;0;366,26;MONROE                        ;D8069
2-SP;872655;AMORTECEDOR DA SUSPENSÃO TRAS. REFLEX                                 ;87088000;0;479,5;MONROE                        ;M5EN11655
2-SP;872662;AMORTECEDOR DA SUSPENSÃO DIANT. REFLEX                                ;87088000;0;336,2;MONROE                        ;M5P376180
2-SP;872679;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;4;290,64;MONROE                        ;M749002SP
2-SP;872686;AMORTECEDOR DA SUSPENSÃO TRAS.                                        ;87088000;0;291,58;MONROE                        ;376081SP
2-SP;872693;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;387,18;MONROE                        ;M5P376042
2-SP;872709;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;8;302,44;MONROE                        ;M379019SP
2-SP;872716;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM DIR.                      ;87088000;0;347,45;MONROE                        ;G7329
2-SP;872723;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM ESQ.                      ;87088000;1;460,14;MONROE                        ;G7330
2-SP;872730;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM DIR.                      ;87088000;0;458,31;MONROE                        ;G8063N
2-SP;872747;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM ESQ.                      ;87088000;0;458,31;MONROE                        ;G8064N
2-SP;872754;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;6;406,47;MONROE                        ;SP002
2-SP;872761;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;6;311,95;MONROE                        ;SP006
2-SP;872778;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;10;312,58;MONROE                        ;SP033
2-SP;872785;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;147,81;MONROE                        ;SP037
2-SP;872792;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;151,76;MONROE                        ;SP041
2-SP;872808;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;8;321,68;MONROE                        ;SP070
2-SP;872815;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;2;318,15;MONROE                        ;SP072
2-SP;872822;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;160,76;MONROE                        ;SP074
2-SP;872839;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;10;180,84;MONROE                        ;SP076
2-SP;872846;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;5;357,88;MONROE                        ;SP151
2-SP;872853;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;3;302,07;MONROE                        ;SP152
2-SP;872860;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;167,85;MONROE                        ;SP051
2-SP;872877;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;2;336,24;MONROE                        ;SP193
2-SP;872891;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;259,92;MONROE                        ;SP298
2-SP;872907;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;6;183,83;MONROE                        ;SP217
2-SP;872914;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;> 10.00   ;161,51;MONROE                        ;SP223
2-SP;872921;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;214,95;MONROE                        ;SP252
2-SP;872938;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;2;156,09;MONROE                        ;SP264
2-SP;872945;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;158,33;MONROE                        ;SP265
2-SP;872952;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;295,89;MONROE                        ;SP267
2-SP;872969;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;3;339,34;MONROE                        ;SP273
2-SP;872976;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;344,16;MONROE                        ;SP274
2-SP;872983;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;1;256,27;MONROE                        ;SP297
2-SP;872990;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;361,57;MONROE                        ;SP207
2-SP;873003;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;192,34;MONROE                        ;SP345
2-SP;873010;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;168,28;MONROE                        ;SP049
2-SP;873027;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;171,34;MONROE                        ;334081MM
2-SP;873034;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;1;177,19;MONROE                        ;SP047
2-SP;873041;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;310,17;MONROE                        ;SP988
2-SP;873058;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;4;310,17;MONROE                        ;SP989
2-SP;873065;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;186,26;MONROE                        ;SP990
2-SP;873072;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;4;339,23;MONROE                        ;84756
2-SP;873089;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;3;502,76;MONROE                        ;SP112
