Filial;Produto;Descricao;NCM;Disponivel;Preco;Marca;Cód.Fabricante
2-SP;151088;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;5;28,49;JAHU PLACA PRETA              ;
2-SP;151118;MANGUEIRA DO RADIADOR INF.                                            ;40093100;3;35,3;JAHU PLACA PRETA              ;
2-SP;151125;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;8;27,01;JAHU PLACA PRETA              ;
2-SP;151132;MANGUEIRA DO RADIADOR INF.                                            ;40093100;0;43,6;JAHU PLACA PRETA              ;
2-SP;151149;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;6;25,7;JAHU PLACA PRETA              ;
2-SP;151163;MANGUEIRA DO TERMOSTATO                                               ;40093100;4;20,87;JAHU PLACA PRETA              ;
2-SP;151170;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;0;33,09;JAHU PLACA PRETA              ;
2-SP;151194;MANGUEIRA DO FILTRO DE AR 2.1/2X 510 MM                               ;40094100;10;96,42;JAHU PLACA PRETA              ;
2-SP;151200;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;4;28,59;JAHU PLACA PRETA              ;
2-SP;151217;MANGUEIRA DO RADIADOR INF.                                            ;40093100;0;33,57;JAHU PLACA PRETA              ;
2-SP;151224;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;28,49;JAHU PLACA PRETA              ;
2-SP;151248;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;5;26,87;JAHU PLACA PRETA              ;
2-SP;151255;MANGUEIRA DO RADIADOR INF.                                            ;40093100;0;48,14;JAHU PLACA PRETA              ;
2-SP;151262;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;4;35,36;JAHU PLACA PRETA              ;
2-SP;151279;MANGUEIRA DO RADIADOR INF.                                            ;40093100;0;40,52;JAHU PLACA PRETA              ;
2-SP;151293;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;15,55;JAHU PLACA PRETA              ;
2-SP;151415;MANGUEIRA DA BOMBA DÁGUA                                              ;40093100;> 10.00   ;11,68;JAHU PLACA PRETA              ;
2-SP;151439;MANGUEIRA DO RADIADOR SUP. (C/ACD)                                    ;40093100;0;30,52;JAHU PLACA PRETA              ;
2-SP;151446;MANGUEIRA DO RADIADOR INF.                                            ;40093100;> 10.00   ;17,17;JAHU PLACA PRETA              ;
2-SP;151491;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;15,19;JAHU PLACA PRETA              ;
2-SP;151743;MANGUEIRA RESFR/BOMBA ÓLEO                                            ;40093100;3;12,81;JAHU PLACA PRETA              ;
2-SP;151767;MANGUEIRA RESFR. ÓLEO/TUBO                                            ;40093100;> 10.00   ;6,95;JAHU PLACA PRETA              ;
2-SP;151996;MANGUEIRA HIDROV. (9,0MM X 400MM)                                     ;40093100;7;13,64;JAHU PLACA PRETA              ;
2-SP;152009;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;12,62;JAHU PLACA PRETA              ;
2-SP;152016;MANGUEIRA DO RADIADOR INF.                                            ;40093100;> 10.00   ;11,94;JAHU PLACA PRETA              ;
2-SP;152023;MANGUEIRA DA BOMBA DÁGUA                                              ;40093100;> 10.00   ;7,79;JAHU PLACA PRETA              ;
2-SP;152030;MANGUEIRA DO COLETOR ADMISSÃO                                         ;40091100;0;4,4;JAHU PLACA PRETA              ;
2-SP;152054;MANGUEIRA DA BOMBA D ÁGUA /COLETOR (SUP.)                             ;40093100;3;12,32;JAHU PLACA PRETA              ;
2-SP;152207;MANGUEIRA DO RADIADOR INF.                                            ;40093100;7;15,81;JAHU PLACA PRETA              ;
2-SP;152269;MANGUEIRA DO RADIADOR INF.                                            ;40093100;10;13,73;JAHU PLACA PRETA              ;
2-SP;152276;MANGUEIRA DO FILTRO DE AR                                             ;40091100;> 10.00   ;7,77;JAHU PLACA PRETA              ;
2-SP;152634;MANGUEIRA DO TUBO/VÁLVULA AQUECEDOR                                   ;40093100;> 10.00   ;6,48;JAHU PLACA PRETA              ;
2-SP;152641;MANGUEIRA DO COLETOR DE ADMISSÃO                                      ;40093100;> 10.00   ;6,63;JAHU PLACA PRETA              ;
2-SP;152832;MANGUEIRA DO RESERVATÓRIO COMP./CONEXAO Y                             ;40093100;> 10.00   ;14,16;JAHU PLACA PRETA              ;
2-SP;152856;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;2;19,17;JAHU PLACA PRETA              ;
2-SP;152863;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;17,88;JAHU PLACA PRETA              ;
2-SP;152870;MANGUEIRA DO RADIADOR INF.                                            ;40093100;> 10.00   ;13,05;JAHU PLACA PRETA              ;
2-SP;152887;MANGUEIRA DA BOMBA D AGUA                                             ;40093100;> 10.00   ;11,79;JAHU PLACA PRETA              ;
2-SP;152894;MANGUEIRA DA BOMBA DÁGUA                                              ;40093100;> 10.00   ;9,65;JAHU PLACA PRETA              ;
2-SP;152900;MANGUEIRA DO COLETOR DE ADMISSÃO                                      ;40093100;> 10.00   ;6,21;JAHU PLACA PRETA              ;
2-SP;152917;MANGUEIRA DO CABEÇOTE DO MOTOR                                        ;40093100;> 10.00   ;8,24;JAHU PLACA PRETA              ;
2-SP;152924;MANGUEIRA DA ENTRADA DE AR QUENTE                                     ;40093100;> 10.00   ;8,23;JAHU PLACA PRETA              ;
2-SP;152931;MANGUEIRA DO COLETOR DE ADMISSÃO (BOMBA DÁGUA)                        ;40093100;> 10.00   ;20,21;JAHU PLACA PRETA              ;
2-SP;152948;MANGUEIRA DO COLETOR DE ADMISSÃO 16X500 MM                            ;40093100;> 10.00   ;13,51;JAHU PLACA PRETA              ;
2-SP;152955;MANGUEIRA DA BOMBA DÁGUA                                              ;40093100;9;10,45;JAHU PLACA PRETA              ;
2-SP;152962;MANGUEIRA DA SAÍDA DO AR QUENTE (AQUECEDOR)                           ;40093100;> 10.00   ;11,8;JAHU PLACA PRETA              ;
2-SP;152979;MANGUEIRA DO RESPIRO DO TANQUE DE COMBUSTIVEL                         ;40091100;> 10.00   ;5,78;JAHU PLACA PRETA              ;
2-SP;152986;MANGUEIRA DO CABEÇOTE DO MOTOR (AQUECEDOR)                            ;40093100;> 10.00   ;8,96;JAHU PLACA PRETA              ;
2-SP;152993;MANGUEIRA DO MOTOR (FLANGE)                                           ;40093100;> 10.00   ;13,51;JAHU PLACA PRETA              ;
2-SP;153006;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;9;17,53;JAHU PLACA PRETA              ;
2-SP;153013;MANGUEIRA DA BOMBA DÁGUA                                              ;40093100;> 10.00   ;9,55;JAHU PLACA PRETA              ;
2-SP;153037;MANGUEIRA DA BOMBA DÁGUA                                              ;40093100;> 10.00   ;17,43;JAHU PLACA PRETA              ;
2-SP;153044;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;19,52;JAHU PLACA PRETA              ;
2-SP;153051;MANGUEIRA CARB.                                                       ;40093100;> 10.00   ;8,52;JAHU PLACA PRETA              ;
2-SP;153068;MANGUEIRA DO RADIADOR SUP. (C/AR)                                     ;40093100;> 10.00   ;20,1;JAHU PLACA PRETA              ;
2-SP;153075;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;14,4;JAHU PLACA PRETA              ;
2-SP;153433;MANGUEIRA DO CABEÇOTE DO MOTOR                                        ;40091210;> 10.00   ;19,24;JAHU PLACA PRETA              ;
2-SP;153440;MANGUEIRA DO RESPIRO DO ÓLEO INF.                                     ;40091100;> 10.00   ;6,34;JAHU PLACA PRETA              ;
2-SP;154034;MANGUEIRA DO RADIADOR INF.                                            ;40093100;6;24,52;JAHU PLACA PRETA              ;
2-SP;154041;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;8;38,08;JAHU PLACA PRETA              ;
2-SP;154058;MANGUEIRA DO RADIADOR INF.                                            ;40093100;4;37,49;JAHU PLACA PRETA              ;
2-SP;154065;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;> 10.00   ;30,63;JAHU PLACA PRETA              ;
2-SP;154096;MANGUEIRA DA DIREÇÃO HIDRAÚLICA (SUCÇÃO)                              ;87089990;10;20,43;JAHU PLACA PRETA              ;
2-SP;154690;MANGUEIRA DO FILTRO DE AR /ANTICHAMA                                  ;40093100;> 10.00   ;9,65;JAHU PLACA PRETA              ;
2-SP;154706;MANGUEIRA DO FILTRO DE AR /A. CHAMAS/VENT. CARTER                     ;40093100;3;9,65;JAHU PLACA PRETA              ;
2-SP;154713;MANGUEIRA DO COLETOR ADMISSÃO/CABEÇ.                                  ;40093100;10;16,38;JAHU PLACA PRETA              ;
2-SP;155116;MANGUEIRA DO MOTOR /AQUECEDOR                                         ;40091100;> 10.00   ;12,87;JAHU PLACA PRETA              ;
2-SP;155208;MANGUEIRA DO RADIADOR INF.                                            ;40093100;7;38,14;JAHU PLACA PRETA              ;
2-SP;155222;MANGUEIRA DA BOMBA D ÁGUA                                             ;40093100;3;15,59;JAHU PLACA PRETA              ;
2-SP;155239;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;0;19,79;JAHU PLACA PRETA              ;
2-SP;155888;MANGUEIRA DO RADIADOR                                                 ;40093100;> 10.00   ;8,05;JAHU PLACA PRETA              ;
2-SP;156687;MANGUEIRA VALV. TERMOSTATICA                                          ;40093100;0;11,57;JAHU PLACA PRETA              ;
2-SP;156694;MANGUEIRA COL./COMPRESSOR                                             ;40093100;0;19,24;JAHU PLACA PRETA              ;
2-SP;157028;MANGUEIRA DO FILTRO DE AR /CARB.                                      ;40093100;0;196,11;JAHU PLACA PRETA              ;
2-SP;158063;MANGUEIRA DO FILTRO DE AR 50X750 MM                                   ;76082090;10;51,64;JAHU PLACA PRETA              ;
2-SP;160318;KIT GRAMPO FRISOS LATERAL C/BORR.                                     ;87089990;0;5,18;JAHU PLACA PRETA              ;
2-SP;160349;ESPELHO MAÇANETA INT.                                                 ;87089990;> 100.00  ;0,39;JAHU PLACA PRETA              ;
2-SP;160394;CALOTA DO CUBO RODA DIANT. DIR. (S/FURO)                              ;87087090;6;5,72;JAHU PLACA PRETA              ;
2-SP;160417;CALOTA DO CUBO RODA DIANT. ESQ. (C/FURO)                              ;87087090;11;5,72;JAHU PLACA PRETA              ;
2-SP;160509;CALOTA DO CUBO RODA DIANT. DIR. (S/FURO)                              ;87087090;1;6,41;JAHU PLACA PRETA              ;
2-SP;160516;CALOTA DO CUBO RODA DIANT. ESQ. (C/FURO)                              ;87087090;0;7,8;JAHU PLACA PRETA              ;
2-SP;160622;ANEL DO BRAÇO DE SUSPENSÃO DIANT. SUP. (MAIOR)                        ;87089990;> 20.00   ;4,74;JAHU PLACA PRETA              ;
2-SP;160639;ANEL DO BRAÇO DE SUSPENSÃO DIANT. INF. (MENOR)                        ;87089990;> 20.00   ;4,12;JAHU PLACA PRETA              ;
2-SP;160707;SUP. PARA-CHOQUE DIANT.                                               ;87082999;7;7,27;JAHU PLACA PRETA              ;
2-SP;160721;SUPORTE DO PARA-CHOQUE DIANT. ESQ.                                    ;87082999;> 10.00   ;22,52;JAHU PLACA PRETA              ;
2-SP;160738;SUP. PARA-CHOQUE DIANT. DIR.                                          ;87082999;> 10.00   ;22,18;JAHU PLACA PRETA              ;
2-SP;160806;SUP. PARA-CHOQUE TRAS. ESQ.                                           ;87082999;> 10.00   ;22,52;JAHU PLACA PRETA              ;
2-SP;160851;SUP. PARA-CHOQUE TRAS. DIR.                                           ;87082999;> 10.00   ;22,42;JAHU PLACA PRETA              ;
2-SP;161117;BUCHA DA BARRA ESTABILIZADORA TRAS.                                   ;87089990;> 100.00  ;2,84;JAHU PLACA PRETA              ;
2-SP;161421;FLEXIVEL DO FREIO DIANT. 445 MM                                       ;59090000;> 10.00   ;16,42;JAHU PLACA PRETA              ;
2-SP;161513;REPARO DO CILINDRO MESTRE ROLHA                                       ;40169990;> 100.00  ;0,86;JAHU PLACA PRETA              ;
2-SP;161667;BORRACHÃO DO PARA-CHOQUE SUP.                                         ;87089990;> 100.00  ;1,96;JAHU PLACA PRETA              ;
2-SP;161728;FECHADURA DA PORTA DIR. COMANDO                                       ;87082999;> 10.00   ;21,52;JAHU PLACA PRETA              ;
2-SP;161735;FECHADURA DA PORTA ESQ.                                               ;83012000;> 10.00   ;61,95;JAHU PLACA PRETA              ;
2-SP;161780;COMANDO MACANETA (ESQ.)                                               ;87082999;9;22,83;JAHU PLACA PRETA              ;
2-SP;161797;FECHADURA DA PORTA DIR.                                               ;83012000;> 10.00   ;61,95;JAHU PLACA PRETA              ;
2-SP;161858;CANALETA DA PORTA (COLUNA ESTREITA/4 PEÇAS)                           ;40082900;> 10.00   ;46,82;JAHU PLACA PRETA              ;
2-SP;161889;CAPA DO PEDAL DO ACELERADOR                                           ;40169300;0;6,49;JAHU PLACA PRETA              ;
2-SP;161940;GUARNIÇÃO DA TAMPA DO MOTOR (RETA LARGA)                              ;40081900;> 10.00   ;6,86;JAHU PLACA PRETA              ;
2-SP;162145;GUARNIÇÃO MAÇANETA CAPÔ (GDE)                                         ;87089990;120;0,51;JAHU PLACA PRETA              ;
2-SP;162152;GUARNIÇÃO DA MAÇANETA DO CAPÔ PEQUENO                                 ;87089990;> 200.00  ;0,52;JAHU PLACA PRETA              ;
2-SP;162350;GUARNIÇÃO DA PORTA (S/ABA)                                            ;40081900;> 10.00   ;29,5;JAHU PLACA PRETA              ;
2-SP;162367;GUARNIÇÃO DA PORTA (C/ABA LARGA) ORIG.                                ;40082900;> 10.00   ;64,37;JAHU PLACA PRETA              ;
2-SP;162374;GUARNIÇÃO DA PORTA (C/ABA ESTREITA) ORIG.                             ;40082900;> 10.00   ;64,37;JAHU PLACA PRETA              ;
2-SP;162411;TUBO DO ABATECIMENTO DO ÓLEO S/TAMPA                                  ;84099999;> 10.00   ;47,94;JAHU PLACA PRETA              ;
2-SP;162459;TUBO DO RESPIRO DO ÓLEO S/TAMPA                                       ;84099999;4;38,81;JAHU PLACA PRETA              ;
2-SP;162473;TUBO DO RESPIRO DO ÓLEO S/TAMPA                                       ;84099999;> 10.00   ;37,39;JAHU PLACA PRETA              ;
2-SP;162558;PINO DOBRADIÇA PORTA (ORIG. 8MM)                                      ;73181900;10;2,92;JAHU PLACA PRETA              ;
2-SP;162565;PINO DOBRADIÇA PORTA (SOB MED. 8,2MM)                                 ;87082993;> 100.00  ;2,22;JAHU PLACA PRETA              ;
2-SP;162633;QUEBRA-SOL ESQ. (CZA)                                                 ;87082999;0;46,47;JAHU PLACA PRETA              ;
2-SP;162657;ESPELHO MANIVELA VIDRO (PTA)                                          ;87089990;20;0,39;JAHU PLACA PRETA              ;
2-SP;162664;QUEBRA-SOL DIR. (CZA)                                                 ;87082999;2;46,49;JAHU PLACA PRETA              ;
2-SP;162695;QUEBRA-SOL ESQ. (PTO/BCO)                                             ;87082999;1;46,49;JAHU PLACA PRETA              ;
2-SP;162725;QUEBRA-SOL DIR. (PTO/BCO)                                             ;87082999;1;46,49;JAHU PLACA PRETA              ;
2-SP;162763;QUEBRA-SOL DIR. (GELO)                                                ;87082999;0;41,32;JAHU PLACA PRETA              ;
2-SP;162770;QUEBRA-SOL ESQ. (GELO)                                                ;87082999;1;41,32;JAHU PLACA PRETA              ;
2-SP;162992;GUARNIÇÃO DO VIGIA LUXO                                               ;40082900;> 10.00   ;32,54;JAHU PLACA PRETA              ;
2-SP;163005;GUARNIÇÃO VIGIA (STD)                                                 ;40082900;0;35,04;JAHU PLACA PRETA              ;
2-SP;163050;GUARNIÇÃO DA JANELA LATERAL MÓVEL EXT.                                ;40169300;0;18,41;JAHU PLACA PRETA              ;
2-SP;163135;FORRO DA PORTA DIANT. PRETO                                           ;87082999;5;77,85;JAHU PLACA PRETA              ;
2-SP;163142;ALÇA DE SEGURANÇA BRANCO LATERAL                                      ;87082999;> 20.00   ;17,15;JAHU PLACA PRETA              ;
2-SP;163159;ALÇA DE SEGURANÇA PRETO                                               ;87082999;> 20.00   ;17,15;JAHU PLACA PRETA              ;
2-SP;163357;CALÇO DA CARROCERIA DIANT. INF.                                       ;40169990;> 100.00  ;1,98;JAHU PLACA PRETA              ;
2-SP;163395;CALÇO DA CARROCERIA TRAS. INF.                                        ;87088000;> 100.00  ;4,13;JAHU PLACA PRETA              ;
2-SP;163401;CALÇO DA CARROCERIA TRAS. SUP.                                        ;40169990;> 100.00  ;1,57;JAHU PLACA PRETA              ;
2-SP;163470;COMANDO MACANETA (ESQ.)                                               ;83012000;8;20,64;JAHU PLACA PRETA              ;
2-SP;163487;COMANDO MAÇANETA (DIR.)                                               ;83012000;4;23,56;JAHU PLACA PRETA              ;
2-SP;163517;KIT ROL. COLUNA DIREÇÃO                                               ;84828000;0;14,53;JAHU PLACA PRETA              ;
2-SP;163524;KIT DA COLUNA DE DIREÇÃO ROLAMENTO                                    ;87089990;8;34,64;JAHU PLACA PRETA              ;
2-SP;163579;KIT REP. CENTRALIZADORA PATIM FREIO DIANT. (35MM)                     ;87089990;1;6,22;JAHU PLACA PRETA              ;
2-SP;163586;KIT REP. CENTRALIZADORA PATIM FREIO TRAS. (30MM)                      ;87089990;2;6,93;JAHU PLACA PRETA              ;
2-SP;163609;GUARNIÇÃO DA LANTERNA                                                 ;87089990;> 60.00   ;3,53;JAHU PLACA PRETA              ;
2-SP;163616;GUARNIÇÃO DA LANTERNA TRAS.                                           ;87089990;> 60.00   ;5,45;JAHU PLACA PRETA              ;
2-SP;163623;KIT REP. CENTRALIZADORA PATIM FREIO DIANT. (45MM)                     ;87089910;0;4,46;JAHU PLACA PRETA              ;
2-SP;163685;KIT REP. CENTRALIZADORA PATIM FREIO DIANT./TR (33MM)                  ;87089910;0;6,32;JAHU PLACA PRETA              ;
2-SP;163715;BUCHA LIMPADOR (EIXO)                                                 ;87089990;> 100.00  ;0,81;JAHU PLACA PRETA              ;
2-SP;163845;CILINDRO DE IGNIÇÃO (1 PINO) (C/CHAVE) (PRETO)                        ;87082999;6;25,65;JAHU PLACA PRETA              ;
2-SP;163852;CILINDRO DE IGNIÇÃO (2 PINOS) (C/CHAVE) (CROMADO)                     ;87082999;3;29,96;JAHU PLACA PRETA              ;
2-SP;163975;CILINDRO DE IGNIÇÃO (2 PINOS) (C/CHAVE) (PRETO)                       ;87082999;1;24,01;JAHU PLACA PRETA              ;
2-SP;164002;BATENTE DA PORTA DIR.                                                 ;83023000;8;4,04;JAHU PLACA PRETA              ;
2-SP;164019;BATENTE DA PORTA ESQ.                                                 ;83023000;18;5,13;JAHU PLACA PRETA              ;
2-SP;164040;GUARNIÇÃO DA PORTA DIANT. DIR./ESQ. (CAJADO)                          ;40169300;9;40,1;JAHU PLACA PRETA              ;
2-SP;164170;PASSA FIO DO FAROL DIANT. GRANDE                                      ;87089990;> 100.00  ;1,27;JAHU PLACA PRETA              ;
2-SP;164255;TAMPA DA CAIXA DO ESTEPE REDONDA                                      ;87082999;> 100.00  ;1,19;JAHU PLACA PRETA              ;
2-SP;164385;TAMPA DA CAIXA DO ESTEPE QUADRADA                                     ;87089990;> 10.00   ;4,59;JAHU PLACA PRETA              ;
2-SP;164552;GARFO EMBREAGEM                                                       ;87089910;10;30,61;JAHU PLACA PRETA              ;
2-SP;164750;FLEXÍVEL FREIO TRAS. ESQ. (295MM)                                     ;59090000;4;17,99;JAHU PLACA PRETA              ;
2-SP;164781;PEDAL DO ACELERADOR                                                   ;40169990;> 10.00   ;2,95;JAHU PLACA PRETA              ;
2-SP;164866;GRADE DA ENTRADA DE AR ESQ.                                           ;87089990;6;5,67;JAHU PLACA PRETA              ;
2-SP;164873;GRADE DA ENTRADA DE AR DIR.                                           ;87089990;0;5,67;JAHU PLACA PRETA              ;
2-SP;165337;KIT DA ALAVANCA DO CÂMBIO 340 MM                                      ;87089990;2;86,99;JAHU PLACA PRETA              ;
2-SP;165399;KIT DA ALAVANCA DO CÂMBIO                                             ;87089990;0;118,11;JAHU PLACA PRETA              ;
2-SP;165412;FORRO LATERAL TRAS. PRETO                                             ;87082999;3;52,43;JAHU PLACA PRETA              ;
2-SP;165474;FORRO DO CAPÔ DIANT.                                                  ;87082999;> 10.00   ;30,63;JAHU PLACA PRETA              ;
2-SP;165528;DESCANSO BRAÇO                                                        ;87089990;6;25,66;JAHU PLACA PRETA              ;
2-SP;165535;APÓIA BRAÇO                                                           ;87089990;> 10.00   ;34,56;JAHU PLACA PRETA              ;
2-SP;166051;FECHO CAPO SUP.                                                       ;83012000;8;37,05;JAHU PLACA PRETA              ;
2-SP;166099;MAÇANETA EXT. PORTA DIANT. S/CHAVE (CROMADO)                          ;83023000;2;58,43;JAHU PLACA PRETA              ;
2-SP;166105;MAÇANETA DA PORTA DIANT. EXT. CROMADO (C/CHAVE)                       ;83023000;10;86,41;JAHU PLACA PRETA              ;
2-SP;166235;MACANETA EXT. CAPO (CROMADO)                                          ;83023000;4;30,27;JAHU PLACA PRETA              ;
2-SP;166341;BATENTE DA PORTA DIANT. ESQ.                                          ;87082919;> 10.00   ;14,65;JAHU PLACA PRETA              ;
2-SP;166358;BATENTE DA PORTA DIANT. DIR.                                          ;87082919;> 10.00   ;14,65;JAHU PLACA PRETA              ;
2-SP;166419;BATENTE DA PORTA DIANT.                                               ;87082919;> 20.00   ;6,4;JAHU PLACA PRETA              ;
2-SP;166525;CANALETA DA PORTA (4 PEÇAS)                                           ;40082900;> 10.00   ;35,74;JAHU PLACA PRETA              ;
2-SP;166662;QUEBRA-SOL ESQ. (PTO)                                                 ;87082999;0;36,73;JAHU PLACA PRETA              ;
2-SP;166679;QUEBRA-SOL DIR. (PTO)                                                 ;87082999;0;36,73;JAHU PLACA PRETA              ;
2-SP;166723;QUEBRA-SOL ESQ. (CZA)                                                 ;87082999;0;45,07;JAHU PLACA PRETA              ;
2-SP;166730;QUEBRA-SOL DIR. (CZA)                                                 ;87082999;0;45,07;JAHU PLACA PRETA              ;
2-SP;166761;QUEBRA-SOL ESQ. (PTO/CZA)                                             ;87082999;0;49,65;JAHU PLACA PRETA              ;
2-SP;166778;QUEBRA-SOL DIR. (PTO/CZA)                                             ;87082999;0;49,65;JAHU PLACA PRETA              ;
2-SP;166877;MANIVELA DO VIDRO DA PORTA PRETO                                      ;87082999;> 20.00   ;10,3;JAHU PLACA PRETA              ;
2-SP;166914;PASSA FIO DO FAROL DIANT. PEQUENO                                     ;87089990;> 100.00  ;1,65;JAHU PLACA PRETA              ;
2-SP;166945;TAMPA REGUL. FREIO (TELEFONE)                                         ;87089990;> 100.00  ;1,91;JAHU PLACA PRETA              ;
2-SP;167126;CILINDRO DE IGNIÇÃO (C/CHAVE)                                         ;87082999;> 10.00   ;25,27;JAHU PLACA PRETA              ;
2-SP;167140;FORRO DO PAINEL INT.                                                  ;87082999;5;55,8;JAHU PLACA PRETA              ;
2-SP;167157;FORRAÇÃO INTERIOR                                                     ;87082999;7;55,87;JAHU PLACA PRETA              ;
2-SP;167188;FORRO DO TUNEL INT. TUNEL                                             ;87082999;4;29,44;JAHU PLACA PRETA              ;
2-SP;167379;"EMBLEMA ""FUSCA"" (REGUA)                                               ";39263000;1;4,01;JAHU PLACA PRETA              ;
2-SP;167386;"EMBLEMA ""1300""                                                        ";87082999;0;3,7;JAHU PLACA PRETA              ;
2-SP;167393;"EMBLEMA ""1600""                                                        ";39263000;> 10.00   ;2,55;JAHU PLACA PRETA              ;
2-SP;167560;VARETA DO NÍVEL DE ÓLEO                                               ;90261029;3;10,01;JAHU PLACA PRETA              ;
2-SP;167690;PARAFUSO DA RODA M14 1,50MBX                                          ;73181500;> 50.00   ;4,51;JAHU PLACA PRETA              ;
2-SP;167843;APÓIA BRAÇO                                                           ;87082999;> 10.00   ;35,82;JAHU PLACA PRETA              ;
2-SP;167881;ARO DA LANTERNA TRAS. PLAST. CROMADO                                  ;87082999;> 20.00   ;9,52;JAHU PLACA PRETA              ;
2-SP;167898;ARO DA LANTERNA TRAS. PLAST. CROMADO                                  ;87082999;> 20.00   ;10,28;JAHU PLACA PRETA              ;
2-SP;168147;MANGUEIRA DO FILTRO DE AR (SP)                                        ;87089990;3;34,99;JAHU PLACA PRETA              ;
2-SP;168178;MANGUEIRA DO FILTRO DE AR (ORIG.)                                     ;40091100;0;40,53;JAHU PLACA PRETA              ;
2-SP;168246;TAMPA COMBUSTÍVEL (S/CHAVE) (VEDADA)                                  ;87089990;> 10.00   ;14,53;JAHU PLACA PRETA              ;
2-SP;168345;MANIVELA VIDRO PORTA (BOTÃO PRETO)                                    ;83023000;5;36,6;JAHU PLACA PRETA              ;
2-SP;168352;MANIVELA VIDRO PORTA (BOTÃO MARFIM)                                   ;83023000;6;36,69;JAHU PLACA PRETA              ;
2-SP;168499;"EMBLEMA ""GL"" (CROMADO)                                                ";87082999;0;8,92;JAHU PLACA PRETA              ;
2-SP;168581;"EMBLEMA ""CL""                                                          ";87082999;3;2,39;JAHU PLACA PRETA              ;
2-SP;168598;"EMBLEMA ""GL""                                                          ";87082999;0;3,19;JAHU PLACA PRETA              ;
2-SP;168727;VARETA ACIONADORA FECHADURA                                           ;87082999;4;12,01;JAHU PLACA PRETA              ;
2-SP;168734;VARETA ACIONADORA FECHADURA                                           ;87082999;13;16,23;JAHU PLACA PRETA              ;
2-SP;168741;TRINCO DO QUEBRA-VENTO DIR.                                           ;87082999;8;79,91;JAHU PLACA PRETA              ;
2-SP;168758;TRINCO DO QUEBRA-VENTO ESQ.                                           ;87082999;7;79,91;JAHU PLACA PRETA              ;
2-SP;169038;TAMPA COMBUSTÍVEL (VED.) (C/EMBLEMA VW)                               ;87089990;> 10.00   ;14,53;JAHU PLACA PRETA              ;
2-SP;169274;BATENTE TRAVA CAPÔ TRAS.                                              ;87082999;19;8,95;JAHU PLACA PRETA              ;
2-SP;169427;CILINDRO DA TAMPA MOTOR (C/CHAVE)                                     ;87089990;6;36,71;JAHU PLACA PRETA              ;
2-SP;169793;CAPA PAINEL                                                           ;87082999;7;41,63;JAHU PLACA PRETA              ;
2-SP;169809;CAPA PAINEL                                                           ;87082999;> 10.00   ;41,64;JAHU PLACA PRETA              ;
2-SP;180088;TAMPA DE COMBUSTIVEL C/CHAVE                                          ;87089990;5;20,58;JAHU PLACA PRETA              ;
2-SP;180163;PINO DOBRADICA PORTA (ORIG.)                                          ;87082919;4;3,8;JAHU PLACA PRETA              ;
2-SP;180200;QUEBRA-SOL DIR. (PTO/BCO)                                             ;87082999;0;54,26;JAHU PLACA PRETA              ;
2-SP;180217;QUEBRA-SOL ESQ. (PTO/BCO)                                             ;87082999;0;54,26;JAHU PLACA PRETA              ;
2-SP;180224;FORRAÇÃO PORTA DIANT. (PRETO)                                         ;87082999;2;75,74;JAHU PLACA PRETA              ;
2-SP;180330;CILINDRO DE IGNIÇÃO CARCAÇA (EXCENTRICO)                              ;87082999;8;10,17;JAHU PLACA PRETA              ;
2-SP;180347;FORRAÇÃO LATERAL TRAS. (PRETO)                                        ;87082999;2;52,4;JAHU PLACA PRETA              ;
2-SP;180552;MANIVELA DO VIDRO DA PORTA                                            ;87082999;> 10.00   ;7,37;JAHU PLACA PRETA              ;
2-SP;180675;MANGUEIRA DO FILTRO DE AR (SP)                                        ;87089990;0;28,66;JAHU PLACA PRETA              ;
2-SP;180736;GUARNIÇÃO DA PORTA ESQ. (EXP.)                                        ;40082900;0;19,34;JAHU PLACA PRETA              ;
2-SP;180750;GUARNIÇÃO DA PORTA DIR. (EXP.)                                        ;40082900;0;19,34;JAHU PLACA PRETA              ;
2-SP;181054;GUARNIÇÃO DA PORTA (DIREITO) (EXP.)                                   ;40082900;0;24,26;JAHU PLACA PRETA              ;
2-SP;181092;GUARNIÇÃO DA PORTA (ESQUERDO) (EXP.)                                  ;40082900;0;24,26;JAHU PLACA PRETA              ;
