COD COMPEL;COD FABRICA;QTDE EMBALAGEM;UNIDADE MEDIDA;DISPONIBILIDADE;PREÇO;FABRICANTE
200103005;200103005;1;Cx;Indisponível;623,53;MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA
200103009;200103009;1;Cx;A;849,89;MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA
200104D;200104D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
200120D;200120D;1;PC;Indisponível;13,72;DYNA INDUSTRIA E COMERCIO LTDA
2001909;2001909;1;Pc;Indisponível;421,96;DANA INDUSTRIAS LTDA
2001D;2001D;1;PC;A;9,8;DYNA INDUSTRIA E COMERCIO LTDA
200242T;200242T;1;Pc;Indisponível;49;ZF DO BRASIL LTDA
200301001;200301001;1;Cx;Indisponível;424,44;MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA
200340;200340;1;PC;Indisponível;0,78;DYNA INDUSTRIA E COMERCIO LTDA
2004112005;2004112005;1;Pc;Indisponível;37,9;ROBERT BOSCH LTDA
200501001;200501001;1;Cx;Indisponível;593,68;MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA
200503001;200503001;1;Cx;A;904,6;MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA
200503003;200503003;1;Cx;A;894,88;MENZOIL INDUSTRIA DE LUBRIFICANTES LTDA
20050302;20050302;10;Pc;Indisponível;0,14;MARELLI COFAP DO BRASIL LTDA
2006209436;2006209436;1;Pc;Indisponível;27,54;ROBERT BOSCH LTDA
2006209444;2006209444;1;Pc;Indisponível;30,64;ROBERT BOSCH LTDA
20064;20064;1;Pc;Indisponível;34,61;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
2007014063;2007014063;1;Pc;Indisponível;98;ROBERT BOSCH LTDA
2007014082;2007014082;1;Pc;Indisponível;179;ROBERT BOSCH LTDA
2007014084;2007014084;1;Pc;Indisponível;90;ROBERT BOSCH LTDA
200844;200844;1;PC;Indisponível;1,07;DYNA INDUSTRIA E COMERCIO LTDA
200905;200905;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
200907D;200907D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
200912D;200912D;1;PC;A;12,25;DYNA INDUSTRIA E COMERCIO LTDA
200982D;200982D;1;PC;Indisponível;12,25;DYNA INDUSTRIA E COMERCIO LTDA
201;201;1;Pc;Indisponível;33,27;DYNA INDUSTRIA E COMERCIO LTDA
20102302;20102302;1;Pc;Indisponível;0;
20120602;20120602;1;Pc;Indisponível;0,48;MARELLI COFAP DO BRASIL LTDA
20122702;20122702;1;Pc;Indisponível;0,88;MARELLI COFAP DO BRASIL LTDA
20173902;20173902;1;Pc;Indisponível;0,97;MARELLI COFAP DO BRASIL LTDA
2017D;2017D;1;PC;Indisponível;7,8;DYNA INDUSTRIA E COMERCIO LTDA
202;202;1;Pc;C;33,27;DYNA INDUSTRIA E COMERCIO LTDA
2020K;2020K;1;Pc;Indisponível;0;
2021701;2021701;1;Pc;Indisponível;361,95;TMD FRICTION DO BRASIL SA
2021909;2021909;1;Pc;Indisponível;421,96;DANA INDUSTRIAS LTDA
20264102;20264102;1;Pc;Indisponível;0;
203;203;1;Pc;Indisponível;33,27;DYNA INDUSTRIA E COMERCIO LTDA
2040D;2040D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
2041669;2041669;1;Pc;Indisponível;391,76;DANA INDUSTRIAS LTDA
20444102;20444102;10;Pc;Indisponível;0,24;MARELLI COFAP DO BRASIL LTDA
2045NS;2045NS;1;Pc;Indisponível;0;STABILUS LTDA
20474702;20474702;10;Pc;Indisponível;0,57;MARELLI COFAP DO BRASIL LTDA
20482002;20482002;1;Pc;Indisponível;0,97;MARELLI COFAP DO BRASIL LTDA
20483002;20483002;10;Un;Indisponível;0,91;MARELLI COFAP DO BRASIL LTDA
2050P;2050P;1;Pc;Indisponível;31,57;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
2051D;2051D;1;PC;Indisponível;19,6;DYNA INDUSTRIA E COMERCIO LTDA
20524X19HNBR;20524X19HNBR;1;Pc;Indisponível;52,06;GATES DO BRASIL IND. E COM. LTDA
2053D;2053D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
2061779;2061779;1;Pc;Indisponível;378,92;DANA INDUSTRIAS LTDA
2068D;2068D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
2076NW;2076NW;1;Pc;Indisponível;0;STABILUS LTDA
2077NR;2077NR;1;Pc;Indisponível;0;STABILUS LTDA
207P;207P;1;Pc;Indisponível;17,37;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
21;21;1;UN;Indisponível;0;
210003;210003;1;Pc;Indisponível;79,19;VIEMAR INDUSTRIA E COMERCIO LTDA
210004;210004;1;Pc;Indisponível;79,19;VIEMAR INDUSTRIA E COMERCIO LTDA
2101839;2101839;1;Pc;Indisponível;339,9;DANA INDUSTRIAS LTDA
2113N;2113N;1;Pc;Indisponível;4,9;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
2119D;2119D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
212N;212N;1;Pc;Indisponível;12,53;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
213;213;1;PC;Indisponível;0;VIBRASIL INDUSTRIA DE ARTEFATOS DE BORRACHA LTDA
213017;213017;1;PC;Indisponível;0;DANA INDUSTRIAS LTDA
2130D;2130D;1;PC;Indisponível;9,8;DYNA INDUSTRIA E COMERCIO LTDA
2131039D;2131039D;1;Pc;Indisponível;0;DANA INDUSTRIAS LTDA
2131139G;2131139G;1;Pc;Indisponível;39,5;DANA INDUSTRIAS LTDA
2131139G;2131139G;1;Pc;Indisponível;39,5;DANA INDUSTRIAS LTDA
2131159G;2131159G;1;Pc;Indisponível;48,43;DANA INDUSTRIAS LTDA
2131239D;2131239D;1;Pc;Indisponível;0;DANA INDUSTRIAS LTDA
2131292G;2131292G;1;Pc;Indisponível;26,42;DANA INDUSTRIAS LTDA
213129G;213129G;1;Pc;Indisponível;25,87;DANA INDUSTRIAS LTDA
2131292G;2131292G;1;Pc;Indisponível;26,42;DANA INDUSTRIAS LTDA
213129G;213129G;1;Pc;Indisponível;25,87;DANA INDUSTRIAS LTDA
21313291G;21313291G;1;Pc;Indisponível;46,84;DANA INDUSTRIAS LTDA
2131329G;2131329G;1;Pc;Indisponível;34,19;DANA INDUSTRIAS LTDA
2131379G;2131379G;1;Pc;Indisponível;30,36;DANA INDUSTRIAS LTDA
2131379G;2131379G;1;Pc;Indisponível;30,36;DANA INDUSTRIAS LTDA
2131389G;2131389G;1;Pc;Indisponível;44,2;DANA INDUSTRIAS LTDA
2131391G;2131391G;1;Pc;Indisponível;51,85;DANA INDUSTRIAS LTDA
213139G;213139G;1;Pc;Indisponível;31,81;DANA INDUSTRIAS LTDA
213139G1;213139G1;1;Pc;Indisponível;43,56;DANA INDUSTRIAS LTDA
2131391G;2131391G;1;Pc;Indisponível;51,85;DANA INDUSTRIAS LTDA
213139G;213139G;1;Pc;Indisponível;31,81;DANA INDUSTRIAS LTDA
213139G1;213139G1;1;Pc;Indisponível;43,56;DANA INDUSTRIAS LTDA
21314091G;21314091G;1;Pc;Indisponível;32,36;DANA INDUSTRIAS LTDA
21314092G;21314092G;1;Pc;Indisponível;34,71;DANA INDUSTRIAS LTDA
2131409G;2131409G;1;Pc;Indisponível;0;DANA INDUSTRIAS LTDA
2131410G;2131410G;1;Pc;Indisponível;40,22;DANA INDUSTRIAS LTDA
2131411G;2131411G;1;Pc;Indisponível;40,43;DANA INDUSTRIAS LTDA
2131449G;2131449G;1;Pc;Indisponível;38,92;DANA INDUSTRIAS LTDA
2131491G;2131491G;1;Un;Indisponível;11,8;DANA INDUSTRIAS LTDA
2131492G;2131492G;1;Pc;Indisponível;30,94;DANA INDUSTRIAS LTDA
2131499G;2131499G;1;Pc;Indisponível;18,68;DANA INDUSTRIAS LTDA
2131499G;2131499G;1;Pc;Indisponível;18,68;DANA INDUSTRIAS LTDA
213149G;213149G;1;Pc;Indisponível;27,81;DANA INDUSTRIAS LTDA
2131492G;2131492G;1;Pc;Indisponível;30,94;DANA INDUSTRIAS LTDA
213149G;213149G;1;Pc;Indisponível;27,81;DANA INDUSTRIAS LTDA
213159G;213159G;1;Pc;Indisponível;32,57;DANA INDUSTRIAS LTDA
213159G;213159G;1;Pc;Indisponível;32,57;DANA INDUSTRIAS LTDA
2131629G;2131629G;1;Pc;Indisponível;102,72;DANA INDUSTRIAS LTDA
213169G1;213169G1;1;Pc;Indisponível;14,08;DANA INDUSTRIAS LTDA
213169G1;213169G1;1;Pc;Indisponível;14,08;DANA INDUSTRIAS LTDA
2131719G;2131719G;1;Pc;Indisponível;36,25;DANA INDUSTRIAS LTDA
2131809G;2131809G;1;Pc;Indisponível;38,45;DANA INDUSTRIAS LTDA
213219;213219;1;Pc;Indisponível;58,15;DANA INDUSTRIAS LTDA
213219;213219;1;Pc;Indisponível;58,15;DANA INDUSTRIAS LTDA
2132591G;2132591G;1;Pc;Indisponível;0;DANA INDUSTRIAS LTDA
213259G;213259G;1;Pc;Indisponível;29,03;DANA INDUSTRIAS LTDA
213269G;213269G;1;Pc;Indisponível;34,54;DANA INDUSTRIAS LTDA
2132794G;2132794G;1;Pc;Indisponível;30,19;DANA INDUSTRIAS LTDA
213279G;213279G;1;Pc;Indisponível;28,65;DANA INDUSTRIAS LTDA
213279G1;213279G1;1;Pc;Indisponível;30,83;DANA INDUSTRIAS LTDA
2132794G;2132794G;1;Pc;Indisponível;30,19;DANA INDUSTRIAS LTDA
213279G;213279G;1;Pc;Indisponível;28,65;DANA INDUSTRIAS LTDA
213279G1;213279G1;1;Pc;Indisponível;30,83;DANA INDUSTRIAS LTDA
213279G2;213279G2;1;Pc;Indisponível;31,61;DANA INDUSTRIAS LTDA
213299G;213299G;1;Pc;Indisponível;33,09;DANA INDUSTRIAS LTDA
213299G;213299G;1;Pc;Indisponível;33,09;DANA INDUSTRIAS LTDA
213339G;213339G;1;Pc;Indisponível;21,9;DANA INDUSTRIAS LTDA
213419;213419;1;Pc;Indisponível;30,25;DANA INDUSTRIAS LTDA
213419;213419;1;Pc;Indisponível;30,25;DANA INDUSTRIAS LTDA
213459G;213459G;1;Pc;Indisponível;41,62;DANA INDUSTRIAS LTDA
213459G;213459G;1;Pc;Indisponível;41,62;DANA INDUSTRIAS LTDA
213469G;213469G;1;Pc;Indisponível;42,2;DANA INDUSTRIAS LTDA
213469G;213469G;1;Pc;Indisponível;42,2;DANA INDUSTRIAS LTDA
213479;213479;1;Pc;Indisponível;61,22;DANA INDUSTRIAS LTDA
213479;213479;1;Pc;Indisponível;61,22;DANA INDUSTRIAS LTDA
213489G;213489G;1;Pc;Indisponível;56,14;DANA INDUSTRIAS LTDA
213489G;213489G;1;Pc;Indisponível;56,14;DANA INDUSTRIAS LTDA
213499G;213499G;1;Pc;Indisponível;13,52;DANA INDUSTRIAS LTDA
213499G;213499G;1;Pc;Indisponível;13,52;DANA INDUSTRIAS LTDA
213509G;213509G;1;Pc;Indisponível;27,99;DANA INDUSTRIAS LTDA
213509G;213509G;1;Pc;Indisponível;27,99;DANA INDUSTRIAS LTDA
213539G;213539G;1;Pc;Indisponível;33,7;DANA INDUSTRIAS LTDA
213539G;213539G;1;Pc;Indisponível;33,7;DANA INDUSTRIAS LTDA
213549G;213549G;1;Pc;Indisponível;20,69;DANA INDUSTRIAS LTDA
213549G;213549G;1;Pc;Indisponível;20,69;DANA INDUSTRIAS LTDA
2135691G;2135691G;1;Pc;Indisponível;30,04;DANA INDUSTRIAS LTDA
213569G;213569G;1;Pc;Indisponível;28,59;DANA INDUSTRIAS LTDA
2135691G;2135691G;1;Pc;Indisponível;30,04;DANA INDUSTRIAS LTDA
213569G;213569G;1;Pc;Indisponível;28,59;DANA INDUSTRIAS LTDA
213589G;213589G;1;PC;Indisponível;0;DANA INDUSTRIAS LTDA
213599GN;213599GN;1;Pc;Indisponível;33,87;DANA INDUSTRIAS LTDA
213599GN;213599GN;1;Pc;Indisponível;33,87;DANA INDUSTRIAS LTDA
2136059G;2136059G;1;Pc;Indisponível;58,96;DANA INDUSTRIAS LTDA
213609G;213609G;1;Pc;Indisponível;24,74;DANA INDUSTRIAS LTDA
213609G;213609G;1;Pc;Indisponível;24,74;DANA INDUSTRIAS LTDA
2136139G;2136139G;1;Pc;Indisponível;40,48;DANA INDUSTRIAS LTDA
2136159G;2136159G;1;Pc;Indisponível;44,75;DANA INDUSTRIAS LTDA
2136179G;2136179G;1;Pc;Indisponível;64,24;DANA INDUSTRIAS LTDA
213619G;213619G;1;Pc;Indisponível;35,58;DANA INDUSTRIAS LTDA
213619G;213619G;1;Pc;Indisponível;35,58;DANA INDUSTRIAS LTDA
2136209G;2136209G;1;Pc;Indisponível;37,87;DANA INDUSTRIAS LTDA
2136279G;2136279G;1;Pc;Indisponível;61,63;DANA INDUSTRIAS LTDA
2136329G;2136329G;1;Pc;Indisponível;52,64;DANA INDUSTRIAS LTDA
2136429G;2136429G;1;Pc;Indisponível;41,56;DANA INDUSTRIAS LTDA
2136589G;2136589G;1;Pc;Indisponível;45,76;DANA INDUSTRIAS LTDA
213659G;213659G;1;Pc;Indisponível;24,77;DANA INDUSTRIAS LTDA
213659G1;213659G1;1;Pc;Indisponível;28,57;DANA INDUSTRIAS LTDA
213659G;213659G;1;Pc;Indisponível;24,77;DANA INDUSTRIAS LTDA
213659G1;213659G1;1;Pc;Indisponível;28,57;DANA INDUSTRIAS LTDA
2136609G;2136609G;1;Pc;Indisponível;41,04;DANA INDUSTRIAS LTDA
213669G;213669G;1;Pc;Indisponível;63,1;DANA INDUSTRIAS LTDA
213759G;213759G;1;Pc;Indisponível;51,16;DANA INDUSTRIAS LTDA
213759G;213759G;1;Pc;Indisponível;51,16;DANA INDUSTRIAS LTDA
213769G;213769G;1;Pc;Indisponível;43,5;DANA INDUSTRIAS LTDA
213779G;213779G;1;Pc;Indisponível;51,77;DANA INDUSTRIAS LTDA
213779G;213779G;1;Pc;Indisponível;51,77;DANA INDUSTRIAS LTDA
213789D;213789D;1;Pc;Indisponível;63;DANA INDUSTRIAS LTDA
213809G;213809G;1;Pc;Indisponível;102,72;DANA INDUSTRIAS LTDA
213839G;213839G;1;Pc;Indisponível;57,68;DANA INDUSTRIAS LTDA
213839G;213839G;1;Pc;Indisponível;57,68;DANA INDUSTRIAS LTDA
213839D;213839D;1;Pc;Indisponível;0;DANA INDUSTRIAS LTDA
213869G;213869G;1;Pc;Indisponível;35,84;DANA INDUSTRIAS LTDA
213869G;213869G;1;Pc;Indisponível;35,84;DANA INDUSTRIAS LTDA
2138772G;2138772G;1;Pc;Indisponível;40,48;DANA INDUSTRIAS LTDA
2139091G;2139091G;1;Pc;Indisponível;37,32;DANA INDUSTRIAS LTDA
213909G;213909G;1;Pc;Indisponível;49,62;DANA INDUSTRIAS LTDA
213909G;213909G;1;Pc;Indisponível;49,62;DANA INDUSTRIAS LTDA
214131;214131;1;Pc;B;73,27;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
216510;216510;1;Pc;B;82,56;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
216910;216910;1;Pc;B;124,89;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
2179203;2179203;1;Pc;Indisponível;629,38;TMD FRICTION DO BRASIL SA
21811329;21811329;1;Pc;Indisponível;412,44;DANA INDUSTRIAS LTDA
218209G;218209G;1;Pc;Indisponível;28,19;DANA INDUSTRIAS LTDA
218209G;218209G;1;Pc;Indisponível;28,19;DANA INDUSTRIAS LTDA
218249G;218249G;1;Pc;Indisponível;30,89;DANA INDUSTRIAS LTDA
218249G;218249G;1;Pc;Indisponível;30,89;DANA INDUSTRIAS LTDA
2183192G;2183192G;1;Un;Indisponível;37,64;DANA INDUSTRIAS LTDA
218319G;218319G;1;Pc;Indisponível;33,39;DANA INDUSTRIAS LTDA
2183192G;2183192G;1;Un;Indisponível;37,64;DANA INDUSTRIAS LTDA
218319G;218319G;1;Pc;Indisponível;33,39;DANA INDUSTRIAS LTDA
218329G;218329G;1;PC;Indisponível;0;DANA INDUSTRIAS LTDA
218399G;218399G;1;PC;Indisponível;0;DANA INDUSTRIAS LTDA
21911329;21911329;1;Pc;Indisponível;360,13;DANA INDUSTRIAS LTDA
2199901;2199901;1;Pc;Indisponível;201,77;TMD FRICTION DO BRASIL SA
21P;21P;1;Pc;Indisponível;22,32;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
22;22;1;UN;Indisponível;0;
2200304;2200304;1;PC;Indisponível;0;ZF DO BRASIL LTDA
2203101;2203101;1;Pc;A;387,35;TMD FRICTION DO BRASIL SA
2203102;2203102;1;Pc;A;470,61;TMD FRICTION DO BRASIL SA
2209801;2209801;1;Pc;B;813,41;TMD FRICTION DO BRASIL SA
2214601;2214601;1;Pc;Indisponível;960,31;TMD FRICTION DO BRASIL SA
2218701;2218701;1;Pc;Indisponível;536,07;TMD FRICTION DO BRASIL SA
2225002;2225002;1;PC;Indisponível;0;ZF DO BRASIL LTDA
2225103;2225103;1;PC;Indisponível;0;ZF DO BRASIL LTDA
2225203;2225203;1;PC;Indisponível;0;ZF DO BRASIL LTDA
2230801;2230801;1;Pc;A;678,02;TMD FRICTION DO BRASIL SA
2238301;2238301;1;Pc;Indisponível;864,72;TMD FRICTION DO BRASIL SA
2242301;2242301;1;Pc;Indisponível;636,01;TMD FRICTION DO BRASIL SA
2248501;2248501;1;Pc;Indisponível;1.108,78;TMD FRICTION DO BRASIL SA
2251004;2251004;1;Pc;Indisponível;1,5;ROBERT BOSCH FREIOS. (FRICCAO)
22511409;22511409;1;Pc;Indisponível;443,47;DANA INDUSTRIAS LTDA
2253967;2253967;1;Pc;Indisponível;2,5;ROBERT BOSCH LTDA
2254064;2254064;1;Pc;Indisponível;5;ROBERT BOSCH LTDA
2254084;2254084;1;Pc;Indisponível;5;ROBERT BOSCH LTDA
2254241;2254241;1;Pc;Indisponível;4;ROBERT BOSCH FREIOS. (FRICCAO)
2254617;2254617;1;Pc;Indisponível;10;ROBERT BOSCH FREIOS. (FRICCAO)
2254637;2254637;1;Pc;Indisponível;2,5;ROBERT BOSCH LTDA
2254749;2254749;1;Pc;Indisponível;10;ROBERT BOSCH FREIOS. (FRICCAO)
2254957;2254957;1;Pc;Indisponível;10;ROBERT BOSCH FREIOS. (FRICCAO)
2255293;2255293;50;Pc;Indisponível;1;ROBERT BOSCH LTDA
2257614;2257614;1;Pc;Indisponível;1,5;ROBERT BOSCH FREIOS. (FRICCAO)
2259492;2259492;50;Pc;Indisponível;0,7;ROBERT BOSCH LTDA
2260516S;2260516S;1;Pc;Indisponível;2,5;ROBERT BOSCH LTDA
2260592;2260592;1;Pc;Indisponível;60;ROBERT BOSCH LTDA
2264144;2264144;1;Pc;Indisponível;2,5;ROBERT BOSCH LTDA
2264169;2264169;1;Pc;Indisponível;5;ROBERT BOSCH LTDA
2265102;2265102;1;PC;Indisponível;0;ZF DO BRASIL LTDA
22804022;22804022;1;Un;Indisponível;2,86;MARELLI COFAP DO BRASIL LTDA
22805322;22805322;1;Un;Indisponível;2,97;MARELLI COFAP DO BRASIL LTDA
22807522;22807522;1;Pc;Indisponível;2,86;MARELLI COFAP DO BRASIL LTDA
228234015R;228234015R;1;Pc;Indisponível;220,79;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234045R;228234045R;1;Pc;C;109,99;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234055R;228234055R;1;Pc;A;198,5;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234103R;228234103R;1;Pc;B;83,59;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234120R;228234120R;1;Pc;B;154,25;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234186R;228234186R;1;Pc;Indisponível;0;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234276R;228234276R;1;Pc;Indisponível;199,71;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
228234999R;228234999R;1;Pc;Indisponível;0;CONTINENTAL IND. E COM.DE PEC. DE REP. AUTOM. LTDA
2283NR;2283NR;1;Pc;Indisponível;115,2;STABILUS LTDA
22P;22P;1;Pc;Indisponível;33,6;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
23;23;1;UN;Indisponível;0;
2331301;2331301;1;Pc;A;383,07;TMD FRICTION DO BRASIL SA
2331303;2331303;1;Pc;Indisponível;446,63;TMD FRICTION DO BRASIL SA
2333403;2333403;1;Pc;Indisponível;254,83;TMD FRICTION DO BRASIL SA
2339345002;2339345002;1;Pc;Indisponível;161,53;ROBERT BOSCH LTDA
2344704;2344704;1;Pc;A;388,99;TMD FRICTION DO BRASIL SA
235060K;235060K;1;Pc;Indisponível;490,34;COMERCIAL DE AUTOPECAS KYB DO BRASIL LTDA
2355001;2355001;1;Pc;Indisponível;343,74;TMD FRICTION DO BRASIL SA
2355402;2355402;1;Pc;A;176,44;TMD FRICTION DO BRASIL SA
235666;235666;1;Pc;Indisponível;0;STABILUS LTDA
2358701;2358701;1;Pc;Indisponível;294,16;TMD FRICTION DO BRASIL SA
2358704;2358704;1;Pc;Indisponível;293,24;TMD FRICTION DO BRASIL SA
2369302;2369302;1;Pc;A;1.055,97;TMD FRICTION DO BRASIL SA
2369402;2369402;1;Pc;Indisponível;493,77;TMD FRICTION DO BRASIL SA
2373001;2373001;1;Pc;Indisponível;460,38;TMD FRICTION DO BRASIL SA
238111;238111;1;Pc;Indisponível;45,42;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
2381779;2381779;1;Pc;Indisponível;148;DANA INDUSTRIAS LTDA
238534;238534;1;Pc;Indisponível;0;STABILUS LTDA
238780;238780;1;Pc;Indisponível;56,42;STABILUS LTDA
2391201;2391201;1;Pc;A;378,48;TMD FRICTION DO BRASIL SA
2391503;2391503;1;Pc;Indisponível;344,54;TMD FRICTION DO BRASIL SA
2392701;2392701;1;Pc;A;301,97;TMD FRICTION DO BRASIL SA
23983;23983;1;Pc;Indisponível;312,95;TENNECO AUTOMOTIVE DO BRAZIL LTDA.
2398404;2398404;1;Pc;Indisponível;472,75;TMD FRICTION DO BRASIL SA
23N;23N;1;Pc;Indisponível;19,6;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
24;24;1;Un;Indisponível;0;
2408401;2408401;1;Pc;Indisponível;454,98;TMD FRICTION DO BRASIL SA
2409801;2409801;1;Pc;Indisponível;515,86;TMD FRICTION DO BRASIL SA
2412301;2412301;1;Pc;Indisponível;331,07;TMD FRICTION DO BRASIL SA
2412305;2412305;1;Pc;A;387,36;TMD FRICTION DO BRASIL SA
2413701;2413701;1;Pc;Indisponível;261,85;TMD FRICTION DO BRASIL SA
2417001;2417001;1;Pc;A;563,02;TMD FRICTION DO BRASIL SA
2417201;2417201;1;Pc;Indisponível;661,33;TMD FRICTION DO BRASIL SA
2419101;2419101;1;Pc;Indisponível;305,32;TMD FRICTION DO BRASIL SA
2419201;2419201;1;Pc;Indisponível;281,51;TMD FRICTION DO BRASIL SA
2425301;2425301;1;Pc;A;238,96;TMD FRICTION DO BRASIL SA
2425401;2425401;1;Pc;A;335,11;TMD FRICTION DO BRASIL SA
2428901;2428901;1;Pc;A;355,05;TMD FRICTION DO BRASIL SA
2430601;2430601;1;Pc;Indisponível;380,1;TMD FRICTION DO BRASIL SA
243075;243075;1;Pc;Indisponível;0;STABILUS LTDA
2431001;2431001;1;Pc;A;441,51;TMD FRICTION DO BRASIL SA
243122;243122;1;Pc;B;85,26;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
243141;243141;1;Pc;A;96,79;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
243314;243314;1;Pc;Indisponível;0;STABILUS LTDA
2433301;2433301;1;Pc;A;363,94;TMD FRICTION DO BRASIL SA
243553;243553;1;Pc;A;56,42;STABILUS LTDA
2439901;2439901;1;Pc;Indisponível;503,21;TMD FRICTION DO BRASIL SA
2440903;2440903;1;Pc;Indisponível;627,39;TMD FRICTION DO BRASIL SA
2443601;2443601;1;Pc;Indisponível;1.023,92;TMD FRICTION DO BRASIL SA
2445201;2445201;1;Pc;Indisponível;453,91;TMD FRICTION DO BRASIL SA
244748;244748;1;Pc;Indisponível;55,65;STABILUS LTDA
2448301;2448301;1;Pc;A;395,73;TMD FRICTION DO BRASIL SA
2449601;2449601;1;Pc;A;277,09;TMD FRICTION DO BRASIL SA
2449602;2449602;1;Pc;Indisponível;352,09;TMD FRICTION DO BRASIL SA
244V;244V;1;Pc;Indisponível;29,4;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
24511449;24511449;1;Pc;Indisponível;361,62;DANA INDUSTRIAS LTDA
2453701;2453701;1;Pc;A;266,7;TMD FRICTION DO BRASIL SA
245400;245400;1;Pc;Indisponível;160,31;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
2454101;2454101;1;Pc;Indisponível;437,21;TMD FRICTION DO BRASIL SA
2456101;2456101;1;Pc;Indisponível;519,09;TMD FRICTION DO BRASIL SA
245711;245711;1;Pc;Indisponível;126,61;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
245830;245830;1;Pc;Indisponível;129,78;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
2460201;2460201;1;Pc;Indisponível;421,85;TMD FRICTION DO BRASIL SA
2460402;2460402;1;Pc;Indisponível;484,08;TMD FRICTION DO BRASIL SA
2460601;2460601;1;Pc;Indisponível;322,72;TMD FRICTION DO BRASIL SA
2460602;2460602;1;Pc;Indisponível;324,88;TMD FRICTION DO BRASIL SA
24611449;24611449;1;Pc;Indisponível;338,37;DANA INDUSTRIAS LTDA
2465901;2465901;1;Pc;A;715,21;TMD FRICTION DO BRASIL SA
2468501;2468501;1;Pc;Indisponível;1.052,47;TMD FRICTION DO BRASIL SA
2470601;2470601;1;Pc;Indisponível;375,25;TMD FRICTION DO BRASIL SA
2472101;2472101;1;Pc;A;711,98;TMD FRICTION DO BRASIL SA
2472102;2472102;1;Pc;Indisponível;712,78;TMD FRICTION DO BRASIL SA
2473803;2473803;1;Pc;Indisponível;488,09;TMD FRICTION DO BRASIL SA
2474301;2474301;1;Pc;Indisponível;437,48;TMD FRICTION DO BRASIL SA
2484801;2484801;1;Pc;A;335,69;TMD FRICTION DO BRASIL SA
2486901;2486901;1;Pc;A;327,14;TMD FRICTION DO BRASIL SA
24N;24N;1;Pc;Indisponível;19,72;FREUDENBERG-NOK COMPONENTES BRASIL LTDA
25;25;1;UN;Indisponível;0;
2BW91910J;2BW91910J;1;Bl;Indisponível;0;PETRONAS LUBRIFICANTES BRASIL S.A.
2500701;2500701;1;Pc;Indisponível;888,73;TMD FRICTION DO BRASIL SA
2500801;2500801;1;Pc;A;227,35;TMD FRICTION DO BRASIL SA
2501401;2501401;1;Pc;Indisponível;444,74;TMD FRICTION DO BRASIL SA
2502201;2502201;1;Pc;Indisponível;476,25;TMD FRICTION DO BRASIL SA
25053;25053;1;PC;Indisponível;0;FOFINHO AUTO PECAS LTDA.
25061;25061;1;PC;Indisponível;0;FOFINHO AUTO PECAS LTDA.
251091;251091;1;Pc;B;94,93;AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
