COD COMPEL;COD FABRICA;QTDE EMBALAGEM;UNIDADE MEDIDA;DISPONIBILIDADE;PREÇO;FABRICANTE
MG17259;MG17259;1;Pc;B;70,11;NAKATA AUTOMOTIVA LTDA
MG17260;MG17260;1;Pc;Indisponível;70,11;NAKATA AUTOMOTIVA LTDA
MG17261;MG17261;1;Pc;Indisponível;64,75;NAKATA AUTOMOTIVA LTDA
MG17262;MG17262;1;Pc;A;70,11;NAKATA AUTOMOTIVA LTDA
MG17263;MG17263;1;Pc;Indisponível;61,99;NAKATA AUTOMOTIVA LTDA
MG17264;MG17264;1;Pc;Indisponível;67,16;NAKATA AUTOMOTIVA LTDA
MG17265;MG17265;1;Pc;Indisponível;70,11;NAKATA AUTOMOTIVA LTDA
MG17266;MG17266;1;Pc;Indisponível;64,75;NAKATA AUTOMOTIVA LTDA
MG17267;MG17267;1;Pc;Indisponível;67,16;NAKATA AUTOMOTIVA LTDA
MG17268;MG17268;1;Pc;Indisponível;67,16;NAKATA AUTOMOTIVA LTDA
MG17269;MG17269;1;Pc;Indisponível;70,11;NAKATA AUTOMOTIVA LTDA
MG17270;MG17270;1;Pc;Indisponível;67,16;NAKATA AUTOMOTIVA LTDA
MG17273;MG17273;1;Pc;Indisponível;66,17;NAKATA AUTOMOTIVA LTDA
MG17274;MG17274;1;Pc;Indisponível;60,39;NAKATA AUTOMOTIVA LTDA
MG17276;MG17276;1;Pc;A;64,75;NAKATA AUTOMOTIVA LTDA
MG17277;MG17277;1;Pc;Indisponível;66,17;NAKATA AUTOMOTIVA LTDA
MG17278;MG17278;1;Pc;Indisponível;66,17;NAKATA AUTOMOTIVA LTDA
MG17283;MG17283;1;Pc;A;66,53;NAKATA AUTOMOTIVA LTDA
MG17284;MG17284;1;Pc;Indisponível;65,06;NAKATA AUTOMOTIVA LTDA
MG17287;MG17287;1;Pc;A;58,61;NAKATA AUTOMOTIVA LTDA
MG17288;MG17288;1;Pc;A;65,06;NAKATA AUTOMOTIVA LTDA
MG17289;MG17289;1;Pc;A;65,06;NAKATA AUTOMOTIVA LTDA
MG17290;MG17290;1;Pc;Indisponível;58,61;NAKATA AUTOMOTIVA LTDA
MG19001;MG19001;1;Pc;Indisponível;61,88;NAKATA AUTOMOTIVA LTDA
MG19003;MG19003;1;Pc;Indisponível;61,88;NAKATA AUTOMOTIVA LTDA
MG19151;MG19151;1;Pc;Indisponível;84,99;NAKATA AUTOMOTIVA LTDA
MG19171;MG19171;1;Pc;Indisponível;59,62;NAKATA AUTOMOTIVA LTDA
MG19217;MG19217;1;Pc;Indisponível;77,11;NAKATA AUTOMOTIVA LTDA
MG19576;MG19576;1;Pc;B;84,99;NAKATA AUTOMOTIVA LTDA
MG20224;MG20224;1;Pc;Indisponível;102,58;NAKATA AUTOMOTIVA LTDA
MI0441;MI0441;2;Pc;Indisponível;243,22;RASSINI - NHK AUTO PECAS LTDA.
MI0442;MI0442;2;Pc;Indisponível;228,99;RASSINI - NHK AUTO PECAS LTDA.
MI0475;MI0475;2;Pc;Indisponível;410,76;RASSINI - NHK AUTO PECAS LTDA.
MI0476;MI0476;2;Pc;Indisponível;382,24;RASSINI - NHK AUTO PECAS LTDA.
MI0605;MI0605;1;PC;Indisponível;411,46;RASSINI - NHK AUTO PECAS LTDA.
MI0606;MI0606;1;PC;Indisponível;411,46;RASSINI - NHK AUTO PECAS LTDA.
MI0607;MI0607;1;PC;Indisponível;367,67;RASSINI - NHK AUTO PECAS LTDA.
MI0608;MI0608;1;PC;Indisponível;367,67;RASSINI - NHK AUTO PECAS LTDA.
MI0609;MI0609;1;PC;Indisponível;411,46;RASSINI - NHK AUTO PECAS LTDA.
MI0610;MI0610;1;PC;Indisponível;411,46;RASSINI - NHK AUTO PECAS LTDA.
MI0611;MI0611;1;PC;Indisponível;371,18;RASSINI - NHK AUTO PECAS LTDA.
MI0612;MI0612;1;PC;Indisponível;371,18;RASSINI - NHK AUTO PECAS LTDA.
MI0646;MI0646;2;Pc;Indisponível;179,6;RASSINI - NHK AUTO PECAS LTDA.
MI0647;MI0647;2;Pc;Indisponível;123,47;RASSINI - NHK AUTO PECAS LTDA.
MI0648;MI0648;2;Pc;Indisponível;189,24;RASSINI - NHK AUTO PECAS LTDA.
MI0649;MI0649;2;Pc;Indisponível;131,49;RASSINI - NHK AUTO PECAS LTDA.
MI0650;MI0650;2;PC;Indisponível;285,43;RASSINI - NHK AUTO PECAS LTDA.
MI0651;MI0651;2;PC;A;246,96;RASSINI - NHK AUTO PECAS LTDA.
MI0652;MI0652;2;Pc;Indisponível;307,89;RASSINI - NHK AUTO PECAS LTDA.
MI0653;MI0653;2;Pc;Indisponível;251,76;RASSINI - NHK AUTO PECAS LTDA.
MI0656;MI0656;2;Pc;Indisponível;208,47;RASSINI - NHK AUTO PECAS LTDA.
MI0657;MI0657;2;PC;Indisponível;208,47;RASSINI - NHK AUTO PECAS LTDA.
MI0658;MI0658;2;PC;Indisponível;218,09;RASSINI - NHK AUTO PECAS LTDA.
MI0659;MI0659;2;PC;Indisponível;133,11;RASSINI - NHK AUTO PECAS LTDA.
MI0660;MI0660;2;PC;A;139,5;RASSINI - NHK AUTO PECAS LTDA.
MI0713;MI0713;2;Pc;Indisponível;293,64;RASSINI - NHK AUTO PECAS LTDA.
MI0714;MI0714;2;Pc;Indisponível;315,79;RASSINI - NHK AUTO PECAS LTDA.
MM103;MM103;1;Pc;C;91,22;MARELLI COFAP DO BRASIL LTDA
MM145;MM145;1;Pc;B;135,39;MARELLI COFAP DO BRASIL LTDA
MM209;MM209;1;Pc;A;112,94;MARELLI COFAP DO BRASIL LTDA
MM210;MM210;1;Pc;A;112,22;MARELLI COFAP DO BRASIL LTDA
MM219;MM219;1;Pc;A;176,59;MARELLI COFAP DO BRASIL LTDA
MM224;MM224;1;Pc;B;168,57;MARELLI COFAP DO BRASIL LTDA
MM250M;MM250M;1;Pc;Indisponível;189,9;MARELLI COFAP DO BRASIL LTDA
MM300M;MM300M;1;Pc;Indisponível;87,69;MARELLI COFAP DO BRASIL LTDA
MMVT20591K;MMVT20591K;1;Pc;Indisponível;29,54;MARELLI COFAP DO BRASIL LTDA
MMVT20882K;MMVT20882K;1;Pc;Indisponível;33,02;MARELLI COFAP DO BRASIL LTDA
MMVT20885K;MMVT20885K;1;Pc;Indisponível;33,02;MARELLI COFAP DO BRASIL LTDA
MMVT20887K;MMVT20887K;1;Pc;Indisponível;33,56;MARELLI COFAP DO BRASIL LTDA
MMVT21082K;MMVT21082K;1;Pc;Indisponível;38,63;MARELLI COFAP DO BRASIL LTDA
MMVT21782K;MMVT21782K;1;Pc;Indisponível;26,71;MARELLI COFAP DO BRASIL LTDA
MMVT21792K;MMVT21792K;1;Pc;Indisponível;26,75;MARELLI COFAP DO BRASIL LTDA
MMVT21892K;MMVT21892K;1;Pc;Indisponível;31,36;MARELLI COFAP DO BRASIL LTDA
MMVT22182C;MMVT22182C;1;Pc;Indisponível;46,17;MARELLI COFAP DO BRASIL LTDA
MMVT22192C;MMVT22192C;1;Pc;Indisponível;46,25;MARELLI COFAP DO BRASIL LTDA
MMVT22782K;MMVT22782K;1;Pc;Indisponível;21,32;MARELLI COFAP DO BRASIL LTDA
MMVT23988;MMVT23988;1;Pc;Indisponível;52,22;MARELLI COFAP DO BRASIL LTDA
MMVT24192K;MMVT24192K;1;Pc;Indisponível;49,63;MARELLI COFAP DO BRASIL LTDA
MMVT24487K;MMVT24487K;1;Pc;A;46,39;MARELLI COFAP DO BRASIL LTDA
MMVT24580K;MMVT24580K;1;Pc;Indisponível;47;MARELLI COFAP DO BRASIL LTDA
MMVT24587K;MMVT24587K;1;Pc;A;49,34;MARELLI COFAP DO BRASIL LTDA
MMVT24782K;MMVT24782K;1;Pc;Indisponível;30,29;MARELLI COFAP DO BRASIL LTDA
MMVT24787K;MMVT24787K;1;Pc;Indisponível;31,54;MARELLI COFAP DO BRASIL LTDA
MMVT24877K;MMVT24877K;1;Pc;Indisponível;24,13;MARELLI COFAP DO BRASIL LTDA
MMVT24887;MMVT24887;1;Pc;Indisponível;19,63;MARELLI COFAP DO BRASIL LTDA
MMVT25187C;MMVT25187C;1;Pc;Indisponível;151,29;MARELLI COFAP DO BRASIL LTDA
MMVT25377;MMVT25377;1;Pc;A;29,81;MARELLI COFAP DO BRASIL LTDA
MMVT26582K;MMVT26582K;1;Pc;Indisponível;46,07;MARELLI COFAP DO BRASIL LTDA
MMVT28082K;MMVT28082K;1;Pc;Indisponível;41,67;MARELLI COFAP DO BRASIL LTDA
MMVT28087K;MMVT28087K;1;Pc;Indisponível;43,47;MARELLI COFAP DO BRASIL LTDA
MMVT28682K;MMVT28682K;1;Pc;Indisponível;37,04;MARELLI COFAP DO BRASIL LTDA
MMVT28880;MMVT28880;1;Pc;Indisponível;22,02;MARELLI COFAP DO BRASIL LTDA
MMVT28887K;MMVT28887K;1;Pc;Indisponível;22,72;MARELLI COFAP DO BRASIL LTDA
MMVT28895;MMVT28895;1;Pc;Indisponível;23,43;MARELLI COFAP DO BRASIL LTDA
MMVT29792K;MMVT29792K;1;Pc;Indisponível;29,17;MARELLI COFAP DO BRASIL LTDA
MMVT29975K;MMVT29975K;1;Pc;Indisponível;22,88;MARELLI COFAP DO BRASIL LTDA
MMVT30992K;MMVT30992K;1;Pc;Indisponível;51,14;MARELLI COFAP DO BRASIL LTDA
MMVT31392C;MMVT31392C;1;Pc;Indisponível;52,98;MARELLI COFAP DO BRASIL LTDA
MMVT32782C;MMVT32782C;1;Pc;Indisponível;49,79;MARELLI COFAP DO BRASIL LTDA
MMVT34587C;MMVT34587C;1;Pc;Indisponível;139,47;MARELLI COFAP DO BRASIL LTDA
MMVT34987C;MMVT34987C;1;Pc;Indisponível;49,02;MARELLI COFAP DO BRASIL LTDA
MMVT36182C;MMVT36182C;1;Pc;A;45,9;MARELLI COFAP DO BRASIL LTDA
MMVT36187C;MMVT36187C;1;Pc;Indisponível;45,95;MARELLI COFAP DO BRASIL LTDA
MMVT36788C;MMVT36788C;1;Pc;Indisponível;242,26;MARELLI COFAP DO BRASIL LTDA
MMVT37089C;MMVT37089C;1;Pc;Indisponível;39,33;MARELLI COFAP DO BRASIL LTDA
MMVT37382C;MMVT37382C;1;Pc;Indisponível;90,42;MARELLI COFAP DO BRASIL LTDA
MP002PIM;MP002PIM;1;Pc;Indisponível;35;MARELLI COFAP DO BRASIL LTDA
MP004PIM;MP004PIM;1;Un;Indisponível;18;MARELLI COFAP DO BRASIL LTDA
MSF10020;MSF10020;1;Pc;Indisponível;41,19;MAXI AUTOMOTIVE IND. E COM. LTDA
MT LIMP;MT LIMP;1;Un;Indisponível;0;
N1003;N1003;1;Pc;Indisponível;138,65;NAKATA AUTOMOTIVA LTDA
N1004;N1004;1;Pc;Indisponível;134,65;NAKATA AUTOMOTIVA LTDA
N1006;N1006;1;Pc;A;71,7;NAKATA AUTOMOTIVA LTDA
N1007;N1007;1;Pc;Indisponível;71,45;NAKATA AUTOMOTIVA LTDA
N1009;N1009;1;Pc;A;165,29;NAKATA AUTOMOTIVA LTDA
N1011;N1011;1;Pc;Indisponível;49,5;NAKATA AUTOMOTIVA LTDA
N1012;N1012;1;Pc;Indisponível;60,17;NAKATA AUTOMOTIVA LTDA
N1014;N1014;1;Pc;Indisponível;53,3;NAKATA AUTOMOTIVA LTDA
N1015;N1015;1;Pc;B;53,3;NAKATA AUTOMOTIVA LTDA
N1017;N1017;1;Pc;Indisponível;156,92;NAKATA AUTOMOTIVA LTDA
N1018;N1018;1;Pc;A;172,59;NAKATA AUTOMOTIVA LTDA
N1019;N1019;1;Pc;Indisponível;319,96;NAKATA AUTOMOTIVA LTDA
N1020;N1020;1;Pc;Indisponível;36,22;NAKATA AUTOMOTIVA LTDA
N1021;N1021;1;Pc;Indisponível;184,2;NAKATA AUTOMOTIVA LTDA
N1023;N1023;1;Pc;Indisponível;178,5;NAKATA AUTOMOTIVA LTDA
N1024;N1024;1;Pc;Indisponível;144,71;NAKATA AUTOMOTIVA LTDA
N1025;N1025;1;Pc;Indisponível;135,53;NAKATA AUTOMOTIVA LTDA
N1026;N1026;1;Pc;Indisponível;115,4;NAKATA AUTOMOTIVA LTDA
N1027;N1027;1;Pc;Indisponível;35,09;NAKATA AUTOMOTIVA LTDA
N1028;N1028;1;Pc;Indisponível;68,65;NAKATA AUTOMOTIVA LTDA
N1029;N1029;1;Pc;A;69,69;NAKATA AUTOMOTIVA LTDA
N1030;N1030;1;Pc;Indisponível;65,72;NAKATA AUTOMOTIVA LTDA
N1031;N1031;1;Pc;Indisponível;62,58;NAKATA AUTOMOTIVA LTDA
N1032;N1032;1;Pc;A;75,74;NAKATA AUTOMOTIVA LTDA
N1033;N1033;1;Pc;A;72,1;NAKATA AUTOMOTIVA LTDA
N1034;N1034;1;Pc;Indisponível;139,29;NAKATA AUTOMOTIVA LTDA
N1035;N1035;1;Pc;Indisponível;184,95;NAKATA AUTOMOTIVA LTDA
N1037;N1037;1;Pc;A;202,67;NAKATA AUTOMOTIVA LTDA
N1043;N1043;1;Pc;A;192,95;NAKATA AUTOMOTIVA LTDA
N1044;N1044;1;Pc;A;177,99;NAKATA AUTOMOTIVA LTDA
N1045;N1045;1;Pc;Indisponível;136,32;NAKATA AUTOMOTIVA LTDA
N1046;N1046;1;Pc;Indisponível;176,6;NAKATA AUTOMOTIVA LTDA
N1047;N1047;1;Pc;Indisponível;139,02;NAKATA AUTOMOTIVA LTDA
N1048;N1048;1;Pc;A;176,96;NAKATA AUTOMOTIVA LTDA
N1058;N1058;1;Pc;Indisponível;89,7;NAKATA AUTOMOTIVA LTDA
N1059;N1059;1;Pc;A;89,7;NAKATA AUTOMOTIVA LTDA
N1063;N1063;1;Pc;A;51,68;NAKATA AUTOMOTIVA LTDA
N1064;N1064;1;Pc;Indisponível;66,82;NAKATA AUTOMOTIVA LTDA
N1065;N1065;1;Pc;Indisponível;66,82;NAKATA AUTOMOTIVA LTDA
N1068;N1068;1;Pc;Indisponível;32,76;NAKATA AUTOMOTIVA LTDA
N1069;N1069;1;Pc;A;73,15;NAKATA AUTOMOTIVA LTDA
N1070;N1070;1;Pc;A;73,15;NAKATA AUTOMOTIVA LTDA
N1074;N1074;1;Pc;Indisponível;77,04;NAKATA AUTOMOTIVA LTDA
N1075;N1075;1;Pc;Indisponível;77,04;NAKATA AUTOMOTIVA LTDA
N1076;N1076;1;Pc;Indisponível;81,82;NAKATA AUTOMOTIVA LTDA
N1082;N1082;1;Pc;Indisponível;132,45;NAKATA AUTOMOTIVA LTDA
N111;N111;1;Pc;Indisponível;37,85;NAKATA AUTOMOTIVA LTDA
N112;N112;1;Pc;Indisponível;37,85;NAKATA AUTOMOTIVA LTDA
N115;N115;1;Pc;Indisponível;168,65;NAKATA AUTOMOTIVA LTDA
N116;N116;1;Pc;Indisponível;219,47;NAKATA AUTOMOTIVA LTDA
N117;N117;1;Pc;Indisponível;224,81;NAKATA AUTOMOTIVA LTDA
N119;N119;1;Pc;Indisponível;138,28;NAKATA AUTOMOTIVA LTDA
N120;N120;1;Pc;A;43,57;NAKATA AUTOMOTIVA LTDA
N122;N122;1;Pc;A;43,57;NAKATA AUTOMOTIVA LTDA
N124;N124;1;Pc;Indisponível;72,62;NAKATA AUTOMOTIVA LTDA
N125;N125;1;Pc;A;37,44;NAKATA AUTOMOTIVA LTDA
N127;N127;1;Pc;Indisponível;38,7;NAKATA AUTOMOTIVA LTDA
N128;N128;1;Pc;Indisponível;38,7;NAKATA AUTOMOTIVA LTDA
N129;N129;1;Pc;A;73,48;NAKATA AUTOMOTIVA LTDA
N130;N130;1;Pc;A;53,28;NAKATA AUTOMOTIVA LTDA
N137;N137;1;Pc;Indisponível;136,77;NAKATA AUTOMOTIVA LTDA
N138;N138;1;Pc;Indisponível;62,3;NAKATA AUTOMOTIVA LTDA
N140;N140;1;Pc;Indisponível;240,65;NAKATA AUTOMOTIVA LTDA
N141;N141;1;Pc;Indisponível;143,21;NAKATA AUTOMOTIVA LTDA
N142;N142;1;Pc;Indisponível;168,62;NAKATA AUTOMOTIVA LTDA
N143;N143;1;Pc;Indisponível;61,72;NAKATA AUTOMOTIVA LTDA
N159;N159;1;Pc;Indisponível;181,87;NAKATA AUTOMOTIVA LTDA
N163;N163;1;Pc;Indisponível;265,34;NAKATA AUTOMOTIVA LTDA
N164;N164;1;Pc;Indisponível;75,49;NAKATA AUTOMOTIVA LTDA
N170;N170;1;Pc;Indisponível;146;NAKATA AUTOMOTIVA LTDA
N174;N174;1;Pc;Indisponível;68,09;NAKATA AUTOMOTIVA LTDA
N183;N183;1;Pc;Indisponível;34,8;NAKATA AUTOMOTIVA LTDA
N186;N186;1;Pc;Indisponível;43,34;NAKATA AUTOMOTIVA LTDA
N187;N187;1;Pc;A;57,26;NAKATA AUTOMOTIVA LTDA
N188;N188;1;Pc;Indisponível;76,27;NAKATA AUTOMOTIVA LTDA
N189;N189;1;Pc;Indisponível;76,27;NAKATA AUTOMOTIVA LTDA
N195;N195;1;Pc;A;46,34;NAKATA AUTOMOTIVA LTDA
N196;N196;1;Pc;A;46,18;NAKATA AUTOMOTIVA LTDA
N197;N197;1;Pc;Indisponível;49,37;NAKATA AUTOMOTIVA LTDA
N2003;N2003;1;Pc;Indisponível;78,24;NAKATA AUTOMOTIVA LTDA
N2004;N2004;1;Pc;A;98;NAKATA AUTOMOTIVA LTDA
N2005;N2005;1;Pc;A;98;NAKATA AUTOMOTIVA LTDA
N2007;N2007;1;Pc;A;69,87;NAKATA AUTOMOTIVA LTDA
N2008;N2008;1;Pc;Indisponível;69,87;NAKATA AUTOMOTIVA LTDA
N2009;N2009;1;Pc;Indisponível;108;NAKATA AUTOMOTIVA LTDA
N2016;N2016;1;Pc;Indisponível;32,16;NAKATA AUTOMOTIVA LTDA
N2017;N2017;1;Pc;Indisponível;57,89;NAKATA AUTOMOTIVA LTDA
N2018;N2018;1;Pc;A;50,03;NAKATA AUTOMOTIVA LTDA
N2019;N2019;1;Pc;Indisponível;60,63;NAKATA AUTOMOTIVA LTDA
N2020;N2020;1;Pc;Indisponível;40,49;NAKATA AUTOMOTIVA LTDA
N2021;N2021;1;Pc;Indisponível;150,26;NAKATA AUTOMOTIVA LTDA
N2025;N2025;1;Pc;Indisponível;53,89;NAKATA AUTOMOTIVA LTDA
N2026;N2026;1;Pc;Indisponível;53,89;NAKATA AUTOMOTIVA LTDA
N2027;N2027;1;Pc;B;92;NAKATA AUTOMOTIVA LTDA
N2083;N2083;1;Pc;Indisponível;77,55;NAKATA AUTOMOTIVA LTDA
N2096;N2096;1;Pc;Indisponível;50,16;NAKATA AUTOMOTIVA LTDA
N2097;N2097;1;Pc;A;40,58;NAKATA AUTOMOTIVA LTDA
N2120;N2120;1;Pc;Indisponível;52;NAKATA AUTOMOTIVA LTDA
N2125;N2125;1;Pc;Indisponível;61,98;NAKATA AUTOMOTIVA LTDA
N2126;N2126;1;Pc;A;61,98;NAKATA AUTOMOTIVA LTDA
N2127;N2127;1;Pc;Indisponível;51,74;NAKATA AUTOMOTIVA LTDA
N2129;N2129;1;Pc;A;71,16;NAKATA AUTOMOTIVA LTDA
N2136;N2136;1;Pc;Indisponível;60,17;NAKATA AUTOMOTIVA LTDA
N235;N235;1;Pc;Indisponível;55,79;NAKATA AUTOMOTIVA LTDA
N243;N243;1;Pc;Indisponível;114,24;NAKATA AUTOMOTIVA LTDA
N249;N249;1;Pc;A;71,23;NAKATA AUTOMOTIVA LTDA
N250;N250;1;Pc;A;40,19;NAKATA AUTOMOTIVA LTDA
N3003;N3003;1;Pc;A;41,64;NAKATA AUTOMOTIVA LTDA
N3004;N3004;1;Pc;Indisponível;49,56;NAKATA AUTOMOTIVA LTDA
N3005;N3005;1;Pc;A;56,56;NAKATA AUTOMOTIVA LTDA
N3006;N3006;1;Pc;Indisponível;196;NAKATA AUTOMOTIVA LTDA
N3007;N3007;1;Pc;Indisponível;80,15;NAKATA AUTOMOTIVA LTDA
N3008;N3008;1;Pc;A;64,91;NAKATA AUTOMOTIVA LTDA
N3009;N3009;1;Pc;Indisponível;48,1;NAKATA AUTOMOTIVA LTDA
N301;N301;1;Pc;Indisponível;218,62;NAKATA AUTOMOTIVA LTDA
N3010;N3010;1;Pc;Indisponível;62,58;NAKATA AUTOMOTIVA LTDA
N3011;N3011;1;Pc;A;61,79;NAKATA AUTOMOTIVA LTDA
N3012;N3012;1;Pc;Indisponível;74,25;NAKATA AUTOMOTIVA LTDA
N3014;N3014;1;Pc;Indisponível;31,47;NAKATA AUTOMOTIVA LTDA
N3018;N3018;1;Pc;A;74,05;NAKATA AUTOMOTIVA LTDA
N302;N302;1;Pc;Indisponível;71,15;NAKATA AUTOMOTIVA LTDA
N3022;N3022;1;Pc;Indisponível;53,13;NAKATA AUTOMOTIVA LTDA
N3023;N3023;1;Pc;Indisponível;67,76;NAKATA AUTOMOTIVA LTDA
N303;N303;1;Pc;Indisponível;65,28;NAKATA AUTOMOTIVA LTDA
N3032;N3032;1;Pc;A;61,08;NAKATA AUTOMOTIVA LTDA
N304;N304;1;Pc;Indisponível;79,18;NAKATA AUTOMOTIVA LTDA
N3045;N3045;1;Pc;Indisponível;45,93;NAKATA AUTOMOTIVA LTDA
N305;N305;1;Pc;Indisponível;62,09;NAKATA AUTOMOTIVA LTDA
N3052;N3052;1;Pc;Indisponível;33,5;NAKATA AUTOMOTIVA LTDA
N3057;N3057;1;Pc;Indisponível;142,42;NAKATA AUTOMOTIVA LTDA
N3058;N3058;1;Pc;Indisponível;180,28;NAKATA AUTOMOTIVA LTDA
N3058SA;N3058SA;1;Pc;Indisponível;137,97;NAKATA AUTOMOTIVA LTDA
N3067;N3067;1;Pc;Indisponível;73,08;NAKATA AUTOMOTIVA LTDA
N3069;N3069;1;Pc;Indisponível;79,71;NAKATA AUTOMOTIVA LTDA
N3072;N3072;1;Pc;Indisponível;39,22;NAKATA AUTOMOTIVA LTDA
N316;N316;1;Pc;A;67,53;NAKATA AUTOMOTIVA LTDA
N317;N317;1;Pc;A;67,76;NAKATA AUTOMOTIVA LTDA
N318;N318;1;Pc;A;52,33;NAKATA AUTOMOTIVA LTDA
N319;N319;1;Pc;Indisponível;49,57;NAKATA AUTOMOTIVA LTDA
N324;N324;1;Pc;B;66,15;NAKATA AUTOMOTIVA LTDA
N325;N325;1;Pc;Indisponível;71,23;NAKATA AUTOMOTIVA LTDA
N326;N326;1;Pc;Indisponível;62,99;NAKATA AUTOMOTIVA LTDA
N330;N330;1;Pc;Indisponível;57,02;NAKATA AUTOMOTIVA LTDA
N331;N331;1;Pc;A;57,02;NAKATA AUTOMOTIVA LTDA
N336;N336;1;Pc;Indisponível;102,53;NAKATA AUTOMOTIVA LTDA
N337;N337;1;Pc;Indisponível;91,53;NAKATA AUTOMOTIVA LTDA
N338;N338;1;Pc;Indisponível;106,24;NAKATA AUTOMOTIVA LTDA
N347;N347;1;Pc;Indisponível;136,11;NAKATA AUTOMOTIVA LTDA
N356;N356;1;Pc;Indisponível;77,18;NAKATA AUTOMOTIVA LTDA
N357;N357;1;Pc;A;65,15;NAKATA AUTOMOTIVA LTDA
N364;N364;1;Pc;Indisponível;71,73;NAKATA AUTOMOTIVA LTDA
N365;N365;1;Pc;Indisponível;71,73;NAKATA AUTOMOTIVA LTDA
N366;N366;1;Pc;Indisponível;252,6;NAKATA AUTOMOTIVA LTDA
N371;N371;1;Pc;Indisponível;64,33;NAKATA AUTOMOTIVA LTDA
N372;N372;1;Pc;Indisponível;98,19;NAKATA AUTOMOTIVA LTDA
N373;N373;1;Pc;Indisponível;64,33;NAKATA AUTOMOTIVA LTDA
N374;N374;1;Pc;Indisponível;98,19;NAKATA AUTOMOTIVA LTDA
N375;N375;1;Pc;Indisponível;76,36;NAKATA AUTOMOTIVA LTDA
N376;N376;1;Pc;Indisponível;76,09;NAKATA AUTOMOTIVA LTDA
N386;N386;1;Pc;Indisponível;59,22;NAKATA AUTOMOTIVA LTDA
N387;N387;1;Pc;Indisponível;59,22;NAKATA AUTOMOTIVA LTDA
N398;N398;1;Pc;Indisponível;65,87;NAKATA AUTOMOTIVA LTDA
N4505CRK;N4505CRK;1;Pc;A;95,53;SKF DO BRASIL LTDA
N5169;N5169;1;Pc;Indisponível;86,57;NAKATA AUTOMOTIVA LTDA
N580;N580;1;Pc;Indisponível;104,52;NAKATA AUTOMOTIVA LTDA
N6004;N6004;1;Pc;Indisponível;72,81;NAKATA AUTOMOTIVA LTDA
N6007;N6007;1;Pc;A;71,04;NAKATA AUTOMOTIVA LTDA
N6008;N6008;1;Pc;Indisponível;62,97;NAKATA AUTOMOTIVA LTDA
N6009;N6009;1;Pc;Indisponível;31,97;NAKATA AUTOMOTIVA LTDA
N6010;N6010;1;Pc;Indisponível;63,43;NAKATA AUTOMOTIVA LTDA
N6011;N6011;1;Pc;Indisponível;59,4;NAKATA AUTOMOTIVA LTDA
N6012;N6012;1;Pc;Indisponível;40,33;NAKATA AUTOMOTIVA LTDA
N6013;N6013;1;Pc;Indisponível;49,02;NAKATA AUTOMOTIVA LTDA
N6014;N6014;1;Pc;Indisponível;46,26;NAKATA AUTOMOTIVA LTDA
N6015;N6015;1;Pc;Indisponível;34,67;NAKATA AUTOMOTIVA LTDA
N6016;N6016;1;Pc;Indisponível;46,92;NAKATA AUTOMOTIVA LTDA
N6017;N6017;1;Pc;Indisponível;46,92;NAKATA AUTOMOTIVA LTDA
N6018;N6018;1;Pc;Indisponível;34,92;NAKATA AUTOMOTIVA LTDA
N6019;N6019;1;Pc;Indisponível;48,41;NAKATA AUTOMOTIVA LTDA
N6020;N6020;1;Pc;Indisponível;58,24;NAKATA AUTOMOTIVA LTDA
N6026;N6026;1;Pc;Indisponível;60,87;NAKATA AUTOMOTIVA LTDA
N604;N604;1;Pc;Indisponível;127,96;NAKATA AUTOMOTIVA LTDA
N6058;N6058;1;Pc;Indisponível;30,7;NAKATA AUTOMOTIVA LTDA
N6067;N6067;1;Pc;Indisponível;36,26;NAKATA AUTOMOTIVA LTDA
N6068;N6068;1;Pc;A;114,74;NAKATA AUTOMOTIVA LTDA
N6073;N6073;1;Pc;A;80,49;NAKATA AUTOMOTIVA LTDA
N6074;N6074;1;Pc;A;80,49;NAKATA AUTOMOTIVA LTDA
N6075;N6075;1;Pc;Indisponível;78,84;NAKATA AUTOMOTIVA LTDA
N6081;N6081;1;Pc;Indisponível;32,92;NAKATA AUTOMOTIVA LTDA
N623;N623;1;Pc;Indisponível;76,86;NAKATA AUTOMOTIVA LTDA
N624;N624;1;Pc;A;49;NAKATA AUTOMOTIVA LTDA
N625;N625;1;Pc;Indisponível;49;NAKATA AUTOMOTIVA LTDA
N634;N634;1;Pc;Indisponível;51,91;NAKATA AUTOMOTIVA LTDA
N644;N644;1;Pc;A;36,46;NAKATA AUTOMOTIVA LTDA
N757;N757;1;Pc;Indisponível;66,07;NAKATA AUTOMOTIVA LTDA
N759;N759;1;Pc;Indisponível;71,36;NAKATA AUTOMOTIVA LTDA
N9082;N9082;1;Pc;B;59,72;NAKATA AUTOMOTIVA LTDA
N9092;N9092;1;Pc;Indisponível;56,94;NAKATA AUTOMOTIVA LTDA
N91001;N91001;1;Pc;Indisponível;59,49;NAKATA AUTOMOTIVA LTDA
N9189;N9189;1;Pc;B;62,11;NAKATA AUTOMOTIVA LTDA
N92002;N92002;1;Pc;Indisponível;40,19;NAKATA AUTOMOTIVA LTDA
N92004;N92004;1;Pc;Indisponível;37,99;NAKATA AUTOMOTIVA LTDA
N92005;N92005;1;Pc;Indisponível;57,7;NAKATA AUTOMOTIVA LTDA
N92006;N92006;1;Pc;A;54,15;NAKATA AUTOMOTIVA LTDA
