CODIGO_INTERNO;COD_FABRICANTE;NOME_FANTASIA;PRODUTO;QTDE_EMB;UNIDADE_MEDIDA;QTDE_SPNORTE;PRECO_SPNORTE;QTDE_ABC;PRECO_ABC;QTDE_SPLESTE;PRECO_SPLESTE
3,13095E+11;80685;SABO;JUNTA MOTOR C/RET J.CAB.FIBRA S/RET.VIRA;1;JG;B;233,21;B;212,79;A;197,16
3,13095E+11;79357;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB FIBRA;1;JG;B;122,31;B;122,31;B;122,31
3,13095E+11;78469;SABO;PARAFUSO CABECOTE M9 X 1,25 X 138MM;10;PC;B;10,32;;0;;0
3,13095E+11;78472;SABO;PARAFUSO CABECOTE M10 X 1,25 X 136MM;10;PC;B;11,43;B;11,43;B;11,43
3,13095E+11;75621;SABO;JUNTA TAMPA VALVULA;1;PC;B;57,46;;0;B;60,37
3,13095E+11;79398FLEX;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB FIBRA;1;JG;B;101,41;B;110,68;B;110,68
3,13095E+11;79544FLEX;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB FIBRA;1;JG;B;61,05;B;61,05;B;58,12
3,13095E+11;80994FLEX;SABO;JUNTA MOTOR S/RETENTOR;1;JG;B;98,3;B;96,42;B;98,3
3,13095E+11;75625;SABO;JUNTA TAMPA VALVULA FURO INTERNO;1;PC;B;58,47;B;58,47;B;58,47
3,13095E+11;80198FLEXR;SABO;JUNTA MOTOR C/RET J.CAB.FIBRA S/RET.VIRA;1;JG;B;161,52;B;153,74;B;161,52
3,13095E+11;82268FLEX;SABO;JUNTA CABECOTE FIBRA;1;PC;B;43,52;B;43,52;B;43,52
3,13095E+11;82330;SABO;JUNTA CABECOTE METALICA 1,45;1;PC;B;171,5;A;168,22;A;165,12
3,13095E+11;80430FLEXR;SABO;JUNTA MOTOR C/RETENTOR J.CAB.METALICA;1;JG;A;337,59;B;337,59;;0
3,13095E+11;78476;SABO;PARAFUSO CABECOTE M9 X 1,25 X 131MM;10;PC;B;9,67;B;9,67;B;9,67
3,13095E+11;78498;SABO;PARAFUSO CABECOTE M10 X 1,5 X 117MM;10;PC;B;9,23;B;9,23;B;9,23
3,13095E+11;78663;SABO;PARAFUSO CABECOTE M10 X 1,5 X 147MM;10;PC;B;12,97;B;12,97;B;12,97
3,13095E+11;75423;SABO;JUNTA TAMPA VALVULA C/ARRUELA FIXACAO;1;JG;B;74,44;B;74,44;B;70,85
3,13095E+11;79423FLEX;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB FIBRA;1;JG;B;304,9;;0;B;290,19
3,13095E+11;96403;SABO;JUNTA CARTER;1;PC;B;47,34;;0;B;47,34
3,13095E+11;78670;SABO;PARAFUSO CABECOTE M10 X 1,5 X 122MM;10;PC;B;10,77;B;10,77;B;10,77
3,13095E+11;80420FLEXR;SABO;JUNTA MOTOR C/RETENTOR J.CAB.FIBRA;1;JG;B;375,21;B;382,74;B;382,74
3,13095E+11;82450;SABO;JUNTA CABECOTE METALICA 1 FURO;1;PC;B;126,26;;0;A;107,83
3,13095E+11;75262;SABO;JUNTA TAMPA VALVULA C/DIAFRAGMA;1;JG;B;85,13;B;85,13;;0
3,13095E+11;82414FLEX;SABO;JUNTA CABECOTE FIBRA;1;PC;A;41,98;B;41,17;B;41,98
3,13095E+11;75770;SABO;JUNTA TAMPA VALVULA;1;JG;B;94,6;A;90,01;B;94,6
3,13095E+11;82438;SABO;JUNTA CABECOTE METALICA 14601ML;1;PC;B;211,89;;0;A;211,89
3,13095E+11;95426;SABO;JUNTA CARTER;1;PC;B;47,26;B;47,26;B;47,26
3,13095E+11;75662;SABO;JUNTA TAMPA VALVULA;1;PC;B;44,48;A;55,65;A;44,48
3,13095E+11;75411;SABO;JUNTA TAMPA VALVULA;1;JG;B;45,28;A;43,1;;0
3,13095E+11;76711;SABO;JUNTA COLETOR ADMISSAO;1;JG;A;17,63;;0;A;19,46
3,13095E+11;79342FLEX;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB FIBRA;1;JG;B;209,93;A;199,81;A;199,81
3,13095E+11;75437;SABO;JUNTA TAMPA VALVULA ALUMINIO/BORRACHA;1;PC;B;115,45;A;100,39;A;108,1
3,13095E+11;82437;SABO;JUNTA DE CABECOTE METALICA 1 PIC;1;PC;B;153,77;B;153,77;A;153,77
3,13095E+11;82697FLEX;SABO;JUNTA CABECOTE FIBRA;1;PC;B;57,35;B;57,35;B;57,35
3,13095E+11;79714FLEX;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB METAL;1;JG;A;226,03;B;237,5;A;226,03
3,13095E+11;79796FLEX;SABO;JUNTA SUPERIOR MOTOR S/RET J.CAB FIBRA;1;JG;B;192,46;B;192,46;B;202,18
3,13095E+11;80814FLEXR;SABO;JUNTA MOTOR C/RETENTOR  J.CAB.FIBRA;1;JG;B;355,51;;0;A;355,51
3,13095E+11;82449;SABO;JUNTA CABECOTE METALICA 0,9MM 2PIC;1;PC;A;132,64;;0;A;132,64
3,13095E+11;82796FLEX;SABO;JUNTA CABECOTE METALICA;1;PC;B;134,35;B;134,35;A;123,11
3,13095E+11;76860;SABO;JUNTA DIAFRAGMA TAMPA VALVULA;1;PC;B;19,43;B;18,49;B;18,49
3,13095E+11;80795;SABO;JUNTA MOTOR C/J.MET/FLAN S/RET.VIR/COMAN;1;JG;A;891,32;;0;A;908,71
3,13095E+11;82692;SABO;JUNTA CABECOTE METALICA 0,81MM;1;PC;A;170,69;B;162,46;A;170,69
3,13095E+11;82695;SABO;JUNTA CABECOTE METALICA;1;PC;B;191,33;B;201,05;B;201,05
3,13095E+11;80710FLEXR;SABO;JUNTA MOTOR C/RETENTOR J.CAB.METALICA;1;JG;A;623,68;;0;;0
3,13095E+11;82508FLEX;SABO;JUNTA CABECOTE FIBRA;1;PC;B;56,69;;0;B;56,69
3,13095E+11;82711FLEX;SABO;JUNTA CABECOTE FIBRA;1;PC;B;80,61;A;84,7;B;84,7
3,13095E+11;84612J;SABO;JUNTA COLETOR ESCAPAMENTO 2 PECAS;1;JG;B;15,27;B;15,27;B;15,27
3,13095E+11;75167;SABO;JUNTA TAMPA VALVULA;1;JG;A;90,16;A;90,16;;0
3,13095E+11;75306;SABO;JUNTA TAMPA VALVULA;1;JG;A;92,86;A;92,86;A;92,86
3,13096E+11;00188BA;SABO;RETENTOR RODA DIANTEIRA;1;PC;B;11,25;;0;B;11,46
3,13096E+11;00849BA;SABO;RETENTOR RODA DIANTEIRA;1;PC;B;16,18;B;14,65;B;16,18
3,13096E+11;00974BA;SABO;RETENTOR RODA DIANTEIRA;1;PC;B;21,75;;0;B;22,93
3,13096E+11;00979BRGE;SABO;RETENTOR RODA DIANTEIRA;1;PC;B;13,31;B;12,66;B;13,31
3,13096E+11;01135BRP;SABO;RETENTOR VOLANTE TRASEIRO VIRAB (PRETO);1;PC;B;25,17;B;26,45;B;26,45
3,13096E+11;01850BRGE;SABO;RETENTOR RODA DIANTEIRA;1;PC;B;16,28;B;14,68;B;15,46
3,13096E+11;02544BREF;SABO;RETENTOR HASTE VALVULA ADMISSAO/ESCAPE;8;PC;B;2,15;B;2,15;B;2,15
3,13096E+11;02139BRG;SABO;RETENTOR RODA TRASEIRA;1;PC;B;16,76;B;15,95;B;16,76
3,13096E+11;02317BRAGF;SABO;RETENTOR DIANTEIRO VIRABREQUIM;1;PC;B;52,6;B;60,1;B;60,1
3,13096E+11;02391BRG;SABO;RETENTOR RODA TRASEIRA;1;PC;B;16;B;15,28;B;15,2
3,13096E+11;02419BAG;SABO;RETENTOR SAIDA DIFERENCIAL;1;PC;B;13,39;B;13,39;B;13,39
3,13096E+11;07284BRAGP;SABO;RETENTOR SEMI EIXO TRANSMISSAO;1;PC;B;11,78;B;11,78;B;11,78
3,13096E+11;09228BREF;SABO;RETENTOR HASTE VALVULA;6;PC;B;3,21;;0;;0
3,13096E+11;03019BRAGEP;SABO;RETENTOR EIXO PILOTO;1;PC;B;37,13;B;37,13;A;37,13
3,13096E+11;05502GHSI;SABO;RETENTOR TRAS.VIRABREQUIM FLANGE;1;PC;B;212,84;B;203,16;B;191,25
3,13096E+11;09250BREF;SABO;RETENTOR HASTE VALVULA ADMISSAO/ESCAPE;8;PC;B;8,14;B;8,14;B;7,76
3,13096E+11;05338PHSI;SABO;RETENTOR TRAS.VIRABREQUIM FLANGE;1;PC;B;215,4;B;215,4;B;205,03
3,13096E+11;09301BREF;SABO;RETENTOR VALVULA ADM/ESCAP S/PRATO MOLA;16;PC;B;7,46;B;7,46;B;7,46
3,13096E+11;07538BRAGEP;SABO;RETENTOR TRANSMISSAO SEMI EXO LE;1;PC;B;26,75;B;24,15;B;25,47
3,13096E+11;05590BRGF;SABO;RETENTOR TRASEIRO VIRABREQUIM;1;PC;B;41,4;B;41,4;B;41,4
3,13096E+11;04247BRGF;SABO;RETENTOR COMANDO VALVULA;1;PC;B;22,64;B;22,64;B;22,64
3,13096E+11;05658BR/BRS;SABO;RETENTOR DIANT.VIRABREQUIM;1;PC;B;30,8;A;30,8;;0
3,13096E+11;05873KIT;SABO;KIT RETENTOR TAMPAO COMANDO VALV.;1;KT;B;14,38;B;14,38;B;14,38
3,13096E+11;05903SIST;SABO;RETENTOR TRAS.VIRABREQUIM FLANGE;1;PC;B;226,94;B;216;B;226,94
3,13096E+11;09321BREF;SABO;RETENTOR HASTE VALVULA;4;PC;B;3,64;;0;B;3,64
3,13096E+11;05935BRGF;SABO;RETENTOR TRASEIRO VIRABREQUIM;1;PC;B;31,27;B;31,27;A;26,58
3,13096E+11;05953BRGF;SABO;RETENTOR TRASEIRO VIRABREQUIM;1;PC;B;121,36;B;121,36;B;121,36
3,13096E+11;05954BRGF;SABO;RETENTOR DIANTEIRO VIRABREQUIM;1;PC;B;39,7;B;39,7;B;39,7
3,13096E+11;09320BREF;SABO;RETENTOR HASTE VALVULA AMISSAO/ESCAPE;8;PC;B;5,35;B;4,9;B;6,12
3,13096E+11;05963BRGF;SABO;RETENTOR DIANTEIRO VIRABREQUIM;1;PC;A;26,75;A;26,75;A;26,75
3,13096E+11;05970BRGF;SABO;RETENTOR DIANTEIRO VIRABREQUIM;1;PC;B;31,21;B;29,71;B;31,21
3,15012E+11;420022210;INA;TUCHO VALVULA MOTOR;8;PC;B;28,23;B;28,23;B;27,67
3,15045E+11;5380130100;INA;BOMBA D`AGUA;1;PC;A;563,96;A;563,96;B;563,96
3,15045E+11;5380500100;INA;BOMBA D'AGUA C/TAMPA;1;PC;B;399,22;;0;A;399,22
3,15045E+11;5380221100;INA;BOMBA D'AGUA;1;PC;A;593,12;B;593,12;B;593,12
3,15045E+11;5380055100;INA;BOMBA D'AGUA;1;PC;A;209,16;;0;A;209,16
3,15045E+11;5380361100;INA;BOMBA D'AGUA;1;PC;B;290,72;B;290,72;B;290,72
3,15045E+11;538022410;INA;BOMBA D'AGUA;1;PC;A;700,63;;0;;0
3,15091E+11;531006310;INA;TENSOR CORREIA DENTADA;1;PC;B;72,41;B;72,41;B;69,09
3,15091E+11;722083710/F45087;INA;ROLAMENTO SEMI EIXO RODA TRASEIRA;1;PC;B;86,66;;0;A;92,16
3,15091E+11;712072110/HK1214;INA;ROLAMENTO AGULHA EIXO PILOTO/BOMBA HID.;1;PC;B;18,81;;0;;0
3,15091E+11;531025230;INA;TENSOR CORREIA DENTADA;1;PC;B;100,22;B;100,22;B;98,58
3,15091E+11;712182310;INA;ROLAMENTO COLUNA DIRECAO SUP/INF;1;PC;A;29,11;;0;B;28,9
3,15091E+11;532016110/F227242;INA;POLIA CORREIA DENTADA;1;PC;B;34,28;B;34,28;A;34,28
3,15091E+11;532043910/F125051;INA;POLIA CORREIA POLY-V;1;PC;A;72,99;;0;;0
3,15091E+11;5300238100;INA;KIT DISTRIBUICAO CORREIA;1;KT;B;355,76;A;355,76;;0
3,15091E+11;5300162100;INA;KIT DISTRIBUICAO CORREIA;1;KT;B;135,12;;0;;0
3,15091E+11;5300642100;INA;KIT DISTRIBUICAO CORREIA;1;KT;B;173,6;A;173,6;;0
3,15091E+11;535010310;INA;POLIA ALTERNADOR RODA LIVRE;1;PC;A;142,23;;0;;0
3,15092E+11;530009510;INA;KIT DISTRIBUICAO CORREIA;1;KT;A;354,65;;0;;0
3,15092E+11;530053810;INA;KIT DISTRIBUICAO CORREIA;1;KT;A;503,06;A;503,06;A;503,06
3,18021E+11;101679;FAG;CUBO RODA TRASEIRO C/ROL;1;PC;A;258,65;A;258,65;A;258,65
3,18033E+11;8180428100;FAG;BIELETA DIANTEIRA LD/LE;1;PC;B;102,03;A;89,11;;0
3,18082E+11;8190051100;FAG;BUCHA BARRA ESTABILIZADORA DIANT. 27MM;1;PC;B;12,17;;0;;0
3,18091E+11;KLM11949.LM11910;FAG;ROLAMENTO RODA DIANT./TRAS.;1;PC;B;26,74;;0;B;26,74
3,18091E+11;540733CA;FAG;ROLAMENTO DE RODA DIANTEIRA;1;PC;B;66,12;B;66,12;B;66,12
3,18091E+11;566719;FAG;ROLAMENTO RODA DIANTEIRA;1;PC;B;137,69;B;137,69;;0
3,18091E+11;6203-2Z-FAG;FAG;ROLAMENTO ESFERA BLINDAGEM ACO 2L;1;PC;B;12,4;;0;B;12,4
3,18091E+11;6207-2Z-FAG;FAG;ROLAMENTO ESFERA BLINDAGEM ACO 2L;1;PC;B;31,23;B;32,79;;0
3,18091E+11;805968;FAG;ROLAMENTO AXIAL AMORTECEDOR;1;PC;B;51,2;B;51,2;B;51,2
3,181E+11;GRAXAAZUL500G;FAG;GRAXA AZUL 500 GR;1;KG;B;32,44;B;32,44;;0
3,19091E+11;865401;RUVILLE;ROLAMENTO AXIAL AMORTECEDOR;1;PC;A;26,03;;0;;0
3,20025E+11;VKCH4729;SKF;CILINDRO MESTRE EMBREAGEM;1;PC;A;170,05;;0;;0
3,20025E+11;VKCH4739;SKF;CILINDRO MESTRE EMBREAGEM C/PRISIONEIRO;1;PC;B;148,5;B;148,75;B;152,68
3,20025E+11;VKCH4894;SKF;CILINDRO AUXILIAR EMBREAGEM;1;PC;A;348,07;;0;;0
3,2003E+11;VKY4824;SKF;TERMINAL DIRECAO LD/LE;1;PC;B;42,46;A;42,46;A;42,46
3,2003E+11;VKY4847;SKF;TERMINAL DIRECAO INTERNO LD/LE(CURTO);1;PC;A;78,51;B;78,51;B;78,51
3,20033E+11;VKY4985;SKF;AXIAL DIRECAO;1;PC;B;57,72;B;57,72;B;57,72
3,20033E+11;VKY6240;SKF;AXIAL DIRECAO;1;PC;A;57,6;A;57,6;A;57,6
3,20033E+11;VKY6246;SKF;AXIAL DIRECAO LD;1;PC;B;78,09;A;78,09;;0
3,20033E+11;VKY6247;SKF;AXIAL DIRECAO LE;1;PC;B;78,09;A;78,09;;0
3,20033E+11;VKY6248;SKF;AXIAL DIRECAO;1;PC;A;53,14;A;53,14;A;53,14
3,20033E+11;VKY6279;SKF;AXIAL DIRECAO;1;PC;B;47,88;A;47,88;A;47,88
3,20033E+11;VKY6283;SKF;AXIAL DIRECAO;1;PC;A;61,33;A;61,33;A;61,33
3,20033E+11;VKY6302;SKF;AXIAL DIRECAO;1;PC;A;42,21;;0;;0
3,20033E+11;VKY6150;SKF;AXIAL DIRECAO;1;PC;A;48,78;;0;A;48,78
3,20034E+11;VKDS4728;SKF;PIVO SUSPENSAO ESQ. / DIR.;1;PC;B;52,82;B;52,82;;0
3,20034E+11;VKDS4740;SKF;PIVO SUSPENSAO SUPERIOR S/PARAFUSO;1;PC;B;88,18;B;70,03;A;88,18
3,20034E+11;VKDS4741;SKF;PIVO SUSPENSAO INF.;1;PC;B;85,3;;0;B;85,3
3,20034E+11;VKDS4758;SKF;PIVO INFERIOR LD/LE C/PORCA/PARAFUSO;1;PC;B;52,73;B;52,73;B;52,73
3,20034E+11;VKDS4776;SKF;PIVO SUSPENSAO LE/LD;1;PC;B;48,41;B;48,41;B;48,41
3,20034E+11;VKDS6003;SKF;PIVO INFERIOR SUSP.DIANT;1;PC;B;62,73;B;52,08;B;62,73
3,20034E+11;VKDS6234;SKF;PIVO SUSPENSAO;1;PC;B;61,79;B;61,79;A;61,79
3,20034E+11;VKDS6243;SKF;PIVO INFERIOR;1;PC;B;72,1;;0;;0
3,20034E+11;VKDS4913;SKF;PIVO LE;1;PC;B;53,29;A;53,29;A;53,29
3,20034E+11;VKDS4916;SKF;PIVO SUSPENSAO DIREITO;1;PC;B;51,03;B;49,96;B;51,03
3,20034E+11;VKDS4932;SKF;PIVO SUSPENSAO  INFERIOR ESQ//DIR.;1;PC;B;52,26;;0;B;52,26
3,20045E+11;VKPC81210A;SKF;BOMBA D'AGUA;1;PC;B;73,27;B;73,27;B;73,27
3,20045E+11;VKPC4551;SKF;BOMBA D'AGUA;1;PC;A;166,91;A;166,91;A;166,91
3,20045E+11;VKPC4919;SKF;BOMBA D'AGUA SIST.MELLING S/TAMPA S/MANG;1;PC;A;165,92;A;165,92;A;165,92
3,20045E+11;VKPC4920;SKF;BOMBA D'AGUA SIST.VETORE S/TAMPA;1;PC;A;218,92;A;218,92;;0
3,20045E+11;VKPC81341A;SKF;BOMBA D'AGUA;1;PC;B;130,07;B;130,07;A;130,07
3,20045E+11;VKPC93603A;SKF;BOMBA D'AGUA;1;PC;A;147,49;A;147,49;A;147,49
3,2007E+11;VKCH151103;SKF;ATUADOR EMBREAGEM;1;PC;A;248,64;B;248,64;A;248,64
3,20082E+11;VKJP02000A;SKF;COIFA CAIXA DIRECAO MEC UNIVERSAL;1;PC;B;44,76;B;44,76;A;44,76
3,20091E+11;6301-2Z;SKF;ROLAMENTO ESFERA BLINDAGEM ACO 2L;1;PC;B;15,29;B;14,74;B;14,96
3,20091E+11;6303-2RSH;SKF;ROLAMENTO ESFERA BLINDAGEM SILICONE 2L;1;PC;B;19,66;B;18,23;B;19,66
3,20091E+11;6305-2Z;SKF;ROLAMENTO ESFERA BLINDAGEM ACO 2L;1;PC;B;31,06;B;28,12;B;31,06
3,20091E+11;6207/C3;SKF;ROLAMENTO ESFERA RODA TRAS S/BLINDAGEM;1;PC;B;31,17;B;29,45;A;30,63
3,20091E+11;VKBC20029;SKF;ROLAMENTO RODA DIANTEIRA;1;PC;A;125,64;;0;;0
3,20091E+11;6004-2RSH;SKF;ROLAMENTO ESFERA BLINDAGEM SILICONE 2L;1;PC;B;14,4;;0;;0
3,20091E+11;VKM12201L;SKF;TENSOR CORREIA DENTADA;1;PC;B;85,2;B;85,35;B;83,23
3,20091E+11;VKM12299H;SKF;TENSOR CORREIA DENTADA;1;PC;B;38,51;B;38,51;B;38,51
3,20091E+11;VKBA3601A;SKF;ROLAMENTO RODA TRASEIRA;1;PC;A;127,75;B;127,75;B;127,75
3,20091E+11;VKBC3567;SKF;CUBO RODA TRASEIRO C/ROL C/S/ABS;1;PC;B;162,49;A;163,59;A;159,17
3,20091E+11;VKBC3540;SKF;CUBO TRASEIRO C/ROLAMENTO;1;PC;A;172,75;;0;A;172,75
3,201E+11;VKN401A;SKF;FERRAMENTA APERTO ABRACADEIRA UNIVERSAL;1;PC;A;193,51;;0;;0
3,22091E+11;GB12807S06R;NTN ROLAMENTOS;ROLAMENTO RODA DIANTEIRA;1;PC;B;79,98;;0;B;79,98
3,22091E+11;XGB43748S01R;NTN ROLAMENTOS;ROLAMENTO RODA DIANTEIRA;1;PC;B;112,58;B;112,58;B;112,58
3,22091E+11;GB40582R;NTN ROLAMENTOS;ROLAMENTO RODA DIANTEIRA;1;PC;B;94,04;A;94,04;A;94,04
3,22091E+11;XGB41930;NTN ROLAMENTOS;ROLAMENTO DE RODA TRASEIRA;1;PC;A;182,65;A;132,49;;0
3,22091E+11;XHGB42822S01R;NTN ROLAMENTOS;CUBO RODA TRASEIRA C/ROLAMENTO 4 FUROS;1;PC;A;350,22;A;304,1;A;350,22
3,22091E+11;6205ZZ-NTN;NTN ROLAMENTOS;ROLAMENTO ESFERA BLINDAGEM ACO 2L;1;PC;B;17,01;A;17,01;;0
3,5603E+11;TS.3994;TRW;TERMINAL DIRECAO;1;PC;A;57,05;;0;;0
3,5603E+11;JTE1995;TRW;TERMINAL DIRECAO LD / LE;1;PC;A;74,72;A;78,18;;0
3,56033E+11;BLS3896;TRW;BARRA DIRECAO LATERAL DIREITA FIXA;1;PC;B;157,27;;0;;0
3,56033E+11;JTSB0008;TRW;BIELETA DIANTEIRA LD/LE;1;PC;B;13,98;;0;B;13,86
3,56033E+11;JTSB0019;TRW;BIELETA SUSPENSAO DIANTEIRA;1;PC;B;32,07;B;32,03;A;31,97
3,56033E+11;JTSB0020;TRW;BIELETA DIANTEIRA;1;PC;B;34,31;B;34,26;B;34,31
3,56033E+11;JARB0004;TRW;AXIAL DIRECAO;1;PC;B;41,15;B;41,15;B;41,15
3,56033E+11;JARB0005;TRW;AXIAL DIRECAO;1;PC;B;42,5;B;42,5;B;42,5
3,56033E+11;JARB0009;TRW;AXIAL DIRECAO 14X1,5MM;1;PC;B;43,25;B;43,34;B;39,82
3,56033E+11;JARB0014;TRW;AXIAL DIRECAO;1;PC;B;59,47;B;59,47;B;59,41
3,56033E+11;JARB0017;TRW;AXIAL DIRECAO;1;PC;B;50,78;B;60,16;B;50,78
3,56033E+11;JARB0021;TRW;AXIAL DIRECAO;1;PC;B;37,66;B;37,66;B;32,26
3,56033E+11;JARB0028;TRW;AXIAL DIRECAO;1;PC;B;45,33;;0;B;44,77
3,56033E+11;JARB0033;TRW;AXIAL DIRECAO;1;PC;A;76,08;A;76,08;A;75,82
3,56033E+11;JARB0062;TRW;AXIAL DIRECAO LD;1;PC;B;57,28;A;43,26;A;57,28
3,56033E+11;JARB0067;TRW;AXIAL DIRECAO;1;PC;B;47,96;B;34,29;A;34,28
3,56033E+11;JARB0088;TRW;AXIAL DIRECAO;1;PC;B;133,23;;0;A;133,84
3,56033E+11;JTSB0080;TRW;BIELETA SUSPENSAO DIANT.LD;1;PC;B;48,11;B;48,11;;0
3,56033E+11;JTSB0082;TRW;BIELETA DIANTEIRA;1;PC;B;36,8;B;36,67;B;36,63
3,56034E+11;PS.35;TRW;PIVO INFERIOR LD/LE;1;PC;B;37,55;;0;B;37,55
3,56034E+11;PS851Y;TRW;PIVO LE;1;PC;B;65,1;;0;A;63,59
3,56034E+11;PS996;TRW;PIVO SUSPENSAO LD;1;PC;B;81,53;B;68,16;B;72,48
3,56034E+11;PS703;TRW;PIVO SUPERIOR C/PARAFUSO;1;PC;B;83,27;;0;A;83,09
3,56034E+11;PS872;TRW;PIVO INFERIOR LD/LE;1;PC;B;59,93;;0;B;59,93
3,56034E+11;JBJ287;TRW;PIVO SUSPENSAO LE/LD;1;PC;B;59,59;B;59,59;;0
3,56035E+11;15900173S;TRW;MECANISMO DIRECAO MECANICA C/AXIAL S/TER;1;PC;A;657,4;B;657,4;A;656,44
3,56035E+11;JRP1382;TRW;MECANISMO DIRECAO HIDRAULICA;1;PC;B;1399,44;B;1399,44;A;1399,44
3,56035E+11;JRM644;TRW;MECANISMO DIRECAO ELETRICA S/TERMINAL;1;PC;A;1346,79;A;1346,79;A;1346,79
3,56038E+11;JPR1074;TRW;BOMBA DIRECAO HIDRAULICA;1;PC;A;552,67;A;552,67;A;552,67
3,56038E+11;JPR1136;TRW;BOMBA DE DIRECAO HIDRAULICA;1;PC;B;774,73;;0;B;774,73
3,56038E+11;JPR1167;TRW;BOMBA DIRECAO HIDRAULICA;1;PC;B;716,8;B;716,8;A;716,8
3,69021E+11;AL99;IMA;CUBO DIANTEIRO;1;PC;B;73,33;B;69,31;A;73,33
3,69021E+11;AL975;IMA;CUBO TRASEIRO;1;PC;B;158,29;B;158,29;B;158,29
3,69021E+11;AL114;IMA;CUBO RODA TRASEIRO C/ROL 4 FUROS;1;PC;A;302,22;A;321,61;A;321,61
3,69021E+11;AL552;IMA;CUBO DIANTEIRO S/ROL 25 DENTES;1;PC;B;111,92;A;111,92;B;111,92
3,69021E+11;AL191;IMA;CUBO RODA DIANTEIRO;1;PC;B;109,61;A;109,61;B;109,61
3,69067E+11;AL1290;IMA;JUNTA HOMOCINETICA TULIPA CAMBIO LD;1;PC;A;402,51;A;382,02;A;382,02
3,69067E+11;AL1249;IMA;JUNTA HOMOCINETICA TULIPA CAMBIO LD/LE;1;KT;A;227,97;;0;;0
3,69067E+11;AL1283;IMA;JUNTA HOMOCINETICA TULIPA CAMBIO LE;1;KT;A;273,56;A;273,56;A;273,56
3,69067E+11;AL1308;IMA;JUNTA HOMOCINETICA TULIPA CAMBIO LD;1;KT;A;271,81;;0;;0
3,6907E+11;AL859;IMA;GARFO EMBREAGEM C/ROLAMENTO;1;PC;B;124,82;;0;A;124,82
3,69071E+11;AL15;IMA;PONTA MANGA EIXO TRASEIRA;1;PC;A;74,03;B;74,03;A;74,03
3,69071E+11;AL101;IMA;PONTA MANGA EIXO TRASEIRA;1;PC;B;83,35;A;83,35;A;83,35
3,69077E+11;AL1250;IMA;JUNTA HOMOCINETICA TULIPA LADO CAMBIO;1;KT;A;396,23;;0;;0
3,69077E+11;AL425;IMA;TRIZETA 22 ESTRIAS ANEL 32MM;1;PC;A;61,35;A;61,35;;0
3,69077E+11;AL448;IMA;TRIZETA 27 ESTRIAS ANEL 43,65MM;1;PC;A;149,9;A;149,9;A;149,9
3,69077E+11;AL593;IMA;TRIZETA 31 ESTRIAS ANEL 44MM;1;PC;A;121,49;A;121,49;A;121,49
3,69077E+11;AL631;IMA;TRIZETA 39 ESTRIAS ANEL 39MM;1;PC;A;104,14;A;95,93;A;104,14
3,69091E+11;ALR40570E;IMA;ROLAMENTO RODA TRASEIRA DUPLO;1;PC;B;54,57;B;54,57;B;54,57
3,69091E+11;ALR67048/10;IMA;ROLAMENTO RODA DIANT/TRASEIRA CAPA/CONE;1;PC;B;25,06;B;25,06;B;25,06
3,69091E+11;ALK4579;IMA;KIT ROLAMENTO RODA DIANTEIRA;1;KT;A;41,69;A;41,68;B;41,69
3,69091E+11;ALK4580;IMA;KIT ROLAMENTO RODA DIANTEIRA;1;KT;A;56,52;A;54,29;A;56,52
3,69091E+11;ALR30208;IMA;ROLAMENTO RODA TRASEIRA;1;PC;A;35,96;A;35,96;A;35,96
3,69091E+11;ALR33205;IMA;ROLAMENTO RODA DIANTEIRA;1;PC;A;22,42;B;29,56;A;28,38
3,69091E+11;ALR4290ABS;IMA;ROLAMENTO RODA DIANTEIRA C/ABS;1;PC;B;109,66;A;114,17;A;109,66
3,69091E+11;ALR4379ABS;IMA;ROLAMENTO RODA DIANTEIRA C/ABS;1;PC;A;143,03;A;143,03;A;143,03
3,70021E+11;BD4593;FREMAX;TAMBOR FREIO TRASEIRO 203,50MM 4 FUROS;2;PC;B;121,84;;0;B;121,84
3,70022E+11;BD4298;FREMAX;DISCO FREIO DIANTEIRO SOLIDO;2;PC;B;83,96;;0;A;83,96
3,70022E+11;BD0356;FREMAX;DISCO FREIO DIANTEIRO VENT 284MM 4 FUROS;2;PC;B;149,35;B;149,35;B;149,35
3,70022E+11;BD4707;FREMAX;DISCO FREIO DIANTEIRO SOLIDO 259MM;2;PC;B;107,3;B;102,09;B;107,3
3,70022E+11;BD7039;FREMAX;DISCO FREIO DIANTEIRO VENT. 285MM 5-FURO;2;PC;A;276,08;;0;A;276,08
3,70022E+11;BD2905;FREMAX;DISCO FREIO TRASEIRO SOLIDO 262MM 5 FURO;2;PC;B;126,79;;0;A;119,09
3,70022E+11;BD3547;FREMAX;DISCO FREIO DIANT. VENTILADO;2;PC;B;125,77;;0;;0
3,70022E+11;BD7916;FREMAX;DISCO FREIO DIANTEIRO VENTILADO;1;PC;A;244,81;;0;A;194,82
