CODIGO_INTERNO;COD_FABRICANTE;NOME_FANTASIA;PRODUTO;QTDE_EMB;UNIDADE_MEDIDA;QTDE_SPNORTE;PRECO_SPNORTE;QTDE_ABC;PRECO_ABC;QTDE_SPLESTE;PRECO_SPLESTE
2,0003E+11;NBJ2017E;NAKATA;BANDEJA SUSPENSAO S/PIVO LE;1;PC;A;138,58;A;138,58;A;140,71
2,0003E+11;N6017;NAKATA;TERMINAL DIRECAO LE M14X1,5;1;PC;B;47,23;B;47,18;B;47,22
2,0003E+11;N2025;NAKATA;TERMINAL DIRECAO LD-PINO 11,6MM/M14X2;1;PC;A;51,64;;0;B;51,64
2,0003E+11;N99085;NAKATA;TERMINAL DIRECAO DIREITO;1;PC;B;74,28;;0;B;74,27
2,0003E+11;N2120;NAKATA;TERMINAL DIRECAO DIREITO/ESQUERDO;1;PC;B;49,83;;0;B;49,83
2,0003E+11;N97001;NAKATA;TERMINAL DIRECAO LD;1;PC;B;50,62;B;50,62;B;48,88
2,0003E+11;N99102;NAKATA;TERMINAL DIRECAO DIREITO;1;PC;B;77,38;;0;A;75,19
2,0003E+11;N96023;NAKATA;TERMINAL DIRECAO LE;1;PC;A;70,1;;0;;0
2,0003E+11;N96024;NAKATA;TERMINAL DIRECAO LD;1;PC;A;74,4;A;74,4;A;74,4
2,0003E+11;N99234;NAKATA;TERMINAL DIRECAO LD;1;PC;B;75,41;B;75,41;A;75,41
2,00033E+11;N99039;NAKATA;BIELETA DIANTEIRA LE;1;PC;A;36,35;B;36,91;B;29,92
2,00033E+11;N92025;NAKATA;BIELETA SUSP.DIANTEIRA LD/LE;1;PC;A;17,65;B;15,9;B;17,66
2,00033E+11;N92030;NAKATA;BIELETA SUSPENSAO DIANT.;1;PC;A;38,75;B;36,5;B;38,75
2,00033E+11;N99155;NAKATA;BIELETA SUSPENSAO DIANT.LE;1;PC;B;45,29;A;43,24;B;43,12
2,00033E+11;N92046;NAKATA;BIELETA SUSPENSAO DIANT. LD/LE;1;PC;B;62,52;A;66,32;A;53,54
2,00033E+11;N99087;NAKATA;BIELETA DE SUSPENSAO DIANTEIRA LE;1;PC;A;31,21;B;33,1;;0
2,00033E+11;N96005;NAKATA;AXIAL DIRECAO MACHO LD/LE 29,6CM;1;PC;B;51,93;A;51,93;A;51,93
2,00034E+11;N398;NAKATA;PIVO ESQUERDO/DIREITO;1;PC;B;63,1;;0;A;63,1
2,00034E+11;N1014;NAKATA;PIVO SUSPENSAO LE;1;PC;B;50,55;A;52,95;B;53,65
2,00034E+11;N1033;NAKATA;PIVO SUSPENSAO INFERIOR LD;1;PC;A;70,78;;0;A;68,37
2,00034E+11;N2018;NAKATA;PIVO SUPERIOR;1;PC;A;47,43;;0;B;47,48
2,00034E+11;N6009;NAKATA;PIVO INFERIOR;1;PC;B;32,16;;0;B;32,16
2,00034E+11;N1075;NAKATA;PIVO SUSPENSAO LD;1;PC;A;77,55;B;77,47;B;77,55
2,00034E+11;N3012;NAKATA;PIVO SUPERIOR LD/LE;1;PC;B;72,89;A;74,68;A;70,4
2,00034E+11;N6026;NAKATA;PIVO SUSPENSAO-PINO  13,6M;1;PC;B;59,74;A;57,7;A;61,25
2,00034E+11;N1059;NAKATA;PIVO SUSPENSAO LD;1;PC;B;80,98;A;64,39;A;64,39
2,00034E+11;N97012;NAKATA;PIVO SUPERIOR SUSPENSAO DIANT.LD/LE;1;PC;B;87,37;B;87,37;A;87,38
2,00034E+11;N96051;NAKATA;PIVO SUSPENSAO LE;1;PC;A;70,26;A;70,26;A;70,25
2,00077E+11;NJH61419;NAKATA;JUNTA HOMOCINETICA FIXA RODA;1;KT;B;126,96;;0;;0
2,00077E+11;NJH131123;NAKATA;JUNTA HOMOCINETICA FIXA RODA LE;1;KT;A;198,87;A;199,86;A;198,87
2,00077E+11;NJH329117;NAKATA;JUNTA HOMOCINETICA FIXA RODA LE;1;KT;A;174,29;A;174,29;A;174,28
2,00082E+11;NKJ1292;NAKATA;KIT COIFA HOMOCINETICA RODA;1;KT;B;16,51;;0;B;16,65
2,00082E+11;NKJ609;NAKATA;KIT COIFA HOMOCINETICA RODA;1;KT;B;16,82;;0;A;16,97
2,00082E+11;NKJ1391;NAKATA;KIT COIFA HOMOCINETICA CAMBIO C/FLANGE;1;KT;B;28,83;A;29,3;B;29,3
2,00082E+11;NKJ1411;NAKATA;KIT COIFA HOMOCINETICA CAMBIO LD;1;KT;B;20,76;A;20,93;B;20,93
2,00082E+11;NKJ1421;NAKATA;KIT COIFA HOMOCINETICA RODA;1;KT;A;11,82;A;11,81;;0
2,00082E+11;NK0403;NAKATA;KIT AMORTECEDOR TRASEIRO BAT+COI;1;KT;B;14,56;A;14,27;A;14,27
2,00082E+11;NK0421;NAKATA;KIT AMORTECEDOR DIANTEIRO BAT+COI;1;KT;A;23,76;A;23,29;A;23,29
2,00082E+11;NK0117;NAKATA;KIT AMORTECEDOR TRASEIRO BAT+COI+CANECA;1;KT;A;18,2;;0;;0
2,00082E+11;NB11002;NAKATA;BUCHA BANDEJA DIANTEIRA CAPA DE FERRO;2;PC;B;15,57;B;15,57;B;15,57
2,00082E+11;NB11001;NAKATA;BUCHA EIXO SUSP. TRASEIRA-FURO 12,15MM;2;PC;A;16,31;A;16,31;B;16,31
2,00082E+11;NB17002;NAKATA;BUCHA DIANTEIRA BANDEJA DIANTEIRA;2;PC;A;29,42;;0;A;29,42
2,00082E+11;NB11033;NAKATA;BUCHA TRASEIRA BANDEJA DIANTEIRA INF;1;PC;B;27,7;A;36;A;36
2,00082E+11;NB21018;NAKATA;COXIM AMORTECEDOR DIANTEIRO C/ROL.;1;PC;A;149,73;B;149,73;B;149,73
2,00082E+11;NB23071;NAKATA;COXIM AMORTECEDOR DIANTEIRO;1;PC;B;41,84;B;41,84;B;41,84
2,00082E+11;NB27038;NAKATA;COXIM AMORTECEDOR DIANTEIRO C/ROL.;1;PC;A;221,27;A;190,27;A;221,27
2,00082E+11;NB94031;NAKATA;BUCHA TRASEIRA BANDEJA C/BARRA ESTAB LD;1;PC;A;47,98;;0;;0
2,00082E+11;NK0350;NAKATA;KIT AMORTECEDOR DIANTEIRO (BAT/COI);1;KT;A;37,53;;0;;0
2,00082E+11;NKJ0582;NAKATA;KIT COIFA HOMOCINETICA RODA;1;KT;B;17,81;A;17,53;A;17,8
2,05021E+11;203105;SYL;SAPATA FREIO 180X32;1;JG;B;38,9;B;38,9;B;38,9
2,05021E+11;203004;SYL;SAPATA FREIO C/HASTE 229X42;1;JG;B;57,87;B;57,87;B;57,87
2,05021E+11;207605;SYL;SAPATA FREIO C/HASTE 229X42;1;JG;B;83,14;B;83,15;A;83,14
2,05021E+11;209001;SYL;SAPATA FREIO C/HASTE;1;JG;B;124,11;B;116,49;B;124,11
2,05021E+11;208806;SYL;SAPATA FREIO C/HASTE SIST.AKEBONO;1;JG;B;129,93;B;129,93;B;129,93
2,05024E+11;S1196;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;35,97;B;35,97;B;34,08
2,05024E+11;S1229;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;25,21;;0;A;23,57
2,05024E+11;S1327;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;49,21;;0;B;46
2,05024E+11;S1175;SYL;PASTILHA FREIO DIANTEIRA;1;JG;A;72,22;A;67,82;A;72,22
2,05024E+11;S1201;SYL;PASTILHA FREIO DIANTEIRA C/AL;1;JG;B;45,46;B;45,46;A;44,34
2,05024E+11;S1227;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;26,23;B;26,23;B;26,23
2,05024E+11;S1260;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;46,58;;0;A;38,85
2,05024E+11;S1180;SYL;PASTILHA FREIO DIANTEIRA C/AL;1;JG;B;68,62;B;68,45;B;68,45
2,05024E+11;S1020;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;17,89;A;16,79;A;17,89
2,05024E+11;S1156;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;48,67;;0;A;49,42
2,05024E+11;S1351;SYL;PASTILHA FREIO TRASEIRA;1;JG;B;53,27;B;53,27;A;53,27
2,05024E+11;S1047;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;57,75;B;53,97;B;53,97
2,05024E+11;S2312;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;57,59;B;53,95;B;53,95
2,05024E+11;S1417;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;41,33;A;38,81;B;41,33
2,05024E+11;S2183;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;29,45;B;29,45;B;27,54
2,05024E+11;S1319;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;104,27;B;104,27;B;97,44
2,05024E+11;S2118;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;74,48;B;74,48;;0
2,05024E+11;S6261;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;56,74;B;56,74;B;56,74
2,05024E+11;S5263;SYL;PASTILHA FREIO TRASEIRA;1;JG;B;64,03;B;60,13;B;65,31
2,05024E+11;S2343;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;70,95;B;70,95;B;70,95
2,05024E+11;S2189;SYL;PASTILHA FREIO DIANTEIRA;1;JG;A;154,12;;0;B;149,96
2,05024E+11;S4253;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;104,4;B;104,4;B;104,4
2,05024E+11;S2144;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;105,75;A;105,75;A;105,75
2,05024E+11;S2345;SYL;PASTILHA FREIO DIANTEIRA;1;JG;B;67,26;B;67,28;B;67,26
2,05024E+11;S4280;SYL;PASTILHA FREIO DIANTEIRA SIST.TEVES;1;JG;A;129,34;B;129,34;A;129,34
2,21052E+11;017-DY;DYNA;PALHETA 23''/18'';1;PR;B;49,61;B;49,61;B;49,61
2,21052E+11;DX18-DY;DYNA;PALHETAS DX 18 (224/056/044) EMB. PAR;1;PR;B;43,61;B;43,61;B;43,61
2,21052E+11;16E-DY;DYNA;"PALHETA TRASEIRA 16""";1;PC;B;41,73;;0;;0
2,21052E+11;14E-DY;DYNA;"PALHETA TRASEIRA 14""";1;PC;B;41,73;B;41,73;B;41,73
2,21052E+11;368-DY;DYNA;PALHETA DIANTEIRA (650/450M);1;PR;B;61,78;;0;;0
2,21052E+11;323-DY;DYNA;PALHETA DIANTEIRA (550/450MM);1;PR;B;77,52;B;77,51;A;77,52
2,21052E+11;314-DY;DYNA;"PALHETA D3G 22""/16""";1;PR;B;49,94;B;49,93;B;49,94
2,21052E+11;SD9-DY;DYNA;"PALHETA SLIM BLADE DUPLA 24/16""";1;PR;B;62,48;B;61,45;B;62,48
2,21052E+11;S403-DY;DYNA;"PALHETA SLIM PLUS 530/400MM / 21""/16""";1;PR;B;62,48;B;62,48;A;62,48
2,21052E+11;S524-DY;DYNA;PALHETA SLIM BLADE;1;PC;B;29,52;B;29,04;B;29,52
2,21052E+11;S501-DY;DYNA;"PALHETA NOVA SLIM+ 18""";1;PR;B;46,43;B;47,21;B;47,21
2,21052E+11;S503-DY;DYNA;"PALHETA NOVA SLIM+ 20""";1;PR;B;47,21;B;44,16;B;47,21
2,21052E+11;SD11-DY;DYNA;"PALHETA DIANTEIRA SLIM 25""/18""";1;PR;B;72,72;;0;B;72,72
2,26011E+11;SP&A23430,50;METAL LEVE;PISTAO C/ANEL SPA;4;PC;B;103,77;B;104,14;B;104,14
2,26011E+11;SP&A9190STD;METAL LEVE;PISTAO C/ANEL SPA;4;PC;B;111,96;B;110,45;B;111,76
2,26011E+11;P&A9709STD;METAL LEVE;PISTAO C/ANEL;4;PC;B;431,77;;0;A;382,74
2,26011E+11;P&A98050,50;METAL LEVE;PISTAO C/ANEL;4;PC;A;423,35;;0;B;423,35
2,26011E+11;P&A98100,50;METAL LEVE;PISTAO C/ANEL;4;PC;B;235,72;;0;;0
2,26011E+11;SP&A91860,50;METAL LEVE;PISTAO C/ANEL SPA;4;PC;B;189,64;B;189,64;B;189,64
2,26011E+11;P&A9848STD;METAL LEVE;PISTAO C/ANEL;3;PC;B;149,94;B;149,94;A;149,94
2,26011E+11;SP&A9289STD;METAL LEVE;PISTAO C/ANEL SPA;4;PC;A;116,95;B;116,95;B;116,95
2,26011E+11;P&A9822STD;METAL LEVE;PISTAO C/ANEL;4;PC;B;437,59;;0;;0
2,26011E+11;P&A98690,50;METAL LEVE;PISTAO C/ANEL;4;PC;B;423,32;B;395,34;A;395,39
2,26011E+11;SP&A9191STD;METAL LEVE;PISTAO C/ANEL SPA;4;PC;B;140,76;A;140,76;B;132,91
2,26011E+11;P&A98320,50;METAL LEVE;PISTAO C/ANEL;4;PC;A;230,85;A;187,37;A;202,09
2,26011E+11;SP&A91340,50;METAL LEVE;PISTAO C/ANEL SPA (STA7224);4;PC;B;119,03;A;118,97;;0
2,26012E+11;SNA22971,00;METAL LEVE;ANEL CILINDRO MOTOR SPA 85,50MM GAS;1;4C;A;101,78;;0;;0
2,26012E+11;SDA7011STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;187,85;B;198,64;B;198,66
2,26012E+11;SDA66330,50;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;A;293,18;A;278,43;;0
2,26012E+11;STA72240,50;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;213,37;B;214,51;A;201,21
2,26012E+11;SNA65631,00;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;206,16;B;206,16;A;206,16
2,26012E+11;SDA70920,50;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;207,66;B;209,34;A;209,35
2,26012E+11;DC8549STD;METAL LEVE;ANEL CILINDRO MOTOR 91,00;1;4C;A;382,77;;0;A;400,16
2,26012E+11;DD1034STD;METAL LEVE;ANEL CILINDRO MOTOR 91,10 4CIL.;1;4C;B;220,11;A;197,4;A;197,39
2,26012E+11;AA84510,50;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;B;189,56;B;179,22;A;177,02
2,26012E+11;PL87730,50;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;A;306,4;A;348,35;A;330,4
2,26012E+11;DL9027STD;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;B;585,52;;0;A;559,08
2,26012E+11;TA7571STD;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;B;140,12;B;148,18;B;148,17
2,26012E+11;STA8126STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;294,9;B;294,91;B;294,9
2,26012E+11;STA75080,60;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;184,64;;0;B;186,18
2,26012E+11;STA8751STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;265,46;A;251,04;B;265,46
2,26012E+11;SDA6631STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;207,46;B;207,46;B;207,46
2,26012E+11;SDA66310,50;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;207,45;B;207,46;A;207,45
2,26012E+11;STA7453STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;189;B;199,87;;0
2,26012E+11;STA7508STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;183,64;B;186,17;B;186,18
2,26012E+11;SNA72150,50;METAL LEVE;ANEL CILINDRO DE MOTOR SPA;1;4C;B;143,32;B;136,68;A;134,98
2,26012E+11;SNA72151,00;METAL LEVE;ANEL CILINDRO DE MOTOR SPA;1;4C;B;143,32;B;143,32;A;134,58
2,26012E+11;PA92900,40;METAL LEVE;ANEL CILINDRO DE MOTOR (JOGO DE ANEIS);1;3C;B;176,71;B;176,71;B;176,71
2,26012E+11;PA9291STD;METAL LEVE;ANEL CILINDRO DE MOTOR (JOGO DE ANEIS);1;4C;A;157,75;A;198,79;A;188,55
2,26012E+11;STA7216STD;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;A;469,96;;0;A;448,2
2,26012E+11;STA75000,60;METAL LEVE;ANEL CILINDRO MOTOR SPA;1;4C;B;194,73;B;196,34;A;196,68
2,26012E+11;TA7353STD;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;A;255,16;A;255,16;A;255,16
2,26012E+11;PR9097STD;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;A;419,29;;0;A;399,9
2,26012E+11;PR9345STD;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;A;236,56;;0;;0
2,26012E+11;PS9068STD;METAL LEVE;ANEL CILINDRO MOTOR;1;4C;A;206,76;A;203,94;A;205,69
2,26013E+11;SBB163J0,75;METAL LEVE;BRONZINA BIELA MOVEL SPA;1;JG;A;61,28;;0;;0
2,26013E+11;SBB121J0,25;METAL LEVE;BRONZINA BIELA MOVEL SPA;1;JG;B;41,31;B;41,31;B;41,31
2,26013E+11;SBB390JSTD;METAL LEVE;BRONZINA BIELA MOVEL SPA;1;JG;B;50,96;B;49,54;B;50,96
2,26013E+11;SBC174J0,50;METAL LEVE;BRONZINA MANCAL FIXA SPA (EXT 1,50);1;JG;A;147,43;;0;;0
2,26013E+11;SBG598USTD;METAL LEVE;BUCHA BIELA SPA BIELA LONGA;4;PC;B;10,51;;0;B;7,16
2,26013E+11;BB333J0,50;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;A;170,61;;0;;0
2,26013E+11;SBB344J0,50;METAL LEVE;BRONZINA BIELA MOVEL SPA;1;JG;B;95,01;B;103,73;B;103,72
2,26013E+11;SBB1035JSTD;METAL LEVE;BRONZINA BIELA MOVEL SPA;1;JG;B;66,9;B;66,92;B;66,9
2,26013E+11;BB507JSTD;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;152,24;B;147,99;B;152,24
2,26013E+11;BG1132USTD;METAL LEVE;BUCHA BIELA SEMI;4;PC;B;20,77;;0;B;19,57
2,26013E+11;BC720J0,25;METAL LEVE;BRONZINA MANCAL FIXA;1;JG;B;190,74;B;190,76;A;169,04
2,26013E+11;BB472J0,25;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;170,05;;0;A;161,75
2,26013E+11;BC753JSTD;METAL LEVE;BRONZINA MANCAL FIXA;1;JG;B;521,53;B;521,53;B;521,53
2,26013E+11;BB676J0,25;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;80,66;B;80,66;B;80,66
2,26013E+11;BB542JSTD;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;98,65;B;98,65;B;98,65
2,26013E+11;BB747JSTD;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;A;255,23;B;265,02;A;265,02
2,26013E+11;BB741J0,50;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;A;213,2;;0;A;213,58
2,26013E+11;BB726J0,50;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;A;90,22;A;96,94;A;85,9
2,26013E+11;BB725J0,25;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;A;76,21;A;120,94;A;112,54
2,26013E+11;BB753J0,25;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;242,21;B;217,12;A;217,12
2,26013E+11;BB765J0,25;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;147,8;B;147,8;B;147,8
2,26013E+11;BC733J0,50;METAL LEVE;BRONZINA MANCAL FIXA;1;JG;A;157,14;A;157,14;A;157,14
2,26013E+11;AE365JSTD;METAL LEVE;ARRUELA ENCOSTO;1;JG;B;65,01;A;65,01;B;65,01
2,26013E+11;BB772JSTD;METAL LEVE;BRONZINA BIELA MOVEL;1;JG;B;111,12;B;111,12;B;111,12
2,26013E+11;BC882J0,25;METAL LEVE;BRONZINA MANCAL FIXA;1;JG;A;244,77;B;244,77;A;244,77
2,26018E+11;VA0250018;METAL LEVE;VALVULA ADMISSAO (36,45 X 7,98 X 110,2);4;PC;B;19,37;B;19,37;B;19,37
2,26018E+11;VE0140014;METAL LEVE;VALVULA ESCAPE (28,98 X 6,99 X 105);4;PC;B;27,48;B;22,83;B;22,01
2,26018E+11;VE0140025;METAL LEVE;VALVULA ESCAPE (19,8 X 5,94 X 103);4;PC;B;31,64;;0;B;31,64
2,26018E+11;VA0700009;METAL LEVE;VALVULA ADMISSAO (22,5 X 5,97 X 98,7);4;PC;B;13,77;;0;B;10,74
2,26018E+11;VE0700027;METAL LEVE;VALVULA ESCAPE (25,97 X 6,94 X 94,33);4;PC;B;24,96;;0;B;29,36
2,26018E+11;VA0700252;METAL LEVE;VALVULA ADMISSAO (34,5 X 5,97 X 99,18);4;PC;B;36,61;;0;B;39,31
2,26018E+11;VE0441603;METAL LEVE;VALVULA ESCAPE (29,07 X 5,96 X 103,6);4;PC;A;51,02;;0;;0
2,26018E+11;VE0701559;METAL LEVE;VALVULA ESCAPE (26 X 5,97 X 99,16);4;PC;B;57,37;B;49,71;B;57,37
2,26018E+11;VA0181703;METAL LEVE;VALVULA ADMISSAO (37,7 X 6,97 X 108,35);4;PC;A;30,54;;0;;0
2,26018E+11;VA0181746;METAL LEVE;VALVULA ADMISSAO (32,7 X 5,5 X 109,45);4;PC;B;28;B;28;B;28
2,26018E+11;VE0591723;METAL LEVE;VALVULA ESCAPE (22,95 X 4,95 X 98,5);6;PC;B;31,48;B;31,48;B;30,38
2,26018E+11;VA0631758;METAL LEVE;VALVULA ADMISSAO (30,55 X 6 X 100);4;PC;B;39,66;B;39,66;B;39,66
2,26044E+11;ACP213-ML;METAL LEVE;COMPRESSOR AR CONDICIONADO;1;PC;A;1066,87;;0;;0
2,26044E+11;ACP215-ML;METAL LEVE;COMPRESSOR AR CONDICIONADO;1;PC;A;1168,06;;0;;0
2,26044E+11;ACP432-ML;METAL LEVE;COMPRESSOR AR CONDICIONADO;1;PC;A;1929,66;;0;;0
2,26094E+11;LX272;METAL LEVE;FILTRO AR MOTOR;1;PC;B;38,16;;0;;0
2,26094E+11;LX903/1;METAL LEVE;FILTRO AR MOTOR;1;PC;B;12,66;B;12,66;B;12,66
2,26094E+11;LX906;METAL LEVE;FILTRO AR MOTOR;1;PC;B;15,68;B;14,7;B;15,68
2,26094E+11;LX907;METAL LEVE;FILTRO AR MOTOR;1;PC;B;11,61;B;11,6;B;11,61
2,26094E+11;OC18;METAL LEVE;FILTRO OLEO BLINDADO;1;PC;B;16,57;;0;;0
2,26094E+11;KC129/1;METAL LEVE;FILTRO COMBUSTIVEL SEPARADOR AGUA;1;PC;B;37,88;;0;;0
2,26094E+11;OC404;METAL LEVE;FILTRO OLEO BLINDADO;1;PC;B;59,02;B;59,02;B;54,23
2,26094E+11;LX999;METAL LEVE;FILTRO AR MOTOR;1;PC;B;15,86;B;15,86;B;15,86
2,26094E+11;LA120;METAL LEVE;FILTRO CABINE AR CONDICIONADO;1;PC;B;10,15;B;10,15;B;10,15
2,26094E+11;LA189;METAL LEVE;FILTRO CABINE AR CONDICIONADO;1;PC;B;13,19;B;13,19;B;13,19
2,26094E+11;LX1785;METAL LEVE;FILTRO AR MOTOR;1;PC;B;31,35;B;31,35;B;31,35
2,26094E+11;KL60/2;METAL LEVE;FILTRO DE COMBUSTIVEL DE PLASTICO;1;PC;B;19,48;B;13,18;B;19,48
2,26094E+11;KL225/1;METAL LEVE;FILTRO COMBUSTIVEL PLASTICO;1;PC;B;17,26;B;13,02;B;17,26
2,26094E+11;LA655;METAL LEVE;FILTRO CABINE AR CONDICIONADO;1;PC;B;10,41;B;10,41;B;11,11
2,26094E+11;LA646;METAL LEVE;FILTRO CABINE AR CONDICIONADO;1;PC;B;15,45;B;15,45;A;13,86
2,26094E+11;LA343;METAL LEVE;FILTRO CABINE AR CONDICIONADO;1;PC;B;16,7;;0;A;16,7
2,26094E+11;OC613;METAL LEVE;FILTRO OLEO BLINDADO;1;PC;B;66,85;;0;;0
2,26094E+11;LX3354;METAL LEVE;FILTRO AR MOTOR;1;PC;B;34,15;;0;;0
2,26094E+11;LX3679;METAL LEVE;FILTRO AR MOTOR;1;PC;B;57,59;B;57,59;A;56,84
2,26094E+11;LX3815;METAL LEVE;FILTRO AR MOTOR;1;PC;A;39,72;B;42,28;B;38,81
2,26094E+11;KX437D;METAL LEVE;FILTRO COMBUSTIVEL;1;PC;B;34,31;;0;B;39,7
2,26094E+11;OX1016D;METAL LEVE;FILTRO OLEO REFIL;1;PC;B;28,28;;0;B;28,28
2,26094E+11;LX3015/14;METAL LEVE;FILTRO AR;1;PC;B;46,51;B;37,13;B;46,51
2,26094E+11;KX543D;METAL LEVE;FILTRO COMBUSTIVEL;1;PC;B;149,05;;0;A;112,79
2,26094E+11;OC1446;METAL LEVE;FILTRO OLEO BLINDADO;1;PC;B;22,68;;0;;0
2,26094E+11;LA1547;METAL LEVE;FILTRO CABINE AR CONDICIONADO;1;PC;B;13,31;;0;A;13,12
2,26094E+11;KL237;METAL LEVE;FILTRO DE COMBUSTIVEL DE PLASTICO;1;PC;B;15,22;B;15,21;B;15,21
2,26094E+11;KX541D;METAL LEVE;FILTRO COMBUSTIVEL REFIL;1;PC;B;38,27;;0;B;38,27
2,38011E+11;10086;SCHADEK;BOMBA OLEO;1;PC;B;181,41;B;181,41;B;181,41
2,38011E+11;10105;SCHADEK;BOMBA OLEO;1;PC;A;167;;0;A;167
2,38011E+11;10010;SCHADEK;BOMBA OLEO;1;PC;B;78,87;;0;;0
2,38011E+11;10189;SCHADEK;BOMBA OLEO;1;PC;B;353,01;B;353,01;B;353,01
2,38012E+11;11344;SCHADEK;PESCADOR BOMBA OLEO;1;PC;B;93,48;A;93,48;A;93,48
2,38012E+11;11648;SCHADEK;PESCADOR BOMBA OLEO (PLASTICO);1;PC;B;34,16;B;34,16;B;34,16
3,0202E+11;986594001;BOSCH;SENSOR ABS DIANTEIRO LE;1;PC;A;114,85;;0;;0
3,02024E+11;BC768A;BOSCH;PASTILHA FREIO DIANT CERAMICA C/ALARME;1;JG;A;206,14;A;173,99;;0
3,02024E+11;BB1092;BOSCH;PASTILHA FREIO DIANTEIRA;1;JG;A;106,67;;0;;0
3,02024E+11;BB82;BOSCH;PASTILHA FREIO DIANTEIRA;1;JG;B;48,72;;0;;0
3,02024E+11;BB92;BOSCH;PASTILHA FREIO DIANTEIRA;1;PC;B;112,11;;0;;0
3,02052E+11;9232081442;BOSCH;TAMPA DISTRIBUIDOR C/PINO;1;PC;B;51,19;B;51,19;B;51,19
3,02052E+11;9231086370;BOSCH;TAMPA DISTRIBUIDOR C/PINO;1;PC;B;62,65;;0;B;62,65
3,02052E+11;9231086226;BOSCH;TAMPA DISTRIBUIDOR IGNICAO TRANSISTORIZ;1;PC;B;51,88;B;51,88;A;45,08
3,02052E+11;221504702;BOSCH;BOBINA IGNICAO PLASTICA CANETA;1;PC;A;170,27;;0;A;169,8
3,02052E+11;F000ZS0102;BOSCH;BOBINA IGNICAO PLASTICA;1;PC;A;115;B;115,33;;0
3,02052E+11;098622A210;BOSCH;BOBINA IGNICAO PLASTICA;1;PC;B;154,25;A;154,25;;0
3,02052E+11;221503485;BOSCH;BOBINA IGNICAO PLASTICA;1;PC;B;185,51;B;191,77;B;191,77
3,02052E+11;986221072;BOSCH;BOBINA IGNICAO PLASTICA CANETA;1;PC;A;380,32;;0;;0
3,02052E+11;221604022;BOSCH;BOBINA IGNICAO PLASTICA CANETA;1;PC;A;413,8;;0;;0
3,02052E+11;10E;BOSCH;PALHETA TRASEIRA ECO UNIT;1;PC;B;34,43;;0;;0
3,02052E+11;SD6;BOSCH;PALHETA DIANTEIRA AEROFIT JOGO;1;JG;B;60,41;;0;;0
3,02052E+11;A360H;BOSCH;"PALHETA TRASEIRA REAR 15""";1;PC;A;104,93;;0;A;104,93
3,02052E+11;A380H;BOSCH;"PALHETA TRASEIRA REAR 15""";1;PC;A;104,93;;0;A;104,93
